#      R          P(R)      ERROR
#
  0.0000E+00  0.0000E+00  0.0000E+00
  0.4196E-01  0.2035E-01  0.4753E-03
  0.8392E-01  0.4167E-01  0.8746E-03
  0.1259E+00  0.6396E-01  0.1199E-02
  0.1678E+00  0.8719E-01  0.1451E-02
  0.2098E+00  0.1114E+00  0.1632E-02
  0.2517E+00  0.1364E+00  0.1747E-02
  0.2937E+00  0.1624E+00  0.1799E-02
  0.3357E+00  0.1892E+00  0.1794E-02
  0.3776E+00  0.2168E+00  0.1737E-02
  0.4196E+00  0.2452E+00  0.1635E-02
  0.4615E+00  0.2743E+00  0.1496E-02
  0.5035E+00  0.3040E+00  0.1329E-02
  0.5454E+00  0.3344E+00  0.1150E-02
  0.5874E+00  0.3653E+00  0.9783E-03
  0.6294E+00  0.3967E+00  0.8465E-03
  0.6713E+00  0.4285E+00  0.7970E-03
  0.7133E+00  0.4606E+00  0.8569E-03
  0.7552E+00  0.4930E+00  0.1010E-02
  0.7972E+00  0.5256E+00  0.1218E-02
  0.8392E+00  0.5583E+00  0.1451E-02
  0.8811E+00  0.5911E+00  0.1689E-02
  0.9231E+00  0.6238E+00  0.1919E-02
  0.9650E+00  0.6563E+00  0.2133E-02
  0.1007E+01  0.6887E+00  0.2325E-02
  0.1049E+01  0.7207E+00  0.2490E-02
  0.1091E+01  0.7523E+00  0.2625E-02
  0.1133E+01  0.7835E+00  0.2728E-02
  0.1175E+01  0.8141E+00  0.2798E-02
  0.1217E+01  0.8440E+00  0.2833E-02
  0.1259E+01  0.8732E+00  0.2835E-02
  0.1301E+01  0.9016E+00  0.2805E-02
  0.1343E+01  0.9290E+00  0.2746E-02
  0.1385E+01  0.9555E+00  0.2660E-02
  0.1427E+01  0.9810E+00  0.2552E-02
  0.1469E+01  0.1005E+01  0.2428E-02
  0.1510E+01  0.1029E+01  0.2295E-02
  0.1552E+01  0.1050E+01  0.2162E-02
  0.1594E+01  0.1071E+01  0.2039E-02
  0.1636E+01  0.1090E+01  0.1938E-02
  0.1678E+01  0.1108E+01  0.1870E-02
