#      R          P(R)      ERROR
#
  0.0000E+00  0.0000E+00  0.0000E+00
  0.3984E-01  0.1234E-01  0.1510E-02
  0.7968E-01  0.2560E-01  0.2765E-02
  0.1195E+00  0.3980E-01  0.3768E-02
  0.1594E+00  0.5491E-01  0.4526E-02
  0.1992E+00  0.7092E-01  0.5048E-02
  0.2390E+00  0.8781E-01  0.5345E-02
  0.2789E+00  0.1056E+00  0.5432E-02
  0.3187E+00  0.1241E+00  0.5324E-02
  0.3586E+00  0.1435E+00  0.5038E-02
  0.3984E+00  0.1637E+00  0.4595E-02
  0.4383E+00  0.1846E+00  0.4017E-02
  0.4781E+00  0.2061E+00  0.3328E-02
  0.5179E+00  0.2283E+00  0.2560E-02
  0.5578E+00  0.2511E+00  0.1764E-02
  0.5976E+00  0.2744E+00  0.1084E-02
  0.6375E+00  0.2983E+00  0.1012E-02
  0.6773E+00  0.3225E+00  0.1667E-02
  0.7171E+00  0.3471E+00  0.2529E-02
  0.7570E+00  0.3720E+00  0.3416E-02
  0.7968E+00  0.3972E+00  0.4274E-02
  0.8367E+00  0.4225E+00  0.5073E-02
  0.8765E+00  0.4479E+00  0.5795E-02
  0.9163E+00  0.4734E+00  0.6423E-02
  0.9562E+00  0.4989E+00  0.6945E-02
  0.9960E+00  0.5242E+00  0.7350E-02
  0.1036E+01  0.5494E+00  0.7632E-02
  0.1076E+01  0.5744E+00  0.7785E-02
  0.1116E+01  0.5990E+00  0.7807E-02
  0.1155E+01  0.6233E+00  0.7700E-02
  0.1195E+01  0.6472E+00  0.7465E-02
  0.1235E+01  0.6705E+00  0.7108E-02
  0.1275E+01  0.6933E+00  0.6637E-02
  0.1315E+01  0.7154E+00  0.6065E-02
  0.1355E+01  0.7368E+00  0.5405E-02
  0.1394E+01  0.7575E+00  0.4677E-02
  0.1434E+01  0.7774E+00  0.3909E-02
  0.1474E+01  0.7965E+00  0.3146E-02
  0.1514E+01  0.8146E+00  0.2471E-02
  0.1554E+01  0.8318E+00  0.2045E-02
  0.1594E+01  0.8480E+00  0.2068E-02
  0.1633E+01  0.8632E+00  0.2531E-02
  0.1673E+01  0.8774E+00  0.3233E-02
  0.1713E+01  0.8904E+00  0.4022E-02
  0.1753E+01  0.9024E+00  0.4818E-02
  0.1793E+01  0.9132E+00  0.5579E-02
  0.1833E+01  0.9230E+00  0.6278E-02
  0.1873E+01  0.9315E+00  0.6896E-02
  0.1912E+01  0.9389E+00  0.7418E-02
  0.1952E+01  0.9452E+00  0.7834E-02
  0.1992E+01  0.9504E+00  0.8136E-02
  0.2032E+01  0.9544E+00  0.8318E-02
  0.2072E+01  0.9572E+00  0.8377E-02
  0.2112E+01  0.9590E+00  0.8313E-02
  0.2151E+01  0.9597E+00  0.8128E-02
  0.2191E+01  0.9594E+00  0.7829E-02
  0.2231E+01  0.9580E+00  0.7422E-02
  0.2271E+01  0.9556E+00  0.6920E-02
  0.2311E+01  0.9523E+00  0.6339E-02
  0.2351E+01  0.9481E+00  0.5700E-02
  0.2390E+01  0.9430E+00  0.5035E-02
  0.2430E+01  0.9370E+00  0.4387E-02
  0.2470E+01  0.9303E+00  0.3822E-02
  0.2510E+01  0.9229E+00  0.3432E-02
  0.2550E+01  0.9147E+00  0.3314E-02
  0.2590E+01  0.9059E+00  0.3510E-02
  0.2630E+01  0.8965E+00  0.3969E-02
  0.2669E+01  0.8866E+00  0.4594E-02
  0.2709E+01  0.8762E+00  0.5301E-02
  0.2749E+01  0.8653E+00  0.6028E-02
  0.2789E+01  0.8541E+00  0.6734E-02
  0.2829E+01  0.8425E+00  0.7390E-02
  0.2869E+01  0.8306E+00  0.7975E-02
  0.2908E+01  0.8185E+00  0.8473E-02
  0.2948E+01  0.8061E+00  0.8872E-02
  0.2988E+01  0.7936E+00  0.9165E-02
  0.3028E+01  0.7810E+00  0.9346E-02
  0.3068E+01  0.7683E+00  0.9413E-02
  0.3108E+01  0.7555E+00  0.9367E-02
  0.3147E+01  0.7427E+00  0.9213E-02
  0.3187E+01  0.7300E+00  0.8956E-02
  0.3227E+01  0.7172E+00  0.8607E-02
  0.3267E+01  0.7046E+00  0.8181E-02
