#      R          P(R)      ERROR
#
  0.0000E+00  0.0000E+00  0.0000E+00
  0.3857E-01  0.3039E-01  0.6874E-03
  0.7714E-01  0.6076E-01  0.1269E-02
  0.1157E+00  0.9113E-01  0.1747E-02
  0.1543E+00  0.1215E+00  0.2122E-02
  0.1929E+00  0.1518E+00  0.2399E-02
  0.2314E+00  0.1822E+00  0.2582E-02
  0.2700E+00  0.2125E+00  0.2675E-02
  0.3086E+00  0.2429E+00  0.2685E-02
  0.3471E+00  0.2732E+00  0.2618E-02
  0.3857E+00  0.3035E+00  0.2482E-02
  0.4243E+00  0.3339E+00  0.2285E-02
  0.4629E+00  0.3642E+00  0.2038E-02
  0.5014E+00  0.3945E+00  0.1753E-02
  0.5400E+00  0.4248E+00  0.1446E-02
  0.5786E+00  0.4551E+00  0.1147E-02
  0.6171E+00  0.4854E+00  0.9081E-03
  0.6557E+00  0.5157E+00  0.8252E-03
  0.6943E+00  0.5459E+00  0.9571E-03
  0.7329E+00  0.5761E+00  0.1239E-02
  0.7714E+00  0.6062E+00  0.1585E-02
  0.8100E+00  0.6362E+00  0.1951E-02
  0.8486E+00  0.6661E+00  0.2311E-02
  0.8871E+00  0.6959E+00  0.2653E-02
  0.9257E+00  0.7256E+00  0.2966E-02
  0.9643E+00  0.7550E+00  0.3245E-02
  0.1003E+01  0.7843E+00  0.3482E-02
  0.1041E+01  0.8133E+00  0.3675E-02
  0.1080E+01  0.8420E+00  0.3821E-02
  0.1119E+01  0.8704E+00  0.3917E-02
  0.1157E+01  0.8984E+00  0.3963E-02
  0.1196E+01  0.9261E+00  0.3959E-02
  0.1234E+01  0.9532E+00  0.3907E-02
  0.1273E+01  0.9799E+00  0.3809E-02
  0.1311E+01  0.1006E+01  0.3668E-02
  0.1350E+01  0.1031E+01  0.3491E-02
  0.1389E+01  0.1056E+01  0.3282E-02
  0.1427E+01  0.1080E+01  0.3053E-02
  0.1466E+01  0.1104E+01  0.2813E-02
  0.1504E+01  0.1126E+01  0.2577E-02
  0.1543E+01  0.1148E+01  0.2364E-02
  0.1581E+01  0.1168E+01  0.2197E-02
  0.1620E+01  0.1188E+01  0.2098E-02
  0.1659E+01  0.1206E+01  0.2085E-02
  0.1697E+01  0.1224E+01  0.2162E-02
  0.1736E+01  0.1240E+01  0.2317E-02
