#      R          P(R)      ERROR
#
  0.0000E+00  0.0000E+00  0.0000E+00
  0.4661E-01  0.1465E-01  0.5111E-03
  0.9323E-01  0.3081E-01  0.9317E-03
  0.1398E+00  0.4846E-01  0.1264E-02
  0.1865E+00  0.6759E-01  0.1510E-02
  0.2331E+00  0.8816E-01  0.1674E-02
  0.2797E+00  0.1101E+00  0.1760E-02
  0.3263E+00  0.1335E+00  0.1775E-02
  0.3729E+00  0.1581E+00  0.1725E-02
  0.4195E+00  0.1840E+00  0.1619E-02
  0.4661E+00  0.2110E+00  0.1465E-02
  0.5128E+00  0.2391E+00  0.1276E-02
  0.5594E+00  0.2683E+00  0.1068E-02
  0.6060E+00  0.2983E+00  0.8672E-03
  0.6526E+00  0.3292E+00  0.7188E-03
  0.6992E+00  0.3608E+00  0.6879E-03
  0.7458E+00  0.3930E+00  0.8003E-03
  0.7924E+00  0.4257E+00  0.1008E-02
  0.8390E+00  0.4589E+00  0.1257E-02
  0.8857E+00  0.4923E+00  0.1514E-02
  0.9323E+00  0.5258E+00  0.1762E-02
  0.9789E+00  0.5594E+00  0.1989E-02
  0.1026E+01  0.5929E+00  0.2187E-02
  0.1072E+01  0.6263E+00  0.2351E-02
  0.1119E+01  0.6593E+00  0.2477E-02
  0.1165E+01  0.6918E+00  0.2563E-02
  0.1212E+01  0.7239E+00  0.2606E-02
  0.1259E+01  0.7552E+00  0.2608E-02
  0.1305E+01  0.7858E+00  0.2569E-02
  0.1352E+01  0.8155E+00  0.2492E-02
  0.1398E+01  0.8442E+00  0.2380E-02
  0.1445E+01  0.8718E+00  0.2240E-02
  0.1492E+01  0.8983E+00  0.2079E-02
  0.1538E+01  0.9234E+00  0.1907E-02
  0.1585E+01  0.9473E+00  0.1739E-02
  0.1631E+01  0.9697E+00  0.1591E-02
  0.1678E+01  0.9907E+00  0.1487E-02
  0.1725E+01  0.1010E+01  0.1445E-02
  0.1771E+01  0.1028E+01  0.1478E-02
  0.1818E+01  0.1044E+01  0.1581E-02
  0.1865E+01  0.1059E+01  0.1740E-02
  0.1911E+01  0.1072E+01  0.1932E-02
  0.1958E+01  0.1083E+01  0.2140E-02
  0.2004E+01  0.1093E+01  0.2349E-02
  0.2051E+01  0.1101E+01  0.2549E-02
  0.2098E+01  0.1107E+01  0.2731E-02
  0.2144E+01  0.1111E+01  0.2888E-02
  0.2191E+01  0.1114E+01  0.3018E-02
  0.2237E+01  0.1116E+01  0.3116E-02
  0.2284E+01  0.1116E+01  0.3182E-02
  0.2331E+01  0.1114E+01  0.3215E-02
  0.2377E+01  0.1111E+01  0.3215E-02
  0.2424E+01  0.1106E+01  0.3186E-02
  0.2471E+01  0.1100E+01  0.3129E-02
  0.2517E+01  0.1093E+01  0.3049E-02
  0.2564E+01  0.1085E+01  0.2952E-02
  0.2610E+01  0.1076E+01  0.2844E-02
  0.2657E+01  0.1066E+01  0.2732E-02
  0.2704E+01  0.1054E+01  0.2624E-02
  0.2750E+01  0.1042E+01  0.2530E-02
  0.2797E+01  0.1029E+01  0.2456E-02
  0.2843E+01  0.1016E+01  0.2411E-02
  0.2890E+01  0.1002E+01  0.2396E-02
  0.2937E+01  0.9871E+00  0.2413E-02
  0.2983E+01  0.9719E+00  0.2460E-02
  0.3030E+01  0.9565E+00  0.2530E-02
  0.3077E+01  0.9407E+00  0.2616E-02
  0.3123E+01  0.9247E+00  0.2711E-02
  0.3170E+01  0.9086E+00  0.2808E-02
  0.3216E+01  0.8923E+00  0.2900E-02
  0.3263E+01  0.8760E+00  0.2984E-02
  0.3310E+01  0.8597E+00  0.3054E-02
  0.3356E+01  0.8435E+00  0.3111E-02
  0.3403E+01  0.8273E+00  0.3151E-02
  0.3449E+01  0.8113E+00  0.3177E-02
  0.3496E+01  0.7955E+00  0.3190E-02
  0.3543E+01  0.7798E+00  0.3192E-02
  0.3589E+01  0.7643E+00  0.3186E-02
  0.3636E+01  0.7491E+00  0.3177E-02
  0.3682E+01  0.7341E+00  0.3169E-02
  0.3729E+01  0.7194E+00  0.3166E-02
  0.3776E+01  0.7049E+00  0.3171E-02
  0.3822E+01  0.6906E+00  0.3187E-02
  0.3869E+01  0.6766E+00  0.3216E-02
  0.3916E+01  0.6628E+00  0.3258E-02
  0.3962E+01  0.6493E+00  0.3312E-02
  0.4009E+01  0.6359E+00  0.3375E-02
  0.4055E+01  0.6228E+00  0.3444E-02
  0.4102E+01  0.6099E+00  0.3515E-02
  0.4149E+01  0.5971E+00  0.3585E-02
  0.4195E+01  0.5845E+00  0.3650E-02
  0.4242E+01  0.5721E+00  0.3706E-02
  0.4288E+01  0.5598E+00  0.3752E-02
  0.4335E+01  0.5476E+00  0.3785E-02
  0.4382E+01  0.5355E+00  0.3805E-02
  0.4428E+01  0.5235E+00  0.3812E-02
  0.4475E+01  0.5115E+00  0.3809E-02
  0.4522E+01  0.4997E+00  0.3797E-02
  0.4568E+01  0.4879E+00  0.3779E-02
  0.4615E+01  0.4761E+00  0.3761E-02
  0.4661E+01  0.4644E+00  0.3747E-02
  0.4708E+01  0.4528E+00  0.3742E-02
  0.4755E+01  0.4412E+00  0.3751E-02
  0.4801E+01  0.4297E+00  0.3778E-02
  0.4848E+01  0.4182E+00  0.3826E-02
  0.4894E+01  0.4067E+00  0.3895E-02
  0.4941E+01  0.3954E+00  0.3985E-02
  0.4988E+01  0.3841E+00  0.4093E-02
  0.5034E+01  0.3729E+00  0.4217E-02
  0.5081E+01  0.3619E+00  0.4350E-02
  0.5128E+01  0.3509E+00  0.4487E-02
  0.5174E+01  0.3401E+00  0.4623E-02
  0.5221E+01  0.3294E+00  0.4754E-02
  0.5267E+01  0.3188E+00  0.4873E-02
  0.5314E+01  0.3085E+00  0.4977E-02
  0.5361E+01  0.2983E+00  0.5062E-02
  0.5407E+01  0.2883E+00  0.5125E-02
  0.5454E+01  0.2785E+00  0.5166E-02
  0.5500E+01  0.2690E+00  0.5183E-02
  0.5547E+01  0.2596E+00  0.5177E-02
  0.5594E+01  0.2506E+00  0.5149E-02
  0.5640E+01  0.2418E+00  0.5102E-02
  0.5687E+01  0.2332E+00  0.5038E-02
  0.5733E+01  0.2249E+00  0.4961E-02
  0.5780E+01  0.2169E+00  0.4878E-02
  0.5827E+01  0.2091E+00  0.4792E-02
  0.5873E+01  0.2017E+00  0.4711E-02
  0.5920E+01  0.1945E+00  0.4638E-02
  0.5967E+01  0.1875E+00  0.4580E-02
  0.6013E+01  0.1809E+00  0.4541E-02
  0.6060E+01  0.1745E+00  0.4524E-02
  0.6106E+01  0.1683E+00  0.4531E-02
  0.6153E+01  0.1625E+00  0.4560E-02
  0.6200E+01  0.1568E+00  0.4611E-02
  0.6246E+01  0.1514E+00  0.4681E-02
  0.6293E+01  0.1462E+00  0.4764E-02
  0.6339E+01  0.1412E+00  0.4857E-02
  0.6386E+01  0.1364E+00  0.4954E-02
  0.6433E+01  0.1319E+00  0.5053E-02
  0.6479E+01  0.1275E+00  0.5149E-02
  0.6526E+01  0.1232E+00  0.5240E-02
  0.6573E+01  0.1191E+00  0.5323E-02
  0.6619E+01  0.1152E+00  0.5398E-02
  0.6666E+01  0.1114E+00  0.5464E-02
  0.6712E+01  0.1077E+00  0.5523E-02
  0.6759E+01  0.1042E+00  0.5576E-02
  0.6806E+01  0.1007E+00  0.5623E-02
  0.6852E+01  0.9738E-01  0.5669E-02
  0.6899E+01  0.9413E-01  0.5714E-02
  0.6945E+01  0.9096E-01  0.5761E-02
  0.6992E+01  0.8788E-01  0.5812E-02
  0.7039E+01  0.8488E-01  0.5868E-02
  0.7085E+01  0.8195E-01  0.5929E-02
  0.7132E+01  0.7909E-01  0.5997E-02
  0.7179E+01  0.7629E-01  0.6069E-02
  0.7225E+01  0.7356E-01  0.6144E-02
  0.7272E+01  0.7090E-01  0.6221E-02
  0.7318E+01  0.6829E-01  0.6297E-02
  0.7365E+01  0.6574E-01  0.6370E-02
  0.7412E+01  0.6326E-01  0.6438E-02
  0.7458E+01  0.6082E-01  0.6498E-02
  0.7505E+01  0.5845E-01  0.6549E-02
  0.7551E+01  0.5613E-01  0.6591E-02
  0.7598E+01  0.5386E-01  0.6622E-02
  0.7645E+01  0.5165E-01  0.6642E-02
  0.7691E+01  0.4948E-01  0.6653E-02
  0.7738E+01  0.4736E-01  0.6656E-02
  0.7784E+01  0.4529E-01  0.6653E-02
  0.7831E+01  0.4325E-01  0.6645E-02
  0.7878E+01  0.4125E-01  0.6633E-02
  0.7924E+01  0.3928E-01  0.6620E-02
  0.7971E+01  0.3734E-01  0.6605E-02
  0.8018E+01  0.3542E-01  0.6589E-02
  0.8064E+01  0.3351E-01  0.6569E-02
  0.8111E+01  0.3162E-01  0.6543E-02
  0.8157E+01  0.2972E-01  0.6506E-02
  0.8204E+01  0.2782E-01  0.6451E-02
  0.8251E+01  0.2592E-01  0.6372E-02
  0.8297E+01  0.2399E-01  0.6260E-02
  0.8344E+01  0.2204E-01  0.6106E-02
  0.8390E+01  0.2006E-01  0.5899E-02
  0.8437E+01  0.1804E-01  0.5630E-02
  0.8484E+01  0.1598E-01  0.5288E-02
  0.8530E+01  0.1387E-01  0.4862E-02
  0.8577E+01  0.1171E-01  0.4341E-02
  0.8624E+01  0.9494E-02  0.3717E-02
  0.8670E+01  0.7215E-02  0.2979E-02
  0.8717E+01  0.4874E-02  0.2119E-02
  0.8763E+01  0.2470E-02  0.1129E-02
  0.8810E+01  0.0000E+00  0.0000E+00
