#      R          P(R)      ERROR
#
  0.0000E+00  0.0000E+00  0.0000E+00
  0.4111E-01  0.9056E-02  0.2585E-03
  0.8222E-01  0.1898E-01  0.4786E-03
  0.1233E+00  0.2976E-01  0.6608E-03
  0.1644E+00  0.4140E-01  0.8061E-03
  0.2056E+00  0.5388E-01  0.9160E-03
  0.2467E+00  0.6717E-01  0.9919E-03
  0.2878E+00  0.8126E-01  0.1036E-02
  0.3289E+00  0.9612E-01  0.1051E-02
  0.3700E+00  0.1117E+00  0.1039E-02
  0.4111E+00  0.1280E+00  0.1004E-02
  0.4522E+00  0.1450E+00  0.9489E-03
  0.4933E+00  0.1627E+00  0.8796E-03
  0.5344E+00  0.1809E+00  0.8016E-03
  0.5756E+00  0.1997E+00  0.7226E-03
  0.6167E+00  0.2189E+00  0.6532E-03
  0.6578E+00  0.2387E+00  0.6060E-03
  0.6989E+00  0.2588E+00  0.5939E-03
  0.7400E+00  0.2793E+00  0.6230E-03
  0.7811E+00  0.3000E+00  0.6890E-03
  0.8222E+00  0.3211E+00  0.7815E-03
  0.8633E+00  0.3422E+00  0.8892E-03
  0.9044E+00  0.3636E+00  0.1003E-02
  0.9456E+00  0.3849E+00  0.1117E-02
  0.9867E+00  0.4063E+00  0.1226E-02
  0.1028E+01  0.4277E+00  0.1327E-02
  0.1069E+01  0.4489E+00  0.1417E-02
  0.1110E+01  0.4700E+00  0.1494E-02
  0.1151E+01  0.4908E+00  0.1558E-02
  0.1192E+01  0.5114E+00  0.1607E-02
  0.1233E+01  0.5317E+00  0.1641E-02
  0.1274E+01  0.5515E+00  0.1662E-02
  0.1316E+01  0.5710E+00  0.1669E-02
  0.1357E+01  0.5899E+00  0.1664E-02
  0.1398E+01  0.6083E+00  0.1648E-02
  0.1439E+01  0.6262E+00  0.1625E-02
  0.1480E+01  0.6434E+00  0.1597E-02
  0.1521E+01  0.6600E+00  0.1567E-02
  0.1562E+01  0.6759E+00  0.1539E-02
  0.1603E+01  0.6911E+00  0.1516E-02
  0.1644E+01  0.7056E+00  0.1503E-02
  0.1686E+01  0.7192E+00  0.1502E-02
  0.1727E+01  0.7321E+00  0.1515E-02
  0.1768E+01  0.7442E+00  0.1544E-02
  0.1809E+01  0.7554E+00  0.1587E-02
  0.1850E+01  0.7658E+00  0.1644E-02
  0.1891E+01  0.7753E+00  0.1711E-02
  0.1932E+01  0.7840E+00  0.1786E-02
  0.1973E+01  0.7918E+00  0.1865E-02
  0.2014E+01  0.7988E+00  0.1946E-02
  0.2056E+01  0.8049E+00  0.2024E-02
  0.2097E+01  0.8101E+00  0.2098E-02
  0.2138E+01  0.8145E+00  0.2165E-02
  0.2179E+01  0.8181E+00  0.2223E-02
  0.2220E+01  0.8208E+00  0.2271E-02
  0.2261E+01  0.8228E+00  0.2308E-02
  0.2302E+01  0.8240E+00  0.2334E-02
  0.2343E+01  0.8244E+00  0.2347E-02
  0.2384E+01  0.8241E+00  0.2349E-02
  0.2426E+01  0.8230E+00  0.2340E-02
  0.2467E+01  0.8213E+00  0.2320E-02
  0.2508E+01  0.8190E+00  0.2292E-02
  0.2549E+01  0.8160E+00  0.2257E-02
  0.2590E+01  0.8124E+00  0.2218E-02
  0.2631E+01  0.8083E+00  0.2176E-02
  0.2672E+01  0.8036E+00  0.2134E-02
  0.2713E+01  0.7985E+00  0.2096E-02
  0.2754E+01  0.7929E+00  0.2064E-02
  0.2796E+01  0.7868E+00  0.2041E-02
  0.2837E+01  0.7804E+00  0.2029E-02
  0.2878E+01  0.7736E+00  0.2029E-02
  0.2919E+01  0.7665E+00  0.2042E-02
  0.2960E+01  0.7590E+00  0.2068E-02
  0.3001E+01  0.7513E+00  0.2107E-02
  0.3042E+01  0.7434E+00  0.2155E-02
  0.3083E+01  0.7353E+00  0.2212E-02
  0.3124E+01  0.7269E+00  0.2274E-02
  0.3166E+01  0.7184E+00  0.2339E-02
  0.3207E+01  0.7098E+00  0.2405E-02
  0.3248E+01  0.7011E+00  0.2470E-02
  0.3289E+01  0.6923E+00  0.2531E-02
  0.3330E+01  0.6834E+00  0.2587E-02
  0.3371E+01  0.6745E+00  0.2637E-02
  0.3412E+01  0.6655E+00  0.2681E-02
  0.3453E+01  0.6565E+00  0.2716E-02
  0.3494E+01  0.6475E+00  0.2744E-02
  0.3536E+01  0.6385E+00  0.2765E-02
  0.3577E+01  0.6296E+00  0.2779E-02
  0.3618E+01  0.6206E+00  0.2787E-02
  0.3659E+01  0.6117E+00  0.2790E-02
  0.3700E+01  0.6029E+00  0.2789E-02
  0.3741E+01  0.5940E+00  0.2786E-02
  0.3782E+01  0.5853E+00  0.2783E-02
  0.3823E+01  0.5765E+00  0.2780E-02
  0.3864E+01  0.5678E+00  0.2779E-02
  0.3906E+01  0.5592E+00  0.2782E-02
  0.3947E+01  0.5506E+00  0.2789E-02
  0.3988E+01  0.5421E+00  0.2801E-02
  0.4029E+01  0.5336E+00  0.2819E-02
  0.4070E+01  0.5251E+00  0.2842E-02
  0.4111E+01  0.5167E+00  0.2871E-02
  0.4152E+01  0.5083E+00  0.2904E-02
  0.4193E+01  0.4999E+00  0.2940E-02
  0.4234E+01  0.4915E+00  0.2978E-02
  0.4276E+01  0.4832E+00  0.3018E-02
  0.4317E+01  0.4749E+00  0.3056E-02
  0.4358E+01  0.4666E+00  0.3093E-02
  0.4399E+01  0.4583E+00  0.3127E-02
  0.4440E+01  0.4500E+00  0.3156E-02
  0.4481E+01  0.4417E+00  0.3180E-02
  0.4522E+01  0.4335E+00  0.3198E-02
  0.4563E+01  0.4252E+00  0.3209E-02
  0.4604E+01  0.4169E+00  0.3214E-02
  0.4646E+01  0.4086E+00  0.3212E-02
  0.4687E+01  0.4003E+00  0.3204E-02
  0.4728E+01  0.3921E+00  0.3189E-02
  0.4769E+01  0.3838E+00  0.3169E-02
  0.4810E+01  0.3755E+00  0.3145E-02
  0.4851E+01  0.3673E+00  0.3119E-02
  0.4892E+01  0.3591E+00  0.3090E-02
  0.4933E+01  0.3509E+00  0.3061E-02
  0.4974E+01  0.3427E+00  0.3034E-02
  0.5016E+01  0.3346E+00  0.3009E-02
  0.5057E+01  0.3265E+00  0.2990E-02
  0.5098E+01  0.3185E+00  0.2976E-02
  0.5139E+01  0.3105E+00  0.2969E-02
  0.5180E+01  0.3026E+00  0.2971E-02
  0.5221E+01  0.2948E+00  0.2982E-02
  0.5262E+01  0.2871E+00  0.3001E-02
  0.5303E+01  0.2794E+00  0.3030E-02
  0.5344E+01  0.2719E+00  0.3067E-02
  0.5386E+01  0.2645E+00  0.3112E-02
  0.5427E+01  0.2573E+00  0.3164E-02
  0.5468E+01  0.2501E+00  0.3222E-02
  0.5509E+01  0.2431E+00  0.3283E-02
  0.5550E+01  0.2363E+00  0.3348E-02
  0.5591E+01  0.2296E+00  0.3414E-02
  0.5632E+01  0.2231E+00  0.3481E-02
  0.5673E+01  0.2168E+00  0.3547E-02
  0.5714E+01  0.2106E+00  0.3611E-02
  0.5756E+01  0.2047E+00  0.3673E-02
  0.5797E+01  0.1989E+00  0.3731E-02
  0.5838E+01  0.1933E+00  0.3785E-02
  0.5879E+01  0.1879E+00  0.3834E-02
  0.5920E+01  0.1827E+00  0.3879E-02
  0.5961E+01  0.1777E+00  0.3919E-02
  0.6002E+01  0.1729E+00  0.3954E-02
  0.6043E+01  0.1682E+00  0.3984E-02
  0.6084E+01  0.1638E+00  0.4010E-02
  0.6126E+01  0.1595E+00  0.4032E-02
  0.6167E+01  0.1555E+00  0.4050E-02
  0.6208E+01  0.1515E+00  0.4065E-02
  0.6249E+01  0.1478E+00  0.4078E-02
  0.6290E+01  0.1442E+00  0.4089E-02
  0.6331E+01  0.1407E+00  0.4100E-02
  0.6372E+01  0.1374E+00  0.4112E-02
  0.6413E+01  0.1342E+00  0.4124E-02
  0.6454E+01  0.1311E+00  0.4138E-02
  0.6496E+01  0.1281E+00  0.4155E-02
  0.6537E+01  0.1252E+00  0.4175E-02
  0.6578E+01  0.1224E+00  0.4199E-02
  0.6619E+01  0.1196E+00  0.4226E-02
  0.6660E+01  0.1168E+00  0.4256E-02
  0.6701E+01  0.1140E+00  0.4290E-02
  0.6742E+01  0.1113E+00  0.4327E-02
  0.6783E+01  0.1085E+00  0.4365E-02
  0.6824E+01  0.1057E+00  0.4403E-02
  0.6866E+01  0.1029E+00  0.4440E-02
  0.6907E+01  0.1000E+00  0.4474E-02
  0.6948E+01  0.9705E-01  0.4503E-02
  0.6989E+01  0.9398E-01  0.4524E-02
  0.7030E+01  0.9080E-01  0.4536E-02
  0.7071E+01  0.8750E-01  0.4534E-02
  0.7112E+01  0.8405E-01  0.4518E-02
  0.7153E+01  0.8045E-01  0.4483E-02
  0.7194E+01  0.7668E-01  0.4428E-02
  0.7236E+01  0.7273E-01  0.4349E-02
  0.7277E+01  0.6858E-01  0.4243E-02
  0.7318E+01  0.6423E-01  0.4109E-02
  0.7359E+01  0.5965E-01  0.3942E-02
  0.7400E+01  0.5485E-01  0.3741E-02
  0.7441E+01  0.4981E-01  0.3502E-02
  0.7482E+01  0.4452E-01  0.3224E-02
  0.7523E+01  0.3898E-01  0.2905E-02
  0.7564E+01  0.3317E-01  0.2541E-02
  0.7606E+01  0.2710E-01  0.2131E-02
  0.7647E+01  0.2075E-01  0.1674E-02
  0.7688E+01  0.1412E-01  0.1167E-02
  0.7729E+01  0.7202E-02  0.6096E-03
  0.7770E+01  0.0000E+00  0.0000E+00
