#      R          P(R)      ERROR
#
  0.0000E+00  0.0000E+00  0.0000E+00
  0.3349E-01  0.8074E-02  0.2461E-03
  0.6698E-01  0.1673E-01  0.4622E-03
  0.1005E+00  0.2597E-01  0.6487E-03
  0.1340E+00  0.3579E-01  0.8061E-03
  0.1675E+00  0.4617E-01  0.9351E-03
  0.2010E+00  0.5711E-01  0.1036E-02
  0.2344E+00  0.6860E-01  0.1111E-02
  0.2679E+00  0.8062E-01  0.1161E-02
  0.3014E+00  0.9317E-01  0.1187E-02
  0.3349E+00  0.1062E+00  0.1191E-02
  0.3684E+00  0.1197E+00  0.1174E-02
  0.4019E+00  0.1337E+00  0.1139E-02
  0.4354E+00  0.1482E+00  0.1089E-02
  0.4689E+00  0.1630E+00  0.1026E-02
  0.5024E+00  0.1782E+00  0.9532E-03
  0.5359E+00  0.1938E+00  0.8760E-03
  0.5694E+00  0.2098E+00  0.7995E-03
  0.6029E+00  0.2260E+00  0.7310E-03
  0.6363E+00  0.2425E+00  0.6796E-03
  0.6698E+00  0.2593E+00  0.6547E-03
  0.7033E+00  0.2763E+00  0.6631E-03
  0.7368E+00  0.2934E+00  0.7055E-03
  0.7703E+00  0.3107E+00  0.7768E-03
  0.8038E+00  0.3281E+00  0.8688E-03
  0.8373E+00  0.3456E+00  0.9739E-03
  0.8708E+00  0.3631E+00  0.1086E-02
  0.9043E+00  0.3806E+00  0.1199E-02
  0.9378E+00  0.3981E+00  0.1311E-02
  0.9713E+00  0.4155E+00  0.1418E-02
  0.1005E+01  0.4328E+00  0.1518E-02
  0.1038E+01  0.4500E+00  0.1610E-02
  0.1072E+01  0.4670E+00  0.1691E-02
  0.1105E+01  0.4838E+00  0.1762E-02
  0.1139E+01  0.5004E+00  0.1821E-02
  0.1172E+01  0.5167E+00  0.1868E-02
  0.1206E+01  0.5326E+00  0.1902E-02
  0.1239E+01  0.5483E+00  0.1924E-02
  0.1273E+01  0.5636E+00  0.1933E-02
  0.1306E+01  0.5784E+00  0.1930E-02
  0.1340E+01  0.5929E+00  0.1916E-02
  0.1373E+01  0.6069E+00  0.1892E-02
  0.1407E+01  0.6204E+00  0.1858E-02
  0.1440E+01  0.6335E+00  0.1817E-02
