#      R          P(R)      ERROR
#
  0.0000E+00  0.0000E+00  0.0000E+00
  0.3577E-01  0.1299E-01  0.3165E-03
  0.7153E-01  0.2675E-01  0.5908E-03
  0.1073E+00  0.4127E-01  0.8235E-03
  0.1431E+00  0.5657E-01  0.1015E-02
  0.1788E+00  0.7261E-01  0.1167E-02
  0.2146E+00  0.8940E-01  0.1281E-02
  0.2504E+00  0.1069E+00  0.1358E-02
  0.2861E+00  0.1252E+00  0.1401E-02
  0.3219E+00  0.1441E+00  0.1411E-02
  0.3577E+00  0.1637E+00  0.1392E-02
  0.3934E+00  0.1840E+00  0.1346E-02
  0.4292E+00  0.2050E+00  0.1277E-02
  0.4650E+00  0.2265E+00  0.1190E-02
  0.5007E+00  0.2486E+00  0.1089E-02
  0.5365E+00  0.2713E+00  0.9814E-03
  0.5723E+00  0.2945E+00  0.8766E-03
  0.6080E+00  0.3182E+00  0.7872E-03
  0.6438E+00  0.3423E+00  0.7293E-03
  0.6796E+00  0.3669E+00  0.7184E-03
  0.7153E+00  0.3918E+00  0.7613E-03
  0.7511E+00  0.4171E+00  0.8512E-03
  0.7869E+00  0.4427E+00  0.9741E-03
  0.8226E+00  0.4685E+00  0.1117E-02
  0.8584E+00  0.4945E+00  0.1268E-02
  0.8942E+00  0.5206E+00  0.1421E-02
  0.9299E+00  0.5469E+00  0.1570E-02
  0.9657E+00  0.5732E+00  0.1710E-02
  0.1001E+01  0.5995E+00  0.1840E-02
  0.1037E+01  0.6258E+00  0.1956E-02
  0.1073E+01  0.6519E+00  0.2057E-02
  0.1109E+01  0.6779E+00  0.2141E-02
  0.1145E+01  0.7037E+00  0.2207E-02
  0.1180E+01  0.7292E+00  0.2255E-02
  0.1216E+01  0.7543E+00  0.2285E-02
  0.1252E+01  0.7791E+00  0.2296E-02
  0.1288E+01  0.8035E+00  0.2289E-02
  0.1323E+01  0.8274E+00  0.2264E-02
  0.1359E+01  0.8507E+00  0.2225E-02
  0.1395E+01  0.8735E+00  0.2171E-02
  0.1431E+01  0.8956E+00  0.2106E-02
  0.1466E+01  0.9170E+00  0.2031E-02
  0.1502E+01  0.9377E+00  0.1951E-02
  0.1538E+01  0.9576E+00  0.1868E-02
  0.1574E+01  0.9767E+00  0.1789E-02
  0.1610E+01  0.9949E+00  0.1717E-02
  0.1645E+01  0.1012E+01  0.1657E-02
  0.1681E+01  0.1029E+01  0.1615E-02
  0.1717E+01  0.1044E+01  0.1596E-02
  0.1753E+01  0.1058E+01  0.1600E-02
  0.1788E+01  0.1072E+01  0.1630E-02
  0.1824E+01  0.1084E+01  0.1682E-02
  0.1860E+01  0.1095E+01  0.1755E-02
  0.1896E+01  0.1105E+01  0.1843E-02
  0.1931E+01  0.1115E+01  0.1941E-02
  0.1967E+01  0.1122E+01  0.2045E-02
  0.2003E+01  0.1129E+01  0.2150E-02
  0.2039E+01  0.1135E+01  0.2254E-02
  0.2074E+01  0.1140E+01  0.2352E-02
  0.2110E+01  0.1143E+01  0.2441E-02
  0.2146E+01  0.1145E+01  0.2521E-02
  0.2182E+01  0.1147E+01  0.2589E-02
  0.2218E+01  0.1147E+01  0.2644E-02
  0.2253E+01  0.1146E+01  0.2684E-02
  0.2289E+01  0.1144E+01  0.2710E-02
  0.2325E+01  0.1141E+01  0.2722E-02
  0.2361E+01  0.1138E+01  0.2720E-02
  0.2396E+01  0.1133E+01  0.2704E-02
  0.2432E+01  0.1127E+01  0.2676E-02
  0.2468E+01  0.1121E+01  0.2636E-02
  0.2504E+01  0.1113E+01  0.2588E-02
  0.2539E+01  0.1105E+01  0.2532E-02
  0.2575E+01  0.1096E+01  0.2472E-02
  0.2611E+01  0.1087E+01  0.2410E-02
  0.2647E+01  0.1077E+01  0.2350E-02
  0.2683E+01  0.1066E+01  0.2296E-02
  0.2718E+01  0.1055E+01  0.2250E-02
  0.2754E+01  0.1043E+01  0.2215E-02
  0.2790E+01  0.1030E+01  0.2195E-02
  0.2826E+01  0.1018E+01  0.2192E-02
  0.2861E+01  0.1005E+01  0.2206E-02
  0.2897E+01  0.9914E+00  0.2238E-02
  0.2933E+01  0.9779E+00  0.2285E-02
  0.2969E+01  0.9641E+00  0.2347E-02
  0.3004E+01  0.9501E+00  0.2420E-02
  0.3040E+01  0.9360E+00  0.2502E-02
  0.3076E+01  0.9218E+00  0.2590E-02
  0.3112E+01  0.9076E+00  0.2679E-02
  0.3148E+01  0.8934E+00  0.2768E-02
  0.3183E+01  0.8792E+00  0.2855E-02
  0.3219E+01  0.8651E+00  0.2936E-02
  0.3255E+01  0.8511E+00  0.3011E-02
