#      R          P(R)      ERROR
#
  0.0000E+00  0.0000E+00  0.0000E+00
  0.4561E-01  0.1897E-01  0.1893E-02
  0.9122E-01  0.3814E-01  0.3422E-02
  0.1368E+00  0.5751E-01  0.4593E-02
  0.1824E+00  0.7710E-01  0.5419E-02
  0.2280E+00  0.9691E-01  0.5916E-02
  0.2737E+00  0.1170E+00  0.6104E-02
  0.3193E+00  0.1373E+00  0.6008E-02
  0.3649E+00  0.1578E+00  0.5655E-02
  0.4105E+00  0.1787E+00  0.5077E-02
  0.4561E+00  0.1999E+00  0.4309E-02
  0.5017E+00  0.2213E+00  0.3390E-02
  0.5473E+00  0.2432E+00  0.2372E-02
  0.5929E+00  0.2653E+00  0.1364E-02
  0.6385E+00  0.2878E+00  0.8981E-03
  0.6841E+00  0.3106E+00  0.1662E-02
  0.7297E+00  0.3338E+00  0.2774E-02
  0.7753E+00  0.3574E+00  0.3904E-02
  0.8210E+00  0.3812E+00  0.4978E-02
  0.8666E+00  0.4053E+00  0.5958E-02
  0.9122E+00  0.4297E+00  0.6814E-02
  0.9578E+00  0.4544E+00  0.7524E-02
  0.1003E+01  0.4792E+00  0.8073E-02
  0.1049E+01  0.5041E+00  0.8446E-02
  0.1095E+01  0.5291E+00  0.8636E-02
  0.1140E+01  0.5541E+00  0.8640E-02
  0.1186E+01  0.5789E+00  0.8458E-02
  0.1231E+01  0.6036E+00  0.8096E-02
  0.1277E+01  0.6281E+00  0.7564E-02
  0.1323E+01  0.6521E+00  0.6879E-02
  0.1368E+01  0.6757E+00  0.6059E-02
  0.1414E+01  0.6987E+00  0.5135E-02
  0.1459E+01  0.7211E+00  0.4147E-02
  0.1505E+01  0.7426E+00  0.3165E-02
  0.1551E+01  0.7633E+00  0.2342E-02
  0.1596E+01  0.7829E+00  0.2006E-02
  0.1642E+01  0.8015E+00  0.2410E-02
  0.1688E+01  0.8189E+00  0.3274E-02
  0.1733E+01  0.8349E+00  0.4289E-02
  0.1779E+01  0.8497E+00  0.5314E-02
  0.1824E+01  0.8629E+00  0.6282E-02
  0.1870E+01  0.8747E+00  0.7153E-02
  0.1916E+01  0.8849E+00  0.7901E-02
  0.1961E+01  0.8935E+00  0.8504E-02
  0.2007E+01  0.9005E+00  0.8948E-02
  0.2052E+01  0.9058E+00  0.9223E-02
  0.2098E+01  0.9095E+00  0.9323E-02
  0.2144E+01  0.9116E+00  0.9246E-02
  0.2189E+01  0.9120E+00  0.8996E-02
  0.2235E+01  0.9108E+00  0.8581E-02
  0.2280E+01  0.9081E+00  0.8015E-02
  0.2326E+01  0.9040E+00  0.7315E-02
  0.2372E+01  0.8984E+00  0.6510E-02
  0.2417E+01  0.8916E+00  0.5638E-02
  0.2463E+01  0.8835E+00  0.4755E-02
  0.2508E+01  0.8743E+00  0.3958E-02
  0.2554E+01  0.8641E+00  0.3396E-02
  0.2600E+01  0.8530E+00  0.3258E-02
  0.2645E+01  0.8411E+00  0.3608E-02
  0.2691E+01  0.8285E+00  0.4313E-02
  0.2737E+01  0.8154E+00  0.5193E-02
  0.2782E+01  0.8019E+00  0.6123E-02
  0.2828E+01  0.7881E+00  0.7026E-02
  0.2873E+01  0.7742E+00  0.7853E-02
  0.2919E+01  0.7601E+00  0.8571E-02
  0.2965E+01  0.7461E+00  0.9156E-02
  0.3010E+01  0.7322E+00  0.9591E-02
  0.3056E+01  0.7185E+00  0.9865E-02
  0.3101E+01  0.7051E+00  0.9970E-02
  0.3147E+01  0.6921E+00  0.9906E-02
  0.3193E+01  0.6795E+00  0.9675E-02
  0.3238E+01  0.6674E+00  0.9286E-02
  0.3284E+01  0.6557E+00  0.8755E-02
  0.3329E+01  0.6446E+00  0.8101E-02
  0.3375E+01  0.6339E+00  0.7355E-02
  0.3421E+01  0.6238E+00  0.6558E-02
  0.3466E+01  0.6142E+00  0.5768E-02
  0.3512E+01  0.6051E+00  0.5070E-02
  0.3557E+01  0.5964E+00  0.4578E-02
  0.3603E+01  0.5881E+00  0.4410E-02
  0.3649E+01  0.5801E+00  0.4619E-02
  0.3694E+01  0.5725E+00  0.5150E-02
  0.3740E+01  0.5651E+00  0.5885E-02
  0.3786E+01  0.5579E+00  0.6714E-02
  0.3831E+01  0.5507E+00  0.7555E-02
  0.3877E+01  0.5437E+00  0.8350E-02
  0.3922E+01  0.5366E+00  0.9060E-02
  0.3968E+01  0.5294E+00  0.9656E-02
  0.4014E+01  0.5221E+00  0.1012E-01
  0.4059E+01  0.5145E+00  0.1043E-01
  0.4105E+01  0.5068E+00  0.1059E-01
  0.4150E+01  0.4987E+00  0.1058E-01
  0.4196E+01  0.4903E+00  0.1043E-01
  0.4242E+01  0.4816E+00  0.1013E-01
  0.4287E+01  0.4725E+00  0.9694E-02
  0.4333E+01  0.4630E+00  0.9154E-02
  0.4378E+01  0.4532E+00  0.8535E-02
  0.4424E+01  0.4429E+00  0.7879E-02
  0.4470E+01  0.4324E+00  0.7237E-02
  0.4515E+01  0.4215E+00  0.6674E-02
  0.4561E+01  0.4103E+00  0.6263E-02
  0.4606E+01  0.3988E+00  0.6072E-02
  0.4652E+01  0.3872E+00  0.6139E-02
  0.4698E+01  0.3754E+00  0.6451E-02
  0.4743E+01  0.3635E+00  0.6954E-02
  0.4789E+01  0.3516E+00  0.7576E-02
  0.4834E+01  0.3397E+00  0.8249E-02
  0.4880E+01  0.3279E+00  0.8916E-02
  0.4926E+01  0.3163E+00  0.9533E-02
  0.4971E+01  0.3049E+00  0.1007E-01
  0.5017E+01  0.2937E+00  0.1050E-01
  0.5063E+01  0.2829E+00  0.1081E-01
  0.5108E+01  0.2725E+00  0.1099E-01
  0.5154E+01  0.2625E+00  0.1104E-01
  0.5199E+01  0.2529E+00  0.1097E-01
  0.5245E+01  0.2439E+00  0.1078E-01
  0.5291E+01  0.2354E+00  0.1050E-01
  0.5336E+01  0.2273E+00  0.1015E-01
  0.5382E+01  0.2199E+00  0.9750E-02
  0.5427E+01  0.2129E+00  0.9350E-02
  0.5473E+01  0.2064E+00  0.8988E-02
  0.5519E+01  0.2005E+00  0.8704E-02
  0.5564E+01  0.1950E+00  0.8539E-02
  0.5610E+01  0.1899E+00  0.8515E-02
  0.5655E+01  0.1852E+00  0.8641E-02
  0.5701E+01  0.1808E+00  0.8904E-02
  0.5747E+01  0.1767E+00  0.9275E-02
  0.5792E+01  0.1728E+00  0.9717E-02
  0.5838E+01  0.1691E+00  0.1019E-01
  0.5883E+01  0.1656E+00  0.1066E-01
  0.5929E+01  0.1620E+00  0.1110E-01
  0.5975E+01  0.1585E+00  0.1147E-01
  0.6020E+01  0.1549E+00  0.1178E-01
  0.6066E+01  0.1513E+00  0.1200E-01
  0.6112E+01  0.1474E+00  0.1213E-01
  0.6157E+01  0.1434E+00  0.1218E-01
  0.6203E+01  0.1392E+00  0.1216E-01
  0.6248E+01  0.1348E+00  0.1208E-01
  0.6294E+01  0.1301E+00  0.1195E-01
  0.6340E+01  0.1252E+00  0.1180E-01
  0.6385E+01  0.1200E+00  0.1166E-01
  0.6431E+01  0.1146E+00  0.1153E-01
  0.6476E+01  0.1090E+00  0.1145E-01
  0.6522E+01  0.1032E+00  0.1143E-01
  0.6568E+01  0.9730E-01  0.1146E-01
  0.6613E+01  0.9129E-01  0.1155E-01
  0.6659E+01  0.8524E-01  0.1170E-01
  0.6704E+01  0.7920E-01  0.1189E-01
  0.6750E+01  0.7323E-01  0.1210E-01
  0.6796E+01  0.6741E-01  0.1232E-01
  0.6841E+01  0.6178E-01  0.1254E-01
  0.6887E+01  0.5641E-01  0.1274E-01
  0.6932E+01  0.5137E-01  0.1293E-01
  0.6978E+01  0.4671E-01  0.1311E-01
  0.7024E+01  0.4248E-01  0.1328E-01
  0.7069E+01  0.3873E-01  0.1345E-01
  0.7115E+01  0.3550E-01  0.1364E-01
  0.7161E+01  0.3281E-01  0.1386E-01
  0.7206E+01  0.3069E-01  0.1411E-01
  0.7252E+01  0.2913E-01  0.1440E-01
  0.7297E+01  0.2815E-01  0.1472E-01
  0.7343E+01  0.2772E-01  0.1506E-01
  0.7389E+01  0.2781E-01  0.1540E-01
  0.7434E+01  0.2839E-01  0.1570E-01
  0.7480E+01  0.2941E-01  0.1595E-01
  0.7525E+01  0.3080E-01  0.1612E-01
  0.7571E+01  0.3249E-01  0.1616E-01
  0.7617E+01  0.3440E-01  0.1608E-01
  0.7662E+01  0.3645E-01  0.1585E-01
  0.7708E+01  0.3855E-01  0.1549E-01
  0.7753E+01  0.4058E-01  0.1501E-01
  0.7799E+01  0.4247E-01  0.1448E-01
  0.7845E+01  0.4411E-01  0.1397E-01
  0.7890E+01  0.4541E-01  0.1360E-01
  0.7936E+01  0.4628E-01  0.1350E-01
  0.7981E+01  0.4665E-01  0.1379E-01
  0.8027E+01  0.4646E-01  0.1454E-01
  0.8073E+01  0.4564E-01  0.1570E-01
  0.8118E+01  0.4417E-01  0.1718E-01
  0.8164E+01  0.4204E-01  0.1881E-01
  0.8210E+01  0.3925E-01  0.2042E-01
  0.8255E+01  0.3585E-01  0.2181E-01
  0.8301E+01  0.3188E-01  0.2279E-01
  0.8346E+01  0.2745E-01  0.2315E-01
  0.8392E+01  0.2267E-01  0.2270E-01
  0.8438E+01  0.1769E-01  0.2119E-01
  0.8483E+01  0.1270E-01  0.1842E-01
  0.8529E+01  0.7921E-02  0.1412E-01
  0.8574E+01  0.3592E-02  0.8071E-02
  0.8620E+01  0.0000E+00  0.0000E+00
