#      R          P(R)      ERROR
#
  0.0000E+00  0.0000E+00  0.0000E+00
  0.3847E-01  0.1012E-01  0.5237E-03
  0.7693E-01  0.2103E-01  0.9690E-03
  0.1154E+00  0.3273E-01  0.1337E-02
  0.1539E+00  0.4521E-01  0.1630E-02
  0.1923E+00  0.5846E-01  0.1849E-02
  0.2308E+00  0.7246E-01  0.1998E-02
  0.2693E+00  0.8720E-01  0.2081E-02
  0.3077E+00  0.1026E+00  0.2102E-02
  0.3462E+00  0.1188E+00  0.2066E-02
  0.3847E+00  0.1356E+00  0.1978E-02
  0.4231E+00  0.1530E+00  0.1846E-02
  0.4616E+00  0.1710E+00  0.1676E-02
  0.5001E+00  0.1895E+00  0.1477E-02
  0.5385E+00  0.2086E+00  0.1263E-02
  0.5770E+00  0.2282E+00  0.1052E-02
  0.6154E+00  0.2481E+00  0.8754E-03
  0.6539E+00  0.2685E+00  0.7814E-03
  0.6924E+00  0.2892E+00  0.8145E-03
  0.7308E+00  0.3102E+00  0.9660E-03
  0.7693E+00  0.3314E+00  0.1189E-02
  0.8078E+00  0.3528E+00  0.1443E-02
  0.8462E+00  0.3743E+00  0.1705E-02
  0.8847E+00  0.3959E+00  0.1961E-02
  0.9232E+00  0.4175E+00  0.2202E-02
  0.9616E+00  0.4391E+00  0.2421E-02
  0.1000E+01  0.4606E+00  0.2614E-02
  0.1039E+01  0.4820E+00  0.2776E-02
  0.1077E+01  0.5031E+00  0.2906E-02
  0.1116E+01  0.5240E+00  0.3002E-02
  0.1154E+01  0.5446E+00  0.3062E-02
  0.1192E+01  0.5649E+00  0.3087E-02
  0.1231E+01  0.5847E+00  0.3077E-02
  0.1269E+01  0.6040E+00  0.3033E-02
  0.1308E+01  0.6229E+00  0.2958E-02
  0.1346E+01  0.6412E+00  0.2856E-02
  0.1385E+01  0.6589E+00  0.2729E-02
  0.1423E+01  0.6759E+00  0.2584E-02
  0.1462E+01  0.6923E+00  0.2427E-02
  0.1500E+01  0.7079E+00  0.2268E-02
  0.1539E+01  0.7228E+00  0.2115E-02
  0.1577E+01  0.7369E+00  0.1982E-02
  0.1616E+01  0.7501E+00  0.1882E-02
  0.1654E+01  0.7625E+00  0.1826E-02
  0.1692E+01  0.7741E+00  0.1824E-02
  0.1731E+01  0.7847E+00  0.1876E-02
  0.1769E+01  0.7945E+00  0.1976E-02
  0.1808E+01  0.8033E+00  0.2113E-02
  0.1846E+01  0.8112E+00  0.2275E-02
  0.1885E+01  0.8182E+00  0.2450E-02
  0.1923E+01  0.8242E+00  0.2627E-02
  0.1962E+01  0.8293E+00  0.2798E-02
  0.2000E+01  0.8335E+00  0.2957E-02
  0.2039E+01  0.8367E+00  0.3098E-02
  0.2077E+01  0.8390E+00  0.3219E-02
  0.2116E+01  0.8404E+00  0.3316E-02
  0.2154E+01  0.8409E+00  0.3388E-02
  0.2193E+01  0.8405E+00  0.3433E-02
  0.2231E+01  0.8393E+00  0.3453E-02
  0.2269E+01  0.8373E+00  0.3449E-02
  0.2308E+01  0.8345E+00  0.3421E-02
  0.2346E+01  0.8309E+00  0.3374E-02
  0.2385E+01  0.8265E+00  0.3311E-02
  0.2423E+01  0.8215E+00  0.3236E-02
  0.2462E+01  0.8158E+00  0.3155E-02
  0.2500E+01  0.8094E+00  0.3074E-02
  0.2539E+01  0.8025E+00  0.3000E-02
  0.2577E+01  0.7950E+00  0.2939E-02
  0.2616E+01  0.7870E+00  0.2898E-02
  0.2654E+01  0.7785E+00  0.2880E-02
  0.2693E+01  0.7696E+00  0.2890E-02
  0.2731E+01  0.7604E+00  0.2928E-02
  0.2770E+01  0.7507E+00  0.2992E-02
  0.2808E+01  0.7408E+00  0.3078E-02
  0.2846E+01  0.7306E+00  0.3181E-02
  0.2885E+01  0.7202E+00  0.3295E-02
  0.2923E+01  0.7096E+00  0.3414E-02
  0.2962E+01  0.6989E+00  0.3531E-02
  0.3000E+01  0.6881E+00  0.3643E-02
  0.3039E+01  0.6772E+00  0.3743E-02
  0.3077E+01  0.6663E+00  0.3828E-02
  0.3116E+01  0.6553E+00  0.3896E-02
  0.3154E+01  0.6444E+00  0.3944E-02
  0.3193E+01  0.6336E+00  0.3972E-02
  0.3231E+01  0.6229E+00  0.3978E-02
  0.3270E+01  0.6122E+00  0.3965E-02
  0.3308E+01  0.6017E+00  0.3934E-02
  0.3347E+01  0.5914E+00  0.3887E-02
  0.3385E+01  0.5812E+00  0.3828E-02
  0.3423E+01  0.5712E+00  0.3761E-02
  0.3462E+01  0.5614E+00  0.3692E-02
  0.3500E+01  0.5518E+00  0.3627E-02
  0.3539E+01  0.5425E+00  0.3571E-02
  0.3577E+01  0.5333E+00  0.3531E-02
  0.3616E+01  0.5244E+00  0.3513E-02
  0.3654E+01  0.5157E+00  0.3519E-02
  0.3693E+01  0.5072E+00  0.3552E-02
  0.3731E+01  0.4990E+00  0.3613E-02
  0.3770E+01  0.4909E+00  0.3699E-02
  0.3808E+01  0.4831E+00  0.3807E-02
  0.3847E+01  0.4754E+00  0.3930E-02
  0.3885E+01  0.4679E+00  0.4065E-02
  0.3923E+01  0.4606E+00  0.4203E-02
  0.3962E+01  0.4535E+00  0.4340E-02
  0.4000E+01  0.4465E+00  0.4469E-02
  0.4039E+01  0.4396E+00  0.4586E-02
  0.4077E+01  0.4328E+00  0.4686E-02
  0.4116E+01  0.4261E+00  0.4766E-02
  0.4154E+01  0.4194E+00  0.4823E-02
  0.4193E+01  0.4129E+00  0.4856E-02
  0.4231E+01  0.4063E+00  0.4863E-02
  0.4270E+01  0.3998E+00  0.4843E-02
  0.4308E+01  0.3933E+00  0.4800E-02
  0.4347E+01  0.3868E+00  0.4732E-02
  0.4385E+01  0.3802E+00  0.4645E-02
  0.4424E+01  0.3736E+00  0.4541E-02
