#      R          P(R)      ERROR
#
  0.0000E+00  0.0000E+00  0.0000E+00
  0.3825E-01  0.1565E-01  0.8293E-03
  0.7651E-01  0.3170E-01  0.1529E-02
  0.1148E+00  0.4815E-01  0.2101E-02
  0.1530E+00  0.6499E-01  0.2549E-02
  0.1913E+00  0.8222E-01  0.2876E-02
  0.2295E+00  0.9982E-01  0.3087E-02
  0.2678E+00  0.1178E+00  0.3188E-02
  0.3060E+00  0.1361E+00  0.3187E-02
  0.3443E+00  0.1548E+00  0.3092E-02
  0.3825E+00  0.1737E+00  0.2911E-02
  0.4208E+00  0.1930E+00  0.2654E-02
  0.4590E+00  0.2126E+00  0.2334E-02
  0.4973E+00  0.2324E+00  0.1964E-02
  0.5356E+00  0.2524E+00  0.1562E-02
  0.5738E+00  0.2727E+00  0.1163E-02
  0.6121E+00  0.2931E+00  0.8439E-03
  0.6503E+00  0.3137E+00  0.7776E-03
  0.6886E+00  0.3343E+00  0.1036E-02
  0.7268E+00  0.3551E+00  0.1455E-02
  0.7651E+00  0.3760E+00  0.1923E-02
  0.8033E+00  0.3968E+00  0.2394E-02
  0.8416E+00  0.4176E+00  0.2849E-02
  0.8798E+00  0.4384E+00  0.3273E-02
  0.9181E+00  0.4591E+00  0.3657E-02
  0.9563E+00  0.4796E+00  0.3994E-02
  0.9946E+00  0.5000E+00  0.4278E-02
  0.1033E+01  0.5202E+00  0.4504E-02
  0.1071E+01  0.5402E+00  0.4668E-02
  0.1109E+01  0.5598E+00  0.4768E-02
  0.1148E+01  0.5792E+00  0.4803E-02
  0.1186E+01  0.5982E+00  0.4772E-02
  0.1224E+01  0.6167E+00  0.4678E-02
  0.1262E+01  0.6349E+00  0.4523E-02
  0.1301E+01  0.6525E+00  0.4310E-02
  0.1339E+01  0.6697E+00  0.4044E-02
  0.1377E+01  0.6863E+00  0.3732E-02
  0.1415E+01  0.7023E+00  0.3384E-02
  0.1454E+01  0.7177E+00  0.3009E-02
  0.1492E+01  0.7324E+00  0.2626E-02
  0.1530E+01  0.7465E+00  0.2257E-02
  0.1568E+01  0.7599E+00  0.1939E-02
  0.1607E+01  0.7725E+00  0.1725E-02
  0.1645E+01  0.7843E+00  0.1670E-02
  0.1683E+01  0.7954E+00  0.1794E-02
  0.1721E+01  0.8056E+00  0.2059E-02
  0.1760E+01  0.8150E+00  0.2409E-02
  0.1798E+01  0.8236E+00  0.2798E-02
  0.1836E+01  0.8313E+00  0.3194E-02
  0.1874E+01  0.8381E+00  0.3578E-02
  0.1913E+01  0.8440E+00  0.3936E-02
  0.1951E+01  0.8490E+00  0.4256E-02
  0.1989E+01  0.8532E+00  0.4532E-02
  0.2027E+01  0.8564E+00  0.4758E-02
  0.2066E+01  0.8587E+00  0.4930E-02
  0.2104E+01  0.8602E+00  0.5044E-02
  0.2142E+01  0.8607E+00  0.5100E-02
  0.2180E+01  0.8604E+00  0.5096E-02
  0.2219E+01  0.8592E+00  0.5035E-02
  0.2257E+01  0.8572E+00  0.4917E-02
  0.2295E+01  0.8544E+00  0.4748E-02
  0.2333E+01  0.8507E+00  0.4532E-02
  0.2372E+01  0.8462E+00  0.4275E-02
  0.2410E+01  0.8410E+00  0.3988E-02
  0.2448E+01  0.8351E+00  0.3683E-02
  0.2487E+01  0.8285E+00  0.3374E-02
  0.2525E+01  0.8212E+00  0.3082E-02
  0.2563E+01  0.8133E+00  0.2832E-02
  0.2601E+01  0.8048E+00  0.2654E-02
  0.2640E+01  0.7957E+00  0.2575E-02
  0.2678E+01  0.7862E+00  0.2609E-02
  0.2716E+01  0.7761E+00  0.2752E-02
  0.2754E+01  0.7657E+00  0.2982E-02
  0.2793E+01  0.7549E+00  0.3271E-02
  0.2831E+01  0.7437E+00  0.3591E-02
  0.2869E+01  0.7322E+00  0.3921E-02
  0.2907E+01  0.7205E+00  0.4242E-02
  0.2946E+01  0.7086E+00  0.4541E-02
  0.2984E+01  0.6966E+00  0.4807E-02
  0.3022E+01  0.6844E+00  0.5032E-02
  0.3060E+01  0.6722E+00  0.5211E-02
  0.3099E+01  0.6600E+00  0.5338E-02
  0.3137E+01  0.6477E+00  0.5412E-02
  0.3175E+01  0.6356E+00  0.5430E-02
  0.3213E+01  0.6235E+00  0.5393E-02
  0.3252E+01  0.6115E+00  0.5303E-02
  0.3290E+01  0.5997E+00  0.5163E-02
  0.3328E+01  0.5882E+00  0.4978E-02
  0.3366E+01  0.5768E+00  0.4756E-02
  0.3405E+01  0.5657E+00  0.4506E-02
  0.3443E+01  0.5548E+00  0.4241E-02
  0.3481E+01  0.5443E+00  0.3978E-02
  0.3519E+01  0.5340E+00  0.3736E-02
  0.3558E+01  0.5241E+00  0.3538E-02
  0.3596E+01  0.5145E+00  0.3409E-02
  0.3634E+01  0.5052E+00  0.3369E-02
  0.3672E+01  0.4963E+00  0.3430E-02
  0.3711E+01  0.4878E+00  0.3589E-02
  0.3749E+01  0.4796E+00  0.3830E-02
  0.3787E+01  0.4717E+00  0.4133E-02
  0.3825E+01  0.4641E+00  0.4474E-02
  0.3864E+01  0.4569E+00  0.4835E-02
  0.3902E+01  0.4499E+00  0.5196E-02
  0.3940E+01  0.4433E+00  0.5543E-02
  0.3978E+01  0.4369E+00  0.5865E-02
  0.4017E+01  0.4308E+00  0.6151E-02
  0.4055E+01  0.4248E+00  0.6395E-02
  0.4093E+01  0.4191E+00  0.6591E-02
  0.4131E+01  0.4135E+00  0.6735E-02
  0.4170E+01  0.4081E+00  0.6823E-02
  0.4208E+01  0.4028E+00  0.6855E-02
  0.4246E+01  0.3976E+00  0.6832E-02
  0.4284E+01  0.3924E+00  0.6756E-02
  0.4323E+01  0.3873E+00  0.6630E-02
  0.4361E+01  0.3821E+00  0.6460E-02
  0.4399E+01  0.3769E+00  0.6252E-02
  0.4437E+01  0.3717E+00  0.6018E-02
  0.4476E+01  0.3663E+00  0.5768E-02
  0.4514E+01  0.3609E+00  0.5515E-02
  0.4552E+01  0.3553E+00  0.5277E-02
  0.4590E+01  0.3495E+00  0.5070E-02
  0.4629E+01  0.3436E+00  0.4912E-02
  0.4667E+01  0.3374E+00  0.4818E-02
  0.4705E+01  0.3311E+00  0.4799E-02
  0.4743E+01  0.3245E+00  0.4859E-02
  0.4782E+01  0.3177E+00  0.4994E-02
  0.4820E+01  0.3106E+00  0.5192E-02
  0.4858E+01  0.3033E+00  0.5439E-02
  0.4897E+01  0.2958E+00  0.5717E-02
  0.4935E+01  0.2881E+00  0.6010E-02
  0.4973E+01  0.2801E+00  0.6303E-02
  0.5011E+01  0.2719E+00  0.6582E-02
  0.5050E+01  0.2635E+00  0.6837E-02
  0.5088E+01  0.2550E+00  0.7060E-02
  0.5126E+01  0.2463E+00  0.7243E-02
  0.5164E+01  0.2375E+00  0.7384E-02
  0.5203E+01  0.2286E+00  0.7479E-02
  0.5241E+01  0.2196E+00  0.7528E-02
  0.5279E+01  0.2106E+00  0.7534E-02
  0.5317E+01  0.2016E+00  0.7499E-02
  0.5356E+01  0.1926E+00  0.7429E-02
  0.5394E+01  0.1837E+00  0.7331E-02
  0.5432E+01  0.1749E+00  0.7216E-02
  0.5470E+01  0.1663E+00  0.7092E-02
  0.5509E+01  0.1578E+00  0.6972E-02
  0.5547E+01  0.1497E+00  0.6868E-02
  0.5585E+01  0.1417E+00  0.6791E-02
  0.5623E+01  0.1341E+00  0.6750E-02
  0.5662E+01  0.1269E+00  0.6752E-02
  0.5700E+01  0.1200E+00  0.6800E-02
  0.5738E+01  0.1136E+00  0.6892E-02
  0.5776E+01  0.1076E+00  0.7022E-02
  0.5815E+01  0.1020E+00  0.7180E-02
  0.5853E+01  0.9700E-01  0.7356E-02
