#      R          P(R)      ERROR
#
  0.0000E+00  0.0000E+00  0.0000E+00
  0.3286E-01  0.9670E-02  0.2578E-03
  0.6571E-01  0.1988E-01  0.4852E-03
  0.9857E-01  0.3064E-01  0.6823E-03
  0.1314E+00  0.4193E-01  0.8498E-03
  0.1643E+00  0.5375E-01  0.9882E-03
  0.1971E+00  0.6610E-01  0.1099E-02
  0.2300E+00  0.7895E-01  0.1182E-02
  0.2629E+00  0.9229E-01  0.1239E-02
  0.2957E+00  0.1061E+00  0.1271E-02
  0.3286E+00  0.1204E+00  0.1281E-02
  0.3614E+00  0.1352E+00  0.1269E-02
  0.3943E+00  0.1503E+00  0.1238E-02
  0.4271E+00  0.1659E+00  0.1191E-02
  0.4600E+00  0.1819E+00  0.1129E-02
  0.4929E+00  0.1982E+00  0.1056E-02
  0.5257E+00  0.2148E+00  0.9767E-03
  0.5586E+00  0.2318E+00  0.8956E-03
  0.5914E+00  0.2490E+00  0.8194E-03
  0.6243E+00  0.2664E+00  0.7565E-03
  0.6571E+00  0.2841E+00  0.7166E-03
  0.6900E+00  0.3020E+00  0.7083E-03
  0.7229E+00  0.3200E+00  0.7358E-03
  0.7557E+00  0.3382E+00  0.7968E-03
  0.7886E+00  0.3564E+00  0.8842E-03
  0.8214E+00  0.3746E+00  0.9899E-03
  0.8543E+00  0.3929E+00  0.1107E-02
  0.8871E+00  0.4112E+00  0.1229E-02
  0.9200E+00  0.4294E+00  0.1352E-02
  0.9529E+00  0.4476E+00  0.1472E-02
  0.9857E+00  0.4656E+00  0.1588E-02
  0.1019E+01  0.4834E+00  0.1696E-02
  0.1051E+01  0.5011E+00  0.1796E-02
  0.1084E+01  0.5185E+00  0.1886E-02
  0.1117E+01  0.5357E+00  0.1964E-02
  0.1150E+01  0.5526E+00  0.2031E-02
  0.1183E+01  0.5692E+00  0.2086E-02
  0.1216E+01  0.5855E+00  0.2127E-02
  0.1249E+01  0.6013E+00  0.2156E-02
  0.1281E+01  0.6168E+00  0.2173E-02
  0.1314E+01  0.6318E+00  0.2177E-02
  0.1347E+01  0.6464E+00  0.2169E-02
