#      R          P(R)      ERROR
#
  0.0000E+00  0.0000E+00  0.0000E+00
  0.4614E-01  0.1878E-01  0.3194E-03
  0.9228E-01  0.3845E-01  0.5867E-03
  0.1384E+00  0.5902E-01  0.8031E-03
  0.1846E+00  0.8047E-01  0.9702E-03
  0.2307E+00  0.1028E+00  0.1090E-02
  0.2768E+00  0.1259E+00  0.1167E-02
  0.3230E+00  0.1498E+00  0.1203E-02
  0.3691E+00  0.1745E+00  0.1203E-02
  0.4152E+00  0.1998E+00  0.1172E-02
  0.4614E+00  0.2258E+00  0.1116E-02
  0.5075E+00  0.2524E+00  0.1044E-02
  0.5537E+00  0.2794E+00  0.9634E-03
  0.5998E+00  0.3070E+00  0.8872E-03
  0.6459E+00  0.3349E+00  0.8292E-03
  0.6921E+00  0.3631E+00  0.8034E-03
  0.7382E+00  0.3915E+00  0.8195E-03
  0.7843E+00  0.4201E+00  0.8772E-03
  0.8305E+00  0.4487E+00  0.9678E-03
  0.8766E+00  0.4772E+00  0.1079E-02
  0.9228E+00  0.5056E+00  0.1200E-02
  0.9689E+00  0.5338E+00  0.1321E-02
  0.1015E+01  0.5617E+00  0.1435E-02
  0.1061E+01  0.5892E+00  0.1538E-02
  0.1107E+01  0.6162E+00  0.1626E-02
  0.1153E+01  0.6426E+00  0.1696E-02
  0.1200E+01  0.6683E+00  0.1747E-02
  0.1246E+01  0.6933E+00  0.1778E-02
  0.1292E+01  0.7174E+00  0.1790E-02
  0.1338E+01  0.7406E+00  0.1783E-02
  0.1384E+01  0.7629E+00  0.1759E-02
  0.1430E+01  0.7840E+00  0.1722E-02
  0.1476E+01  0.8040E+00  0.1674E-02
  0.1523E+01  0.8229E+00  0.1620E-02
  0.1569E+01  0.8405E+00  0.1566E-02
  0.1615E+01  0.8567E+00  0.1517E-02
  0.1661E+01  0.8717E+00  0.1479E-02
  0.1707E+01  0.8853E+00  0.1458E-02
  0.1753E+01  0.8975E+00  0.1458E-02
  0.1799E+01  0.9083E+00  0.1481E-02
  0.1846E+01  0.9176E+00  0.1525E-02
  0.1892E+01  0.9255E+00  0.1589E-02
  0.1938E+01  0.9319E+00  0.1668E-02
  0.1984E+01  0.9369E+00  0.1755E-02
  0.2030E+01  0.9405E+00  0.1847E-02
  0.2076E+01  0.9427E+00  0.1937E-02
  0.2122E+01  0.9435E+00  0.2023E-02
  0.2168E+01  0.9429E+00  0.2100E-02
  0.2215E+01  0.9411E+00  0.2167E-02
  0.2261E+01  0.9380E+00  0.2221E-02
  0.2307E+01  0.9337E+00  0.2261E-02
