#      R          P(R)      ERROR
#
  0.0000E+00  0.0000E+00  0.0000E+00
  0.4296E-01  0.3459E-01  0.4497E-03
  0.8593E-01  0.6849E-01  0.8214E-03
  0.1289E+00  0.1017E+00  0.1117E-02
  0.1719E+00  0.1342E+00  0.1338E-02
  0.2148E+00  0.1661E+00  0.1488E-02
  0.2578E+00  0.1974E+00  0.1571E-02
  0.3007E+00  0.2280E+00  0.1591E-02
  0.3437E+00  0.2580E+00  0.1555E-02
  0.3867E+00  0.2875E+00  0.1470E-02
  0.4296E+00  0.3164E+00  0.1343E-02
  0.4726E+00  0.3448E+00  0.1186E-02
  0.5156E+00  0.3727E+00  0.1013E-02
  0.5585E+00  0.4002E+00  0.8484E-03
  0.6015E+00  0.4273E+00  0.7312E-03
  0.6444E+00  0.4540E+00  0.7110E-03
  0.6874E+00  0.4803E+00  0.8084E-03
  0.7304E+00  0.5063E+00  0.9917E-03
  0.7733E+00  0.5320E+00  0.1218E-02
  0.8163E+00  0.5574E+00  0.1460E-02
  0.8593E+00  0.5825E+00  0.1699E-02
  0.9022E+00  0.6073E+00  0.1925E-02
  0.9452E+00  0.6318E+00  0.2130E-02
  0.9881E+00  0.6561E+00  0.2308E-02
  0.1031E+01  0.6801E+00  0.2454E-02
  0.1074E+01  0.7039E+00  0.2566E-02
  0.1117E+01  0.7273E+00  0.2642E-02
  0.1160E+01  0.7504E+00  0.2680E-02
  0.1203E+01  0.7731E+00  0.2680E-02
  0.1246E+01  0.7954E+00  0.2644E-02
  0.1289E+01  0.8172E+00  0.2574E-02
  0.1332E+01  0.8386E+00  0.2472E-02
  0.1375E+01  0.8594E+00  0.2344E-02
  0.1418E+01  0.8797E+00  0.2197E-02
  0.1461E+01  0.8993E+00  0.2038E-02
  0.1504E+01  0.9181E+00  0.1880E-02
  0.1547E+01  0.9362E+00  0.1736E-02
  0.1590E+01  0.9534E+00  0.1624E-02
  0.1633E+01  0.9697E+00  0.1562E-02
  0.1676E+01  0.9851E+00  0.1563E-02
  0.1719E+01  0.9994E+00  0.1630E-02
  0.1761E+01  0.1013E+01  0.1754E-02
  0.1804E+01  0.1025E+01  0.1920E-02
  0.1847E+01  0.1035E+01  0.2110E-02
  0.1890E+01  0.1045E+01  0.2310E-02
  0.1933E+01  0.1053E+01  0.2508E-02
  0.1976E+01  0.1060E+01  0.2696E-02
  0.2019E+01  0.1066E+01  0.2865E-02
  0.2062E+01  0.1070E+01  0.3010E-02
  0.2105E+01  0.1073E+01  0.3128E-02
  0.2148E+01  0.1074E+01  0.3215E-02
  0.2191E+01  0.1074E+01  0.3270E-02
  0.2234E+01  0.1072E+01  0.3294E-02
  0.2277E+01  0.1069E+01  0.3285E-02
  0.2320E+01  0.1065E+01  0.3247E-02
  0.2363E+01  0.1059E+01  0.3182E-02
  0.2406E+01  0.1052E+01  0.3095E-02
  0.2449E+01  0.1044E+01  0.2991E-02
