#      R          P(R)      ERROR
#
  0.0000E+00  0.0000E+00  0.0000E+00
  0.3746E-01  0.1094E-01  0.1917E-02
  0.7492E-01  0.2304E-01  0.3534E-02
  0.1124E+00  0.3629E-01  0.4855E-02
  0.1498E+00  0.5067E-01  0.5887E-02
  0.1873E+00  0.6616E-01  0.6637E-02
  0.2248E+00  0.8273E-01  0.7119E-02
  0.2622E+00  0.1003E+00  0.7346E-02
  0.2997E+00  0.1190E+00  0.7333E-02
  0.3371E+00  0.1385E+00  0.7100E-02
  0.3746E+00  0.1590E+00  0.6664E-02
  0.4121E+00  0.1803E+00  0.6049E-02
  0.4495E+00  0.2024E+00  0.5278E-02
  0.4870E+00  0.2252E+00  0.4376E-02
  0.5244E+00  0.2487E+00  0.3374E-02
  0.5619E+00  0.2727E+00  0.2315E-02
  0.5994E+00  0.2973E+00  0.1314E-02
  0.6368E+00  0.3222E+00  0.9628E-03
  0.6743E+00  0.3475E+00  0.1784E-02
  0.7117E+00  0.3731E+00  0.2914E-02
  0.7492E+00  0.3988E+00  0.4076E-02
  0.7867E+00  0.4247E+00  0.5210E-02
  0.8241E+00  0.4505E+00  0.6282E-02
  0.8616E+00  0.4763E+00  0.7272E-02
  0.8990E+00  0.5020E+00  0.8160E-02
  0.9365E+00  0.5275E+00  0.8932E-02
  0.9740E+00  0.5527E+00  0.9574E-02
  0.1011E+01  0.5775E+00  0.1008E-01
  0.1049E+01  0.6019E+00  0.1043E-01
  0.1086E+01  0.6259E+00  0.1064E-01
  0.1124E+01  0.6493E+00  0.1069E-01
  0.1161E+01  0.6721E+00  0.1058E-01
  0.1199E+01  0.6942E+00  0.1032E-01
  0.1236E+01  0.7157E+00  0.9911E-02
  0.1274E+01  0.7364E+00  0.9362E-02
  0.1311E+01  0.7564E+00  0.8683E-02
  0.1349E+01  0.7755E+00  0.7885E-02
  0.1386E+01  0.7938E+00  0.6986E-02
  0.1423E+01  0.8112E+00  0.6005E-02
  0.1461E+01  0.8278E+00  0.4972E-02
  0.1498E+01  0.8434E+00  0.3932E-02
  0.1536E+01  0.8581E+00  0.2976E-02
  0.1573E+01  0.8719E+00  0.2303E-02
  0.1611E+01  0.8847E+00  0.2247E-02
  0.1648E+01  0.8966E+00  0.2853E-02
  0.1686E+01  0.9076E+00  0.3800E-02
  0.1723E+01  0.9177E+00  0.4860E-02
  0.1761E+01  0.9268E+00  0.5933E-02
  0.1798E+01  0.9350E+00  0.6969E-02
  0.1836E+01  0.9423E+00  0.7936E-02
  0.1873E+01  0.9487E+00  0.8813E-02
  0.1910E+01  0.9543E+00  0.9583E-02
  0.1948E+01  0.9590E+00  0.1023E-01
  0.1985E+01  0.9628E+00  0.1075E-01
  0.2023E+01  0.9658E+00  0.1113E-01
  0.2060E+01  0.9680E+00  0.1136E-01
  0.2098E+01  0.9695E+00  0.1145E-01
  0.2135E+01  0.9701E+00  0.1138E-01
  0.2173E+01  0.9700E+00  0.1117E-01
  0.2210E+01  0.9692E+00  0.1081E-01
  0.2248E+01  0.9677E+00  0.1032E-01
  0.2285E+01  0.9655E+00  0.9698E-02
  0.2323E+01  0.9626E+00  0.8963E-02
  0.2360E+01  0.9590E+00  0.8131E-02
  0.2397E+01  0.9549E+00  0.7225E-02
  0.2435E+01  0.9501E+00  0.6275E-02
  0.2472E+01  0.9447E+00  0.5327E-02
  0.2510E+01  0.9387E+00  0.4456E-02
  0.2547E+01  0.9321E+00  0.3784E-02
  0.2585E+01  0.9250E+00  0.3478E-02
  0.2622E+01  0.9174E+00  0.3655E-02
  0.2660E+01  0.9092E+00  0.4252E-02
  0.2697E+01  0.9006E+00  0.5102E-02
