#      R          P(R)      ERROR
#
  0.0000E+00  0.0000E+00  0.0000E+00
  0.3926E-01  0.9524E-02  0.9401E-03
  0.7852E-01  0.2013E-01  0.1730E-02
  0.1178E+00  0.3180E-01  0.2372E-02
  0.1570E+00  0.4453E-01  0.2869E-02
  0.1963E+00  0.5830E-01  0.3227E-02
  0.2356E+00  0.7308E-01  0.3452E-02
  0.2748E+00  0.8886E-01  0.3550E-02
  0.3141E+00  0.1056E+00  0.3531E-02
  0.3533E+00  0.1232E+00  0.3404E-02
  0.3926E+00  0.1418E+00  0.3180E-02
  0.4319E+00  0.1611E+00  0.2872E-02
  0.4711E+00  0.1813E+00  0.2492E-02
  0.5104E+00  0.2021E+00  0.2057E-02
  0.5496E+00  0.2237E+00  0.1591E-02
  0.5889E+00  0.2458E+00  0.1136E-02
  0.6281E+00  0.2685E+00  0.8059E-03
  0.6674E+00  0.2917E+00  0.8346E-03
  0.7067E+00  0.3154E+00  0.1210E-02
  0.7459E+00  0.3393E+00  0.1711E-02
  0.7852E+00  0.3636E+00  0.2238E-02
  0.8244E+00  0.3881E+00  0.2755E-02
  0.8637E+00  0.4127E+00  0.3241E-02
  0.9030E+00  0.4374E+00  0.3685E-02
  0.9422E+00  0.4621E+00  0.4076E-02
  0.9815E+00  0.4867E+00  0.4406E-02
  0.1021E+01  0.5111E+00  0.4671E-02
  0.1060E+01  0.5354E+00  0.4865E-02
  0.1099E+01  0.5594E+00  0.4985E-02
  0.1139E+01  0.5831E+00  0.5029E-02
  0.1178E+01  0.6063E+00  0.4998E-02
  0.1217E+01  0.6291E+00  0.4892E-02
  0.1256E+01  0.6513E+00  0.4715E-02
  0.1296E+01  0.6730E+00  0.4471E-02
  0.1335E+01  0.6940E+00  0.4165E-02
  0.1374E+01  0.7144E+00  0.3807E-02
  0.1413E+01  0.7340E+00  0.3406E-02
  0.1453E+01  0.7528E+00  0.2978E-02
  0.1492E+01  0.7708E+00  0.2544E-02
  0.1531E+01  0.7880E+00  0.2140E-02
  0.1570E+01  0.8043E+00  0.1821E-02
  0.1610E+01  0.8196E+00  0.1665E-02
  0.1649E+01  0.8340E+00  0.1732E-02
  0.1688E+01  0.8475E+00  0.1999E-02
  0.1727E+01  0.8600E+00  0.2392E-02
  0.1767E+01  0.8715E+00  0.2842E-02
  0.1806E+01  0.8820E+00  0.3308E-02
  0.1845E+01  0.8915E+00  0.3762E-02
  0.1884E+01  0.8999E+00  0.4187E-02
  0.1924E+01  0.9074E+00  0.4569E-02
  0.1963E+01  0.9138E+00  0.4899E-02
  0.2002E+01  0.9193E+00  0.5171E-02
  0.2041E+01  0.9238E+00  0.5377E-02
  0.2081E+01  0.9273E+00  0.5515E-02
  0.2120E+01  0.9298E+00  0.5581E-02
  0.2159E+01  0.9314E+00  0.5575E-02
  0.2199E+01  0.9321E+00  0.5498E-02
  0.2238E+01  0.9319E+00  0.5351E-02
  0.2277E+01  0.9309E+00  0.5138E-02
  0.2316E+01  0.9290E+00  0.4866E-02
  0.2356E+01  0.9262E+00  0.4542E-02
  0.2395E+01  0.9228E+00  0.4178E-02
  0.2434E+01  0.9185E+00  0.3789E-02
  0.2473E+01  0.9135E+00  0.3396E-02
  0.2513E+01  0.9079E+00  0.3030E-02
  0.2552E+01  0.9016E+00  0.2732E-02
