#      R          P(R)      ERROR
#
  0.0000E+00  0.0000E+00  0.0000E+00
  0.3556E-01  0.9973E-02  0.5538E-03
  0.7111E-01  0.1999E-01  0.1030E-02
  0.1067E+00  0.3006E-01  0.1431E-02
  0.1422E+00  0.4018E-01  0.1756E-02
  0.1778E+00  0.5035E-01  0.2009E-02
  0.2133E+00  0.6057E-01  0.2192E-02
  0.2489E+00  0.7084E-01  0.2308E-02
  0.2844E+00  0.8116E-01  0.2360E-02
  0.3200E+00  0.9154E-01  0.2352E-02
  0.3556E+00  0.1020E+00  0.2290E-02
  0.3911E+00  0.1124E+00  0.2179E-02
  0.4267E+00  0.1230E+00  0.2024E-02
  0.4622E+00  0.1336E+00  0.1832E-02
  0.4978E+00  0.1442E+00  0.1611E-02
  0.5333E+00  0.1549E+00  0.1373E-02
  0.5689E+00  0.1656E+00  0.1133E-02
  0.6044E+00  0.1764E+00  0.9191E-03
  0.6400E+00  0.1872E+00  0.7809E-03
  0.6756E+00  0.1981E+00  0.7784E-03
  0.7111E+00  0.2090E+00  0.9197E-03
  0.7467E+00  0.2199E+00  0.1152E-02
  0.7822E+00  0.2309E+00  0.1426E-02
  0.8178E+00  0.2419E+00  0.1714E-02
  0.8533E+00  0.2529E+00  0.1999E-02
  0.8889E+00  0.2638E+00  0.2272E-02
  0.9244E+00  0.2748E+00  0.2526E-02
  0.9600E+00  0.2858E+00  0.2755E-02
  0.9956E+00  0.2967E+00  0.2957E-02
  0.1031E+01  0.3076E+00  0.3128E-02
  0.1067E+01  0.3184E+00  0.3265E-02
  0.1102E+01  0.3292E+00  0.3367E-02
  0.1138E+01  0.3398E+00  0.3434E-02
  0.1173E+01  0.3504E+00  0.3463E-02
  0.1209E+01  0.3608E+00  0.3457E-02
  0.1244E+01  0.3710E+00  0.3416E-02
  0.1280E+01  0.3811E+00  0.3341E-02
  0.1316E+01  0.3910E+00  0.3235E-02
  0.1351E+01  0.4007E+00  0.3102E-02
  0.1387E+01  0.4102E+00  0.2945E-02
  0.1422E+01  0.4194E+00  0.2769E-02
  0.1458E+01  0.4284E+00  0.2582E-02
  0.1493E+01  0.4370E+00  0.2392E-02
  0.1529E+01  0.4454E+00  0.2210E-02
  0.1564E+01  0.4534E+00  0.2049E-02
  0.1600E+01  0.4610E+00  0.1923E-02
  0.1636E+01  0.4683E+00  0.1848E-02
  0.1671E+01  0.4751E+00  0.1836E-02
  0.1707E+01  0.4816E+00  0.1888E-02
  0.1742E+01  0.4876E+00  0.1999E-02
  0.1778E+01  0.4931E+00  0.2156E-02
  0.1813E+01  0.4982E+00  0.2344E-02
  0.1849E+01  0.5028E+00  0.2549E-02
  0.1884E+01  0.5069E+00  0.2759E-02
  0.1920E+01  0.5105E+00  0.2966E-02
  0.1956E+01  0.5135E+00  0.3161E-02
  0.1991E+01  0.5161E+00  0.3340E-02
  0.2027E+01  0.5181E+00  0.3496E-02
  0.2062E+01  0.5196E+00  0.3628E-02
  0.2098E+01  0.5205E+00  0.3732E-02
  0.2133E+01  0.5209E+00  0.3807E-02
  0.2169E+01  0.5208E+00  0.3851E-02
  0.2204E+01  0.5202E+00  0.3865E-02
  0.2240E+01  0.5190E+00  0.3849E-02
  0.2276E+01  0.5173E+00  0.3803E-02
  0.2311E+01  0.5152E+00  0.3731E-02
  0.2347E+01  0.5125E+00  0.3635E-02
  0.2382E+01  0.5094E+00  0.3518E-02
  0.2418E+01  0.5058E+00  0.3387E-02
  0.2453E+01  0.5018E+00  0.3246E-02
  0.2489E+01  0.4974E+00  0.3104E-02
  0.2524E+01  0.4926E+00  0.2968E-02
  0.2560E+01  0.4874E+00  0.2848E-02
  0.2596E+01  0.4819E+00  0.2755E-02
  0.2631E+01  0.4760E+00  0.2697E-02
  0.2667E+01  0.4699E+00  0.2683E-02
  0.2702E+01  0.4635E+00  0.2715E-02
  0.2738E+01  0.4569E+00  0.2794E-02
  0.2773E+01  0.4501E+00  0.2913E-02
  0.2809E+01  0.4431E+00  0.3066E-02
  0.2844E+01  0.4360E+00  0.3244E-02
  0.2880E+01  0.4288E+00  0.3436E-02
  0.2916E+01  0.4215E+00  0.3635E-02
  0.2951E+01  0.4141E+00  0.3832E-02
  0.2987E+01  0.4067E+00  0.4022E-02
  0.3022E+01  0.3993E+00  0.4197E-02
  0.3058E+01  0.3920E+00  0.4355E-02
  0.3093E+01  0.3846E+00  0.4490E-02
  0.3129E+01  0.3774E+00  0.4600E-02
  0.3164E+01  0.3703E+00  0.4682E-02
  0.3200E+01  0.3632E+00  0.4736E-02
  0.3236E+01  0.3564E+00  0.4760E-02
