#      R          P(R)      ERROR
#
  0.0000E+00  0.0000E+00  0.0000E+00
  0.3778E-01  0.1702E-01  0.6211E-03
  0.7556E-01  0.3464E-01  0.1148E-02
  0.1133E+00  0.5283E-01  0.1582E-02
  0.1511E+00  0.7160E-01  0.1925E-02
  0.1889E+00  0.9095E-01  0.2180E-02
  0.2267E+00  0.1108E+00  0.2350E-02
  0.2644E+00  0.1313E+00  0.2440E-02
  0.3022E+00  0.1523E+00  0.2456E-02
  0.3400E+00  0.1737E+00  0.2402E-02
  0.3778E+00  0.1957E+00  0.2285E-02
  0.4156E+00  0.2182E+00  0.2114E-02
  0.4533E+00  0.2410E+00  0.1897E-02
  0.4911E+00  0.2643E+00  0.1645E-02
  0.5289E+00  0.2880E+00  0.1375E-02
  0.5667E+00  0.3121E+00  0.1113E-02
  0.6044E+00  0.3364E+00  0.9067E-03
  0.6422E+00  0.3610E+00  0.8339E-03
  0.6800E+00  0.3859E+00  0.9446E-03
  0.7178E+00  0.4110E+00  0.1193E-02
  0.7556E+00  0.4362E+00  0.1509E-02
  0.7933E+00  0.4616E+00  0.1849E-02
  0.8311E+00  0.4870E+00  0.2190E-02
  0.8689E+00  0.5125E+00  0.2518E-02
  0.9067E+00  0.5379E+00  0.2825E-02
  0.9444E+00  0.5633E+00  0.3102E-02
  0.9822E+00  0.5885E+00  0.3345E-02
  0.1020E+01  0.6136E+00  0.3549E-02
  0.1058E+01  0.6385E+00  0.3710E-02
  0.1096E+01  0.6630E+00  0.3828E-02
  0.1133E+01  0.6873E+00  0.3899E-02
  0.1171E+01  0.7112E+00  0.3923E-02
  0.1209E+01  0.7346E+00  0.3901E-02
  0.1247E+01  0.7576E+00  0.3834E-02
  0.1284E+01  0.7800E+00  0.3723E-02
  0.1322E+01  0.8018E+00  0.3572E-02
  0.1360E+01  0.8230E+00  0.3384E-02
  0.1398E+01  0.8435E+00  0.3167E-02
  0.1436E+01  0.8633E+00  0.2925E-02
  0.1473E+01  0.8823E+00  0.2669E-02
  0.1511E+01  0.9005E+00  0.2412E-02
  0.1549E+01  0.9179E+00  0.2169E-02
  0.1587E+01  0.9343E+00  0.1964E-02
  0.1624E+01  0.9498E+00  0.1823E-02
  0.1662E+01  0.9643E+00  0.1770E-02
  0.1700E+01  0.9778E+00  0.1819E-02
  0.1738E+01  0.9903E+00  0.1961E-02
  0.1776E+01  0.1002E+01  0.2173E-02
  0.1813E+01  0.1012E+01  0.2428E-02
  0.1851E+01  0.1021E+01  0.2706E-02
  0.1889E+01  0.1029E+01  0.2988E-02
  0.1927E+01  0.1037E+01  0.3261E-02
  0.1964E+01  0.1042E+01  0.3517E-02
  0.2002E+01  0.1047E+01  0.3749E-02
  0.2040E+01  0.1051E+01  0.3949E-02
  0.2078E+01  0.1053E+01  0.4115E-02
  0.2116E+01  0.1055E+01  0.4243E-02
  0.2153E+01  0.1055E+01  0.4332E-02
  0.2191E+01  0.1054E+01  0.4379E-02
  0.2229E+01  0.1053E+01  0.4386E-02
  0.2267E+01  0.1050E+01  0.4353E-02
  0.2304E+01  0.1046E+01  0.4281E-02
  0.2342E+01  0.1041E+01  0.4174E-02
  0.2380E+01  0.1035E+01  0.4035E-02
  0.2418E+01  0.1029E+01  0.3869E-02
  0.2456E+01  0.1021E+01  0.3682E-02
  0.2493E+01  0.1013E+01  0.3483E-02
  0.2531E+01  0.1004E+01  0.3282E-02
  0.2569E+01  0.9940E+00  0.3089E-02
  0.2607E+01  0.9835E+00  0.2918E-02
  0.2644E+01  0.9724E+00  0.2785E-02
  0.2682E+01  0.9608E+00  0.2701E-02
  0.2720E+01  0.9486E+00  0.2678E-02
  0.2758E+01  0.9360E+00  0.2720E-02
  0.2796E+01  0.9230E+00  0.2821E-02
  0.2833E+01  0.9097E+00  0.2973E-02
  0.2871E+01  0.8960E+00  0.3162E-02
  0.2909E+01  0.8822E+00  0.3375E-02
  0.2947E+01  0.8682E+00  0.3599E-02
  0.2984E+01  0.8540E+00  0.3822E-02
  0.3022E+01  0.8398E+00  0.4036E-02
  0.3060E+01  0.8255E+00  0.4233E-02
  0.3098E+01  0.8113E+00  0.4408E-02
  0.3136E+01  0.7971E+00  0.4557E-02
  0.3173E+01  0.7831E+00  0.4675E-02
  0.3211E+01  0.7692E+00  0.4763E-02
  0.3249E+01  0.7555E+00  0.4818E-02
  0.3287E+01  0.7420E+00  0.4840E-02
  0.3324E+01  0.7288E+00  0.4832E-02
  0.3362E+01  0.7158E+00  0.4795E-02
  0.3400E+01  0.7031E+00  0.4732E-02
  0.3438E+01  0.6908E+00  0.4649E-02
  0.3476E+01  0.6788E+00  0.4549E-02
  0.3513E+01  0.6672E+00  0.4441E-02
  0.3551E+01  0.6559E+00  0.4330E-02
  0.3589E+01  0.6449E+00  0.4225E-02
  0.3627E+01  0.6343E+00  0.4134E-02
  0.3664E+01  0.6241E+00  0.4065E-02
  0.3702E+01  0.6143E+00  0.4026E-02
  0.3740E+01  0.6048E+00  0.4020E-02
  0.3778E+01  0.5956E+00  0.4051E-02
  0.3816E+01  0.5867E+00  0.4118E-02
  0.3853E+01  0.5781E+00  0.4219E-02
  0.3891E+01  0.5699E+00  0.4347E-02
  0.3929E+01  0.5618E+00  0.4496E-02
  0.3967E+01  0.5540E+00  0.4658E-02
  0.4004E+01  0.5465E+00  0.4826E-02
  0.4042E+01  0.5391E+00  0.4992E-02
  0.4080E+01  0.5318E+00  0.5150E-02
  0.4118E+01  0.5247E+00  0.5295E-02
  0.4156E+01  0.5177E+00  0.5420E-02
  0.4193E+01  0.5107E+00  0.5524E-02
  0.4231E+01  0.5038E+00  0.5603E-02
  0.4269E+01  0.4969E+00  0.5654E-02
  0.4307E+01  0.4900E+00  0.5679E-02
  0.4344E+01  0.4830E+00  0.5676E-02
  0.4382E+01  0.4759E+00  0.5648E-02
  0.4420E+01  0.4688E+00  0.5595E-02
  0.4458E+01  0.4616E+00  0.5522E-02
  0.4496E+01  0.4542E+00  0.5433E-02
  0.4533E+01  0.4467E+00  0.5332E-02
  0.4571E+01  0.4390E+00  0.5225E-02
  0.4609E+01  0.4311E+00  0.5119E-02
  0.4647E+01  0.4230E+00  0.5020E-02
  0.4684E+01  0.4148E+00  0.4935E-02
  0.4722E+01  0.4064E+00  0.4871E-02
  0.4760E+01  0.3977E+00  0.4832E-02
  0.4798E+01  0.3889E+00  0.4824E-02
  0.4836E+01  0.3799E+00  0.4847E-02
  0.4873E+01  0.3708E+00  0.4901E-02
  0.4911E+01  0.3614E+00  0.4985E-02
  0.4949E+01  0.3520E+00  0.5094E-02
  0.4987E+01  0.3424E+00  0.5222E-02
  0.5024E+01  0.3327E+00  0.5365E-02
  0.5062E+01  0.3229E+00  0.5515E-02
  0.5100E+01  0.3131E+00  0.5666E-02
  0.5138E+01  0.3032E+00  0.5813E-02
  0.5176E+01  0.2934E+00  0.5950E-02
  0.5213E+01  0.2836E+00  0.6074E-02
  0.5251E+01  0.2739E+00  0.6181E-02
  0.5289E+01  0.2642E+00  0.6268E-02
  0.5327E+01  0.2548E+00  0.6334E-02
  0.5364E+01  0.2454E+00  0.6378E-02
  0.5402E+01  0.2364E+00  0.6400E-02
  0.5440E+01  0.2275E+00  0.6400E-02
  0.5478E+01  0.2189E+00  0.6381E-02
  0.5516E+01  0.2107E+00  0.6343E-02
  0.5553E+01  0.2027E+00  0.6290E-02
  0.5591E+01  0.1952E+00  0.6225E-02
  0.5629E+01  0.1880E+00  0.6152E-02
  0.5667E+01  0.1813E+00  0.6073E-02
  0.5704E+01  0.1750E+00  0.5993E-02
  0.5742E+01  0.1692E+00  0.5916E-02
  0.5780E+01  0.1638E+00  0.5846E-02
  0.5818E+01  0.1589E+00  0.5785E-02
  0.5856E+01  0.1545E+00  0.5737E-02
  0.5893E+01  0.1506E+00  0.5704E-02
  0.5931E+01  0.1471E+00  0.5688E-02
  0.5969E+01  0.1442E+00  0.5689E-02
  0.6007E+01  0.1416E+00  0.5709E-02
  0.6044E+01  0.1396E+00  0.5748E-02
  0.6082E+01  0.1379E+00  0.5806E-02
  0.6120E+01  0.1366E+00  0.5882E-02
  0.6158E+01  0.1357E+00  0.5976E-02
  0.6196E+01  0.1350E+00  0.6088E-02
  0.6233E+01  0.1346E+00  0.6217E-02
  0.6271E+01  0.1344E+00  0.6363E-02
  0.6309E+01  0.1344E+00  0.6524E-02
  0.6347E+01  0.1344E+00  0.6699E-02
  0.6384E+01  0.1345E+00  0.6886E-02
  0.6422E+01  0.1345E+00  0.7082E-02
  0.6460E+01  0.1343E+00  0.7283E-02
  0.6498E+01  0.1339E+00  0.7484E-02
  0.6536E+01  0.1332E+00  0.7679E-02
  0.6573E+01  0.1322E+00  0.7860E-02
  0.6611E+01  0.1306E+00  0.8017E-02
  0.6649E+01  0.1284E+00  0.8141E-02
  0.6687E+01  0.1256E+00  0.8220E-02
  0.6724E+01  0.1219E+00  0.8240E-02
  0.6762E+01  0.1174E+00  0.8188E-02
  0.6800E+01  0.1118E+00  0.8048E-02
  0.6838E+01  0.1052E+00  0.7806E-02
  0.6876E+01  0.9737E-01  0.7443E-02
  0.6913E+01  0.8822E-01  0.6943E-02
  0.6951E+01  0.7765E-01  0.6287E-02
  0.6989E+01  0.6556E-01  0.5456E-02
  0.7027E+01  0.5185E-01  0.4431E-02
  0.7064E+01  0.3641E-01  0.3194E-02
  0.7102E+01  0.1916E-01  0.1723E-02
  0.7140E+01  0.0000E+00  0.0000E+00
