#      R          P(R)      ERROR
#
  0.0000E+00  0.0000E+00  0.0000E+00
  0.3852E-01  0.2601E-01  0.4174E-03
  0.7704E-01  0.5261E-01  0.7730E-03
  0.1156E+00  0.7979E-01  0.1068E-02
  0.1541E+00  0.1076E+00  0.1303E-02
  0.1926E+00  0.1359E+00  0.1481E-02
  0.2311E+00  0.1648E+00  0.1603E-02
  0.2696E+00  0.1942E+00  0.1674E-02
  0.3081E+00  0.2242E+00  0.1697E-02
  0.3467E+00  0.2547E+00  0.1675E-02
  0.3852E+00  0.2858E+00  0.1614E-02
  0.4237E+00  0.3172E+00  0.1519E-02
  0.4622E+00  0.3492E+00  0.1397E-02
  0.5007E+00  0.3816E+00  0.1257E-02
  0.5393E+00  0.4143E+00  0.1111E-02
  0.5778E+00  0.4475E+00  0.9733E-03
  0.6163E+00  0.4810E+00  0.8687E-03
  0.6548E+00  0.5148E+00  0.8242E-03
  0.6933E+00  0.5488E+00  0.8580E-03
  0.7319E+00  0.5831E+00  0.9649E-03
  0.7704E+00  0.6175E+00  0.1122E-02
  0.8089E+00  0.6521E+00  0.1307E-02
  0.8474E+00  0.6867E+00  0.1503E-02
  0.8859E+00  0.7214E+00  0.1698E-02
  0.9244E+00  0.7561E+00  0.1883E-02
  0.9630E+00  0.7906E+00  0.2053E-02
  0.1001E+01  0.8251E+00  0.2204E-02
  0.1040E+01  0.8593E+00  0.2332E-02
  0.1079E+01  0.8933E+00  0.2435E-02
  0.1117E+01  0.9269E+00  0.2512E-02
  0.1156E+01  0.9602E+00  0.2560E-02
  0.1194E+01  0.9930E+00  0.2580E-02
  0.1233E+01  0.1025E+01  0.2573E-02
  0.1271E+01  0.1057E+01  0.2538E-02
  0.1310E+01  0.1088E+01  0.2478E-02
  0.1348E+01  0.1118E+01  0.2395E-02
  0.1387E+01  0.1148E+01  0.2293E-02
  0.1425E+01  0.1177E+01  0.2175E-02
  0.1464E+01  0.1204E+01  0.2047E-02
  0.1502E+01  0.1231E+01  0.1916E-02
  0.1541E+01  0.1257E+01  0.1789E-02
  0.1579E+01  0.1281E+01  0.1678E-02
  0.1618E+01  0.1305E+01  0.1593E-02
  0.1656E+01  0.1327E+01  0.1544E-02
  0.1695E+01  0.1348E+01  0.1540E-02
  0.1733E+01  0.1368E+01  0.1582E-02
