#      R          P(R)      ERROR
#
  0.0000E+00  0.0000E+00  0.0000E+00
  0.4407E-01  0.5234E-01  0.5416E-03
  0.8815E-01  0.1027E+00  0.9918E-03
  0.1322E+00  0.1511E+00  0.1352E-02
  0.1763E+00  0.1976E+00  0.1625E-02
  0.2204E+00  0.2421E+00  0.1815E-02
  0.2644E+00  0.2849E+00  0.1925E-02
  0.3085E+00  0.3259E+00  0.1961E-02
  0.3526E+00  0.3652E+00  0.1930E-02
  0.3967E+00  0.4029E+00  0.1840E-02
  0.4407E+00  0.4391E+00  0.1698E-02
  0.4848E+00  0.4739E+00  0.1515E-02
  0.5289E+00  0.5074E+00  0.1306E-02
  0.5730E+00  0.5396E+00  0.1090E-02
  0.6170E+00  0.5708E+00  0.9002E-03
  0.6611E+00  0.6011E+00  0.7897E-03
  0.7052E+00  0.6304E+00  0.8128E-03
  0.7493E+00  0.6590E+00  0.9662E-03
  0.7933E+00  0.6869E+00  0.1197E-02
  0.8374E+00  0.7142E+00  0.1461E-02
  0.8815E+00  0.7410E+00  0.1729E-02
  0.9256E+00  0.7674E+00  0.1986E-02
  0.9696E+00  0.7934E+00  0.2222E-02
  0.1014E+01  0.8192E+00  0.2429E-02
  0.1058E+01  0.8447E+00  0.2601E-02
  0.1102E+01  0.8699E+00  0.2736E-02
  0.1146E+01  0.8950E+00  0.2830E-02
  0.1190E+01  0.9198E+00  0.2883E-02
  0.1234E+01  0.9445E+00  0.2893E-02
  0.1278E+01  0.9689E+00  0.2863E-02
  0.1322E+01  0.9930E+00  0.2794E-02
  0.1366E+01  0.1017E+01  0.2690E-02
  0.1410E+01  0.1040E+01  0.2556E-02
  0.1454E+01  0.1063E+01  0.2399E-02
  0.1499E+01  0.1086E+01  0.2227E-02
  0.1543E+01  0.1108E+01  0.2052E-02
  0.1587E+01  0.1129E+01  0.1888E-02
  0.1631E+01  0.1149E+01  0.1753E-02
  0.1675E+01  0.1169E+01  0.1665E-02
  0.1719E+01  0.1187E+01  0.1642E-02
  0.1763E+01  0.1205E+01  0.1687E-02
  0.1807E+01  0.1221E+01  0.1796E-02
  0.1851E+01  0.1236E+01  0.1952E-02
  0.1895E+01  0.1250E+01  0.2138E-02
  0.1939E+01  0.1262E+01  0.2337E-02
  0.1983E+01  0.1272E+01  0.2535E-02
  0.2027E+01  0.1281E+01  0.2724E-02
  0.2071E+01  0.1288E+01  0.2894E-02
  0.2116E+01  0.1293E+01  0.3042E-02
  0.2160E+01  0.1297E+01  0.3161E-02
  0.2204E+01  0.1298E+01  0.3251E-02
  0.2248E+01  0.1298E+01  0.3310E-02
  0.2292E+01  0.1296E+01  0.3338E-02
  0.2336E+01  0.1292E+01  0.3337E-02
  0.2380E+01  0.1286E+01  0.3309E-02
  0.2424E+01  0.1278E+01  0.3259E-02
  0.2468E+01  0.1269E+01  0.3190E-02
  0.2512E+01  0.1258E+01  0.3111E-02
  0.2556E+01  0.1245E+01  0.3028E-02
  0.2600E+01  0.1231E+01  0.2950E-02
  0.2644E+01  0.1215E+01  0.2885E-02
  0.2689E+01  0.1198E+01  0.2841E-02
  0.2733E+01  0.1180E+01  0.2824E-02
  0.2777E+01  0.1161E+01  0.2839E-02
  0.2821E+01  0.1141E+01  0.2887E-02
  0.2865E+01  0.1120E+01  0.2964E-02
  0.2909E+01  0.1099E+01  0.3066E-02
  0.2953E+01  0.1077E+01  0.3185E-02
  0.2997E+01  0.1055E+01  0.3314E-02
  0.3041E+01  0.1032E+01  0.3446E-02
  0.3085E+01  0.1010E+01  0.3572E-02
  0.3129E+01  0.9870E+00  0.3688E-02
  0.3173E+01  0.9648E+00  0.3789E-02
  0.3217E+01  0.9428E+00  0.3871E-02
  0.3261E+01  0.9212E+00  0.3932E-02
  0.3306E+01  0.9002E+00  0.3970E-02
  0.3350E+01  0.8798E+00  0.3987E-02
  0.3394E+01  0.8600E+00  0.3984E-02
  0.3438E+01  0.8411E+00  0.3963E-02
  0.3482E+01  0.8229E+00  0.3928E-02
  0.3526E+01  0.8056E+00  0.3886E-02
  0.3570E+01  0.7891E+00  0.3840E-02
  0.3614E+01  0.7736E+00  0.3799E-02
  0.3658E+01  0.7589E+00  0.3769E-02
  0.3702E+01  0.7451E+00  0.3756E-02
  0.3746E+01  0.7321E+00  0.3765E-02
  0.3790E+01  0.7200E+00  0.3800E-02
  0.3834E+01  0.7087E+00  0.3863E-02
  0.3879E+01  0.6980E+00  0.3952E-02
  0.3923E+01  0.6880E+00  0.4063E-02
  0.3967E+01  0.6787E+00  0.4193E-02
  0.4011E+01  0.6698E+00  0.4335E-02
  0.4055E+01  0.6614E+00  0.4483E-02
  0.4099E+01  0.6533E+00  0.4630E-02
  0.4143E+01  0.6455E+00  0.4771E-02
  0.4187E+01  0.6379E+00  0.4898E-02
  0.4231E+01  0.6304E+00  0.5009E-02
  0.4275E+01  0.6229E+00  0.5100E-02
  0.4319E+01  0.6154E+00  0.5166E-02
  0.4363E+01  0.6078E+00  0.5208E-02
  0.4407E+01  0.6000E+00  0.5224E-02
  0.4451E+01  0.5919E+00  0.5215E-02
  0.4496E+01  0.5835E+00  0.5181E-02
  0.4540E+01  0.5748E+00  0.5126E-02
  0.4584E+01  0.5657E+00  0.5053E-02
  0.4628E+01  0.5562E+00  0.4966E-02
  0.4672E+01  0.5462E+00  0.4871E-02
  0.4716E+01  0.5358E+00  0.4772E-02
  0.4760E+01  0.5250E+00  0.4677E-02
  0.4804E+01  0.5137E+00  0.4591E-02
  0.4848E+01  0.5020E+00  0.4520E-02
  0.4892E+01  0.4899E+00  0.4469E-02
  0.4936E+01  0.4774E+00  0.4441E-02
  0.4980E+01  0.4646E+00  0.4438E-02
  0.5024E+01  0.4515E+00  0.4460E-02
  0.5069E+01  0.4382E+00  0.4504E-02
  0.5113E+01  0.4247E+00  0.4566E-02
  0.5157E+01  0.4111E+00  0.4641E-02
  0.5201E+01  0.3974E+00  0.4724E-02
  0.5245E+01  0.3838E+00  0.4810E-02
  0.5289E+01  0.3702E+00  0.4892E-02
  0.5333E+01  0.3567E+00  0.4965E-02
  0.5377E+01  0.3434E+00  0.5027E-02
  0.5421E+01  0.3304E+00  0.5075E-02
  0.5465E+01  0.3177E+00  0.5105E-02
  0.5509E+01  0.3053E+00  0.5118E-02
  0.5553E+01  0.2933E+00  0.5114E-02
  0.5597E+01  0.2818E+00  0.5094E-02
  0.5641E+01  0.2708E+00  0.5061E-02
  0.5686E+01  0.2603E+00  0.5019E-02
  0.5730E+01  0.2503E+00  0.4972E-02
  0.5774E+01  0.2408E+00  0.4925E-02
  0.5818E+01  0.2319E+00  0.4884E-02
  0.5862E+01  0.2236E+00  0.4854E-02
  0.5906E+01  0.2159E+00  0.4841E-02
  0.5950E+01  0.2087E+00  0.4848E-02
  0.5994E+01  0.2020E+00  0.4879E-02
  0.6038E+01  0.1958E+00  0.4935E-02
