#      R          P(R)      ERROR
#
  0.0000E+00  0.0000E+00  0.0000E+00
  0.3878E-01  0.1670E-01  0.3459E-03
  0.7757E-01  0.3417E-01  0.6405E-03
  0.1163E+00  0.5241E-01  0.8846E-03
  0.1551E+00  0.7141E-01  0.1079E-02
  0.1939E+00  0.9116E-01  0.1226E-02
  0.2327E+00  0.1116E+00  0.1328E-02
  0.2715E+00  0.1328E+00  0.1386E-02
  0.3103E+00  0.1547E+00  0.1404E-02
  0.3490E+00  0.1773E+00  0.1386E-02
  0.3878E+00  0.2005E+00  0.1335E-02
  0.4266E+00  0.2243E+00  0.1256E-02
  0.4654E+00  0.2487E+00  0.1155E-02
  0.5042E+00  0.2736E+00  0.1041E-02
  0.5430E+00  0.2990E+00  0.9216E-03
  0.5817E+00  0.3248E+00  0.8132E-03
  0.6205E+00  0.3511E+00  0.7356E-03
  0.6593E+00  0.3777E+00  0.7116E-03
  0.6981E+00  0.4046E+00  0.7538E-03
  0.7369E+00  0.4318E+00  0.8552E-03
  0.7757E+00  0.4592E+00  0.9969E-03
  0.8144E+00  0.4867E+00  0.1161E-02
  0.8532E+00  0.5143E+00  0.1333E-02
  0.8920E+00  0.5420E+00  0.1506E-02
  0.9308E+00  0.5696E+00  0.1671E-02
  0.9696E+00  0.5971E+00  0.1825E-02
  0.1008E+01  0.6244E+00  0.1964E-02
  0.1047E+01  0.6515E+00  0.2086E-02
  0.1086E+01  0.6784E+00  0.2188E-02
  0.1125E+01  0.7049E+00  0.2269E-02
  0.1163E+01  0.7310E+00  0.2328E-02
  0.1202E+01  0.7567E+00  0.2365E-02
  0.1241E+01  0.7818E+00  0.2381E-02
  0.1280E+01  0.8063E+00  0.2376E-02
  0.1319E+01  0.8302E+00  0.2352E-02
  0.1357E+01  0.8534E+00  0.2311E-02
  0.1396E+01  0.8758E+00  0.2255E-02
  0.1435E+01  0.8974E+00  0.2188E-02
  0.1474E+01  0.9182E+00  0.2114E-02
  0.1513E+01  0.9380E+00  0.2038E-02
  0.1551E+01  0.9569E+00  0.1965E-02
  0.1590E+01  0.9749E+00  0.1901E-02
  0.1629E+01  0.9918E+00  0.1850E-02
  0.1668E+01  0.1008E+01  0.1820E-02
  0.1706E+01  0.1022E+01  0.1813E-02
  0.1745E+01  0.1036E+01  0.1831E-02
  0.1784E+01  0.1048E+01  0.1873E-02
  0.1823E+01  0.1060E+01  0.1937E-02
  0.1862E+01  0.1070E+01  0.2018E-02
  0.1900E+01  0.1079E+01  0.2112E-02
  0.1939E+01  0.1086E+01  0.2212E-02
  0.1978E+01  0.1093E+01  0.2315E-02
  0.2017E+01  0.1098E+01  0.2415E-02
  0.2056E+01  0.1102E+01  0.2508E-02
  0.2094E+01  0.1105E+01  0.2593E-02
  0.2133E+01  0.1107E+01  0.2666E-02
  0.2172E+01  0.1107E+01  0.2726E-02
  0.2211E+01  0.1107E+01  0.2771E-02
  0.2249E+01  0.1105E+01  0.2802E-02
  0.2288E+01  0.1102E+01  0.2817E-02
  0.2327E+01  0.1098E+01  0.2819E-02
  0.2366E+01  0.1094E+01  0.2807E-02
  0.2405E+01  0.1088E+01  0.2783E-02
  0.2443E+01  0.1081E+01  0.2751E-02
  0.2482E+01  0.1073E+01  0.2713E-02
  0.2521E+01  0.1065E+01  0.2671E-02
  0.2560E+01  0.1056E+01  0.2630E-02
  0.2598E+01  0.1046E+01  0.2594E-02
  0.2637E+01  0.1035E+01  0.2564E-02
  0.2676E+01  0.1024E+01  0.2546E-02
  0.2715E+01  0.1012E+01  0.2541E-02
  0.2754E+01  0.9998E+00  0.2552E-02
  0.2792E+01  0.9870E+00  0.2578E-02
  0.2831E+01  0.9738E+00  0.2619E-02
  0.2870E+01  0.9602E+00  0.2673E-02
  0.2909E+01  0.9464E+00  0.2738E-02
  0.2948E+01  0.9323E+00  0.2811E-02
  0.2986E+01  0.9181E+00  0.2887E-02
  0.3025E+01  0.9037E+00  0.2964E-02
  0.3064E+01  0.8892E+00  0.3039E-02
  0.3103E+01  0.8747E+00  0.3107E-02
  0.3141E+01  0.8603E+00  0.3167E-02
  0.3180E+01  0.8458E+00  0.3215E-02
  0.3219E+01  0.8315E+00  0.3251E-02
  0.3258E+01  0.8172E+00  0.3273E-02
  0.3297E+01  0.8032E+00  0.3280E-02
  0.3335E+01  0.7893E+00  0.3272E-02
  0.3374E+01  0.7756E+00  0.3249E-02
  0.3413E+01  0.7622E+00  0.3212E-02
  0.3452E+01  0.7490E+00  0.3163E-02
  0.3490E+01  0.7361E+00  0.3103E-02
  0.3529E+01  0.7235E+00  0.3036E-02
  0.3568E+01  0.7112E+00  0.2966E-02
  0.3607E+01  0.6992E+00  0.2895E-02
  0.3646E+01  0.6875E+00  0.2828E-02
  0.3684E+01  0.6761E+00  0.2771E-02
  0.3723E+01  0.6650E+00  0.2727E-02
  0.3762E+01  0.6542E+00  0.2702E-02
  0.3801E+01  0.6436E+00  0.2698E-02
  0.3840E+01  0.6334E+00  0.2718E-02
  0.3878E+01  0.6234E+00  0.2762E-02
  0.3917E+01  0.6136E+00  0.2830E-02
  0.3956E+01  0.6041E+00  0.2919E-02
  0.3995E+01  0.5948E+00  0.3025E-02
  0.4033E+01  0.5857E+00  0.3144E-02
  0.4072E+01  0.5767E+00  0.3272E-02
  0.4111E+01  0.5679E+00  0.3405E-02
  0.4150E+01  0.5592E+00  0.3539E-02
  0.4189E+01  0.5506E+00  0.3669E-02
  0.4227E+01  0.5422E+00  0.3794E-02
  0.4266E+01  0.5337E+00  0.3909E-02
  0.4305E+01  0.5253E+00  0.4013E-02
  0.4344E+01  0.5169E+00  0.4105E-02
  0.4382E+01  0.5086E+00  0.4183E-02
  0.4421E+01  0.5002E+00  0.4246E-02
  0.4460E+01  0.4917E+00  0.4294E-02
  0.4499E+01  0.4833E+00  0.4328E-02
  0.4538E+01  0.4747E+00  0.4347E-02
  0.4576E+01  0.4662E+00  0.4353E-02
  0.4615E+01  0.4575E+00  0.4347E-02
  0.4654E+01  0.4487E+00  0.4332E-02
  0.4693E+01  0.4399E+00  0.4308E-02
  0.4732E+01  0.4310E+00  0.4277E-02
  0.4770E+01  0.4220E+00  0.4243E-02
  0.4809E+01  0.4129E+00  0.4208E-02
  0.4848E+01  0.4037E+00  0.4173E-02
  0.4887E+01  0.3945E+00  0.4141E-02
  0.4925E+01  0.3852E+00  0.4114E-02
  0.4964E+01  0.3758E+00  0.4093E-02
  0.5003E+01  0.3665E+00  0.4079E-02
  0.5042E+01  0.3571E+00  0.4074E-02
  0.5081E+01  0.3477E+00  0.4077E-02
  0.5119E+01  0.3383E+00  0.4088E-02
  0.5158E+01  0.3290E+00  0.4107E-02
  0.5197E+01  0.3197E+00  0.4132E-02
  0.5236E+01  0.3105E+00  0.4161E-02
  0.5274E+01  0.3014E+00  0.4194E-02
  0.5313E+01  0.2924E+00  0.4229E-02
  0.5352E+01  0.2836E+00  0.4264E-02
  0.5391E+01  0.2749E+00  0.4299E-02
  0.5430E+01  0.2665E+00  0.4331E-02
  0.5468E+01  0.2582E+00  0.4360E-02
  0.5507E+01  0.2502E+00  0.4386E-02
  0.5546E+01  0.2424E+00  0.4409E-02
  0.5585E+01  0.2349E+00  0.4428E-02
  0.5624E+01  0.2276E+00  0.4444E-02
  0.5662E+01  0.2207E+00  0.4457E-02
  0.5701E+01  0.2140E+00  0.4469E-02
  0.5740E+01  0.2077E+00  0.4481E-02
  0.5779E+01  0.2016E+00  0.4494E-02
  0.5817E+01  0.1959E+00  0.4509E-02
  0.5856E+01  0.1905E+00  0.4527E-02
  0.5895E+01  0.1855E+00  0.4551E-02
  0.5934E+01  0.1807E+00  0.4580E-02
  0.5973E+01  0.1763E+00  0.4615E-02
  0.6011E+01  0.1721E+00  0.4658E-02
  0.6050E+01  0.1683E+00  0.4709E-02
  0.6089E+01  0.1647E+00  0.4766E-02
  0.6128E+01  0.1613E+00  0.4831E-02
  0.6167E+01  0.1582E+00  0.4902E-02
  0.6205E+01  0.1553E+00  0.4978E-02
  0.6244E+01  0.1526E+00  0.5059E-02
  0.6283E+01  0.1500E+00  0.5142E-02
  0.6322E+01  0.1476E+00  0.5227E-02
  0.6360E+01  0.1452E+00  0.5312E-02
  0.6399E+01  0.1429E+00  0.5394E-02
  0.6438E+01  0.1406E+00  0.5473E-02
  0.6477E+01  0.1383E+00  0.5547E-02
  0.6516E+01  0.1359E+00  0.5613E-02
  0.6554E+01  0.1334E+00  0.5670E-02
  0.6593E+01  0.1308E+00  0.5715E-02
  0.6632E+01  0.1279E+00  0.5746E-02
  0.6671E+01  0.1249E+00  0.5761E-02
  0.6709E+01  0.1216E+00  0.5757E-02
  0.6748E+01  0.1179E+00  0.5732E-02
  0.6787E+01  0.1139E+00  0.5681E-02
  0.6826E+01  0.1095E+00  0.5602E-02
  0.6865E+01  0.1047E+00  0.5491E-02
  0.6903E+01  0.9940E-01  0.5344E-02
  0.6942E+01  0.9358E-01  0.5157E-02
  0.6981E+01  0.8720E-01  0.4926E-02
  0.7020E+01  0.8025E-01  0.4645E-02
  0.7059E+01  0.7267E-01  0.4309E-02
  0.7097E+01  0.6445E-01  0.3915E-02
  0.7136E+01  0.5554E-01  0.3455E-02
  0.7175E+01  0.4594E-01  0.2926E-02
  0.7214E+01  0.3560E-01  0.2321E-02
  0.7252E+01  0.2451E-01  0.1636E-02
  0.7291E+01  0.1265E-01  0.8636E-03
  0.7330E+01  0.0000E+00  0.0000E+00
