#      R          P(R)      ERROR
#
  0.0000E+00  0.0000E+00  0.0000E+00
  0.4466E-01  0.1459E-01  0.3780E-03
  0.8931E-01  0.3015E-01  0.6924E-03
  0.1340E+00  0.4668E-01  0.9444E-03
  0.1786E+00  0.6417E-01  0.1136E-02
  0.2233E+00  0.8258E-01  0.1270E-02
  0.2679E+00  0.1019E+00  0.1350E-02
  0.3126E+00  0.1221E+00  0.1379E-02
  0.3572E+00  0.1432E+00  0.1364E-02
  0.4019E+00  0.1650E+00  0.1309E-02
  0.4466E+00  0.1877E+00  0.1222E-02
  0.4912E+00  0.2110E+00  0.1113E-02
  0.5359E+00  0.2351E+00  0.9942E-03
  0.5805E+00  0.2597E+00  0.8817E-03
  0.6252E+00  0.2849E+00  0.7992E-03
  0.6698E+00  0.3106E+00  0.7723E-03
  0.7145E+00  0.3367E+00  0.8159E-03
  0.7592E+00  0.3631E+00  0.9225E-03
  0.8038E+00  0.3898E+00  0.1071E-02
  0.8485E+00  0.4168E+00  0.1240E-02
  0.8931E+00  0.4438E+00  0.1415E-02
  0.9378E+00  0.4709E+00  0.1584E-02
  0.9824E+00  0.4980E+00  0.1741E-02
  0.1027E+01  0.5249E+00  0.1878E-02
  0.1072E+01  0.5516E+00  0.1992E-02
  0.1116E+01  0.5780E+00  0.2081E-02
  0.1161E+01  0.6041E+00  0.2142E-02
  0.1206E+01  0.6297E+00  0.2174E-02
  0.1250E+01  0.6548E+00  0.2178E-02
  0.1295E+01  0.6793E+00  0.2153E-02
  0.1340E+01  0.7030E+00  0.2103E-02
  0.1384E+01  0.7260E+00  0.2029E-02
  0.1429E+01  0.7482E+00  0.1936E-02
  0.1474E+01  0.7694E+00  0.1830E-02
  0.1518E+01  0.7897E+00  0.1717E-02
  0.1563E+01  0.8090E+00  0.1607E-02
  0.1608E+01  0.8271E+00  0.1510E-02
  0.1652E+01  0.8441E+00  0.1440E-02
  0.1697E+01  0.8600E+00  0.1407E-02
  0.1742E+01  0.8746E+00  0.1420E-02
  0.1786E+01  0.8879E+00  0.1480E-02
  0.1831E+01  0.9000E+00  0.1581E-02
  0.1876E+01  0.9107E+00  0.1712E-02
  0.1920E+01  0.9202E+00  0.1862E-02
  0.1965E+01  0.9283E+00  0.2021E-02
  0.2010E+01  0.9350E+00  0.2180E-02
  0.2054E+01  0.9405E+00  0.2333E-02
  0.2099E+01  0.9446E+00  0.2474E-02
