#      R          P(R)      ERROR
#
  0.0000E+00  0.0000E+00  0.0000E+00
  0.3630E-01  0.1256E-01  0.3143E-03
  0.7259E-01  0.2588E-01  0.5856E-03
  0.1089E+00  0.3997E-01  0.8144E-03
  0.1452E+00  0.5482E-01  0.1001E-02
  0.1815E+00  0.7042E-01  0.1148E-02
  0.2178E+00  0.8676E-01  0.1256E-02
  0.2541E+00  0.1038E+00  0.1326E-02
  0.2904E+00  0.1216E+00  0.1361E-02
  0.3267E+00  0.1401E+00  0.1364E-02
  0.3630E+00  0.1593E+00  0.1337E-02
  0.3993E+00  0.1791E+00  0.1284E-02
  0.4356E+00  0.1996E+00  0.1209E-02
  0.4719E+00  0.2207E+00  0.1116E-02
  0.5081E+00  0.2424E+00  0.1012E-02
  0.5444E+00  0.2647E+00  0.9061E-03
  0.5807E+00  0.2875E+00  0.8090E-03
  0.6170E+00  0.3108E+00  0.7374E-03
  0.6533E+00  0.3346E+00  0.7094E-03
  0.6896E+00  0.3588E+00  0.7372E-03
  0.7259E+00  0.3833E+00  0.8185E-03
  0.7622E+00  0.4083E+00  0.9399E-03
  0.7985E+00  0.4335E+00  0.1086E-02
  0.8348E+00  0.4591E+00  0.1246E-02
  0.8711E+00  0.4848E+00  0.1410E-02
  0.9074E+00  0.5107E+00  0.1571E-02
  0.9437E+00  0.5367E+00  0.1726E-02
  0.9800E+00  0.5629E+00  0.1871E-02
  0.1016E+01  0.5890E+00  0.2004E-02
  0.1053E+01  0.6151E+00  0.2121E-02
  0.1089E+01  0.6411E+00  0.2221E-02
  0.1125E+01  0.6670E+00  0.2304E-02
  0.1161E+01  0.6927E+00  0.2367E-02
  0.1198E+01  0.7182E+00  0.2411E-02
  0.1234E+01  0.7433E+00  0.2436E-02
  0.1270E+01  0.7681E+00  0.2441E-02
  0.1307E+01  0.7925E+00  0.2427E-02
  0.1343E+01  0.8165E+00  0.2396E-02
  0.1379E+01  0.8399E+00  0.2348E-02
  0.1416E+01  0.8627E+00  0.2285E-02
