#      R          P(R)      ERROR
#
  0.0000E+00  0.0000E+00  0.0000E+00
  0.4487E-01  0.1531E-01  0.8903E-03
  0.8974E-01  0.3138E-01  0.1619E-02
  0.1346E+00  0.4820E-01  0.2189E-02
  0.1795E+00  0.6578E-01  0.2606E-02
  0.2243E+00  0.8410E-01  0.2876E-02
  0.2692E+00  0.1031E+00  0.3008E-02
  0.3141E+00  0.1229E+00  0.3012E-02
  0.3589E+00  0.1434E+00  0.2900E-02
  0.4038E+00  0.1646E+00  0.2687E-02
  0.4487E+00  0.1865E+00  0.2387E-02
  0.4935E+00  0.2090E+00  0.2021E-02
  0.5384E+00  0.2322E+00  0.1615E-02
  0.5833E+00  0.2559E+00  0.1213E-02
  0.6281E+00  0.2803E+00  0.9132E-03
  0.6730E+00  0.3052E+00  0.8947E-03
  0.7179E+00  0.3305E+00  0.1187E-02
  0.7628E+00  0.3564E+00  0.1623E-02
  0.8076E+00  0.3827E+00  0.2095E-02
  0.8525E+00  0.4093E+00  0.2556E-02
  0.8974E+00  0.4362E+00  0.2984E-02
  0.9422E+00  0.4634E+00  0.3363E-02
  0.9871E+00  0.4907E+00  0.3681E-02
  0.1032E+01  0.5182E+00  0.3931E-02
  0.1077E+01  0.5457E+00  0.4107E-02
  0.1122E+01  0.5732E+00  0.4205E-02
  0.1167E+01  0.6006E+00  0.4224E-02
  0.1211E+01  0.6278E+00  0.4165E-02
  0.1256E+01  0.6547E+00  0.4031E-02
  0.1301E+01  0.6813E+00  0.3828E-02
  0.1346E+01  0.7075E+00  0.3564E-02
  0.1391E+01  0.7331E+00  0.3249E-02
  0.1436E+01  0.7581E+00  0.2902E-02
  0.1481E+01  0.7824E+00  0.2545E-02
  0.1526E+01  0.8060E+00  0.2212E-02
  0.1570E+01  0.8287E+00  0.1956E-02
  0.1615E+01  0.8504E+00  0.1836E-02
  0.1660E+01  0.8712E+00  0.1896E-02
  0.1705E+01  0.8908E+00  0.2120E-02
  0.1750E+01  0.9093E+00  0.2456E-02
  0.1795E+01  0.9266E+00  0.2846E-02
  0.1840E+01  0.9427E+00  0.3251E-02
  0.1884E+01  0.9574E+00  0.3642E-02
  0.1929E+01  0.9708E+00  0.3999E-02
  0.1974E+01  0.9828E+00  0.4310E-02
  0.2019E+01  0.9934E+00  0.4563E-02
  0.2064E+01  0.1003E+01  0.4752E-02
  0.2109E+01  0.1010E+01  0.4872E-02
  0.2154E+01  0.1017E+01  0.4920E-02
