#      R          P(R)      ERROR
#
  0.0000E+00  0.0000E+00  0.0000E+00
  0.3307E-01  0.8227E-02  0.2383E-03
  0.6614E-01  0.1706E-01  0.4487E-03
  0.9921E-01  0.2649E-01  0.6317E-03
  0.1323E+00  0.3651E-01  0.7876E-03
  0.1653E+00  0.4712E-01  0.9173E-03
  0.1984E+00  0.5831E-01  0.1022E-02
  0.2315E+00  0.7006E-01  0.1101E-02
  0.2646E+00  0.8237E-01  0.1158E-02
  0.2976E+00  0.9521E-01  0.1193E-02
  0.3307E+00  0.1086E+00  0.1208E-02
  0.3638E+00  0.1224E+00  0.1205E-02
  0.3968E+00  0.1368E+00  0.1185E-02
  0.4299E+00  0.1515E+00  0.1152E-02
  0.4630E+00  0.1668E+00  0.1108E-02
  0.4960E+00  0.1824E+00  0.1057E-02
  0.5291E+00  0.1984E+00  0.1001E-02
  0.5622E+00  0.2147E+00  0.9459E-03
  0.5952E+00  0.2314E+00  0.8966E-03
  0.6283E+00  0.2483E+00  0.8584E-03
  0.6614E+00  0.2655E+00  0.8368E-03
  0.6944E+00  0.2829E+00  0.8358E-03
  0.7275E+00  0.3005E+00  0.8571E-03
  0.7606E+00  0.3182E+00  0.8997E-03
  0.7937E+00  0.3360E+00  0.9602E-03
  0.8267E+00  0.3540E+00  0.1034E-02
  0.8598E+00  0.3719E+00  0.1117E-02
  0.8929E+00  0.3899E+00  0.1205E-02
  0.9259E+00  0.4078E+00  0.1294E-02
  0.9590E+00  0.4256E+00  0.1381E-02
  0.9921E+00  0.4434E+00  0.1465E-02
  0.1025E+01  0.4610E+00  0.1542E-02
  0.1058E+01  0.4784E+00  0.1613E-02
  0.1091E+01  0.4956E+00  0.1674E-02
  0.1124E+01  0.5125E+00  0.1727E-02
  0.1157E+01  0.5291E+00  0.1769E-02
  0.1190E+01  0.5455E+00  0.1801E-02
  0.1224E+01  0.5614E+00  0.1824E-02
  0.1257E+01  0.5770E+00  0.1836E-02
  0.1290E+01  0.5922E+00  0.1838E-02
  0.1323E+01  0.6069E+00  0.1832E-02
  0.1356E+01  0.6212E+00  0.1818E-02
  0.1389E+01  0.6349E+00  0.1797E-02
  0.1422E+01  0.6482E+00  0.1772E-02
  0.1455E+01  0.6609E+00  0.1742E-02
  0.1488E+01  0.6730E+00  0.1711E-02
  0.1521E+01  0.6846E+00  0.1681E-02
  0.1554E+01  0.6955E+00  0.1653E-02
  0.1587E+01  0.7059E+00  0.1630E-02
  0.1620E+01  0.7156E+00  0.1614E-02
  0.1653E+01  0.7246E+00  0.1607E-02
  0.1687E+01  0.7331E+00  0.1611E-02
  0.1720E+01  0.7408E+00  0.1625E-02
  0.1753E+01  0.7479E+00  0.1651E-02
  0.1786E+01  0.7544E+00  0.1687E-02
  0.1819E+01  0.7601E+00  0.1733E-02
  0.1852E+01  0.7652E+00  0.1786E-02
  0.1885E+01  0.7697E+00  0.1846E-02
  0.1918E+01  0.7735E+00  0.1909E-02
  0.1951E+01  0.7766E+00  0.1975E-02
  0.1984E+01  0.7791E+00  0.2040E-02
  0.2017E+01  0.7809E+00  0.2104E-02
  0.2050E+01  0.7821E+00  0.2164E-02
  0.2083E+01  0.7827E+00  0.2219E-02
  0.2116E+01  0.7827E+00  0.2268E-02
  0.2149E+01  0.7821E+00  0.2310E-02
  0.2183E+01  0.7810E+00  0.2344E-02
  0.2216E+01  0.7793E+00  0.2369E-02
  0.2249E+01  0.7770E+00  0.2386E-02
  0.2282E+01  0.7743E+00  0.2393E-02
  0.2315E+01  0.7710E+00  0.2392E-02
  0.2348E+01  0.7673E+00  0.2382E-02
  0.2381E+01  0.7632E+00  0.2364E-02
  0.2414E+01  0.7586E+00  0.2338E-02
  0.2447E+01  0.7537E+00  0.2307E-02
  0.2480E+01  0.7483E+00  0.2271E-02
  0.2513E+01  0.7426E+00  0.2231E-02
  0.2546E+01  0.7366E+00  0.2191E-02
  0.2579E+01  0.7303E+00  0.2151E-02
  0.2612E+01  0.7237E+00  0.2114E-02
  0.2646E+01  0.7169E+00  0.2083E-02
  0.2679E+01  0.7098E+00  0.2059E-02
  0.2712E+01  0.7025E+00  0.2046E-02
  0.2745E+01  0.6951E+00  0.2043E-02
  0.2778E+01  0.6875E+00  0.2054E-02
  0.2811E+01  0.6797E+00  0.2079E-02
  0.2844E+01  0.6718E+00  0.2116E-02
  0.2877E+01  0.6638E+00  0.2167E-02
  0.2910E+01  0.6558E+00  0.2230E-02
  0.2943E+01  0.6477E+00  0.2302E-02
  0.2976E+01  0.6395E+00  0.2383E-02
  0.3009E+01  0.6313E+00  0.2469E-02
  0.3042E+01  0.6231E+00  0.2559E-02
  0.3075E+01  0.6149E+00  0.2651E-02
  0.3108E+01  0.6067E+00  0.2742E-02
  0.3142E+01  0.5986E+00  0.2831E-02
  0.3175E+01  0.5904E+00  0.2916E-02
  0.3208E+01  0.5824E+00  0.2996E-02
  0.3241E+01  0.5744E+00  0.3070E-02
  0.3274E+01  0.5664E+00  0.3136E-02
  0.3307E+01  0.5585E+00  0.3193E-02
  0.3340E+01  0.5507E+00  0.3241E-02
  0.3373E+01  0.5430E+00  0.3280E-02
  0.3406E+01  0.5353E+00  0.3309E-02
  0.3439E+01  0.5278E+00  0.3327E-02
  0.3472E+01  0.5203E+00  0.3337E-02
  0.3505E+01  0.5129E+00  0.3336E-02
  0.3538E+01  0.5057E+00  0.3327E-02
  0.3571E+01  0.4985E+00  0.3309E-02
  0.3604E+01  0.4913E+00  0.3283E-02
  0.3638E+01  0.4843E+00  0.3252E-02
  0.3671E+01  0.4774E+00  0.3215E-02
  0.3704E+01  0.4705E+00  0.3175E-02
  0.3737E+01  0.4638E+00  0.3132E-02
  0.3770E+01  0.4571E+00  0.3089E-02
  0.3803E+01  0.4505E+00  0.3048E-02
  0.3836E+01  0.4439E+00  0.3010E-02
  0.3869E+01  0.4374E+00  0.2977E-02
  0.3902E+01  0.4310E+00  0.2950E-02
  0.3935E+01  0.4247E+00  0.2932E-02
  0.3968E+01  0.4184E+00  0.2924E-02
  0.4001E+01  0.4122E+00  0.2926E-02
  0.4034E+01  0.4060E+00  0.2939E-02
  0.4067E+01  0.3999E+00  0.2963E-02
  0.4101E+01  0.3938E+00  0.2999E-02
  0.4134E+01  0.3878E+00  0.3044E-02
  0.4167E+01  0.3818E+00  0.3099E-02
  0.4200E+01  0.3759E+00  0.3162E-02
  0.4233E+01  0.3700E+00  0.3231E-02
  0.4266E+01  0.3642E+00  0.3305E-02
  0.4299E+01  0.3584E+00  0.3383E-02
  0.4332E+01  0.3526E+00  0.3461E-02
  0.4365E+01  0.3470E+00  0.3541E-02
  0.4398E+01  0.3413E+00  0.3618E-02
  0.4431E+01  0.3357E+00  0.3694E-02
  0.4464E+01  0.3302E+00  0.3765E-02
  0.4497E+01  0.3247E+00  0.3832E-02
  0.4530E+01  0.3193E+00  0.3893E-02
  0.4563E+01  0.3139E+00  0.3949E-02
  0.4597E+01  0.3087E+00  0.3997E-02
  0.4630E+01  0.3034E+00  0.4039E-02
  0.4663E+01  0.2982E+00  0.4073E-02
