#      R          P(R)      ERROR
#
  0.0000E+00  0.0000E+00  0.0000E+00
  0.3730E-01  0.1167E-01  0.2574E-03
  0.7460E-01  0.2411E-01  0.4802E-03
  0.1119E+00  0.3730E-01  0.6689E-03
  0.1492E+00  0.5124E-01  0.8242E-03
  0.1865E+00  0.6592E-01  0.9472E-03
  0.2238E+00  0.8134E-01  0.1039E-02
  0.2611E+00  0.9746E-01  0.1102E-02
  0.2984E+00  0.1143E+00  0.1136E-02
  0.3357E+00  0.1318E+00  0.1146E-02
  0.3730E+00  0.1500E+00  0.1133E-02
  0.4103E+00  0.1688E+00  0.1099E-02
  0.4476E+00  0.1882E+00  0.1049E-02
  0.4849E+00  0.2081E+00  0.9868E-03
  0.5222E+00  0.2287E+00  0.9171E-03
  0.5595E+00  0.2497E+00  0.8465E-03
  0.5968E+00  0.2712E+00  0.7829E-03
  0.6341E+00  0.2932E+00  0.7359E-03
  0.6714E+00  0.3156E+00  0.7148E-03
  0.7087E+00  0.3383E+00  0.7261E-03
  0.7460E+00  0.3614E+00  0.7706E-03
  0.7833E+00  0.3847E+00  0.8431E-03
  0.8206E+00  0.4083E+00  0.9357E-03
  0.8579E+00  0.4320E+00  0.1040E-02
  0.8952E+00  0.4559E+00  0.1151E-02
  0.9325E+00  0.4799E+00  0.1261E-02
  0.9698E+00  0.5039E+00  0.1368E-02
  0.1007E+01  0.5279E+00  0.1468E-02
  0.1044E+01  0.5519E+00  0.1559E-02
  0.1082E+01  0.5757E+00  0.1639E-02
  0.1119E+01  0.5994E+00  0.1707E-02
  0.1156E+01  0.6229E+00  0.1761E-02
  0.1194E+01  0.6461E+00  0.1802E-02
  0.1231E+01  0.6691E+00  0.1828E-02
  0.1268E+01  0.6916E+00  0.1840E-02
  0.1306E+01  0.7138E+00  0.1839E-02
  0.1343E+01  0.7355E+00  0.1825E-02
  0.1380E+01  0.7568E+00  0.1800E-02
  0.1417E+01  0.7774E+00  0.1764E-02
  0.1455E+01  0.7976E+00  0.1721E-02
  0.1492E+01  0.8170E+00  0.1673E-02
  0.1529E+01  0.8359E+00  0.1622E-02
  0.1567E+01  0.8540E+00  0.1572E-02
  0.1604E+01  0.8714E+00  0.1526E-02
  0.1641E+01  0.8880E+00  0.1489E-02
  0.1679E+01  0.9038E+00  0.1463E-02
  0.1716E+01  0.9189E+00  0.1451E-02
  0.1753E+01  0.9330E+00  0.1456E-02
  0.1790E+01  0.9463E+00  0.1479E-02
  0.1828E+01  0.9587E+00  0.1518E-02
  0.1865E+01  0.9702E+00  0.1572E-02
  0.1902E+01  0.9808E+00  0.1637E-02
  0.1940E+01  0.9905E+00  0.1712E-02
  0.1977E+01  0.9992E+00  0.1792E-02
  0.2014E+01  0.1007E+01  0.1875E-02
  0.2052E+01  0.1014E+01  0.1957E-02
  0.2089E+01  0.1020E+01  0.2035E-02
  0.2126E+01  0.1025E+01  0.2108E-02
  0.2163E+01  0.1029E+01  0.2174E-02
  0.2201E+01  0.1032E+01  0.2231E-02
  0.2238E+01  0.1034E+01  0.2279E-02
  0.2275E+01  0.1035E+01  0.2315E-02
  0.2313E+01  0.1036E+01  0.2341E-02
  0.2350E+01  0.1036E+01  0.2355E-02
  0.2387E+01  0.1034E+01  0.2358E-02
  0.2425E+01  0.1032E+01  0.2351E-02
  0.2462E+01  0.1030E+01  0.2334E-02
  0.2499E+01  0.1026E+01  0.2309E-02
  0.2537E+01  0.1022E+01  0.2276E-02
  0.2574E+01  0.1017E+01  0.2239E-02
  0.2611E+01  0.1012E+01  0.2198E-02
  0.2648E+01  0.1006E+01  0.2157E-02
  0.2686E+01  0.9990E+00  0.2117E-02
  0.2723E+01  0.9918E+00  0.2082E-02
  0.2760E+01  0.9842E+00  0.2055E-02
  0.2798E+01  0.9760E+00  0.2038E-02
  0.2835E+01  0.9675E+00  0.2033E-02
  0.2872E+01  0.9585E+00  0.2042E-02
  0.2910E+01  0.9493E+00  0.2065E-02
  0.2947E+01  0.9397E+00  0.2103E-02
  0.2984E+01  0.9298E+00  0.2155E-02
  0.3021E+01  0.9197E+00  0.2219E-02
  0.3059E+01  0.9094E+00  0.2293E-02
  0.3096E+01  0.8989E+00  0.2376E-02
  0.3133E+01  0.8883E+00  0.2465E-02
  0.3171E+01  0.8775E+00  0.2557E-02
  0.3208E+01  0.8667E+00  0.2651E-02
  0.3245E+01  0.8558E+00  0.2744E-02
  0.3283E+01  0.8448E+00  0.2835E-02
  0.3320E+01  0.8338E+00  0.2923E-02
  0.3357E+01  0.8228E+00  0.3005E-02
  0.3394E+01  0.8119E+00  0.3082E-02
