#      R          P(R)      ERROR
#
  0.0000E+00  0.0000E+00  0.0000E+00
  0.4931E-01  0.1991E-01  0.2894E-02
  0.9862E-01  0.4118E-01  0.5176E-02
  0.1479E+00  0.6379E-01  0.6860E-02
  0.1972E+00  0.8774E-01  0.7970E-02
  0.2466E+00  0.1130E+00  0.8538E-02
  0.2959E+00  0.1397E+00  0.8603E-02
  0.3452E+00  0.1676E+00  0.8213E-02
  0.3945E+00  0.1968E+00  0.7422E-02
  0.4438E+00  0.2274E+00  0.6291E-02
  0.4931E+00  0.2591E+00  0.4887E-02
  0.5424E+00  0.2921E+00  0.3293E-02
  0.5917E+00  0.3263E+00  0.1673E-02
  0.6411E+00  0.3616E+00  0.1156E-02
  0.6904E+00  0.3980E+00  0.2670E-02
  0.7397E+00  0.4353E+00  0.4462E-02
  0.7890E+00  0.4736E+00  0.6207E-02
  0.8383E+00  0.5128E+00  0.7819E-02
  0.8876E+00  0.5526E+00  0.9242E-02
  0.9369E+00  0.5931E+00  0.1043E-01
  0.9862E+00  0.6341E+00  0.1135E-01
  0.1036E+01  0.6754E+00  0.1199E-01
  0.1085E+01  0.7170E+00  0.1231E-01
  0.1134E+01  0.7586E+00  0.1231E-01
  0.1183E+01  0.8001E+00  0.1200E-01
  0.1233E+01  0.8413E+00  0.1139E-01
  0.1282E+01  0.8820E+00  0.1049E-01
  0.1331E+01  0.9222E+00  0.9338E-02
  0.1381E+01  0.9614E+00  0.7965E-02
  0.1430E+01  0.9997E+00  0.6428E-02
  0.1479E+01  0.1037E+01  0.4811E-02
  0.1529E+01  0.1072E+01  0.3291E-02
  0.1578E+01  0.1106E+01  0.2388E-02
  0.1627E+01  0.1139E+01  0.2895E-02
  0.1677E+01  0.1169E+01  0.4324E-02
  0.1726E+01  0.1197E+01  0.5978E-02
  0.1775E+01  0.1223E+01  0.7611E-02
  0.1825E+01  0.1247E+01  0.9119E-02
  0.1874E+01  0.1268E+01  0.1044E-01
  0.1923E+01  0.1287E+01  0.1154E-01
  0.1972E+01  0.1303E+01  0.1238E-01
  0.2022E+01  0.1317E+01  0.1293E-01
  0.2071E+01  0.1327E+01  0.1319E-01
  0.2120E+01  0.1335E+01  0.1314E-01
  0.2170E+01  0.1341E+01  0.1280E-01
  0.2219E+01  0.1343E+01  0.1217E-01
  0.2268E+01  0.1343E+01  0.1128E-01
  0.2318E+01  0.1341E+01  0.1015E-01
  0.2367E+01  0.1336E+01  0.8825E-02
  0.2416E+01  0.1329E+01  0.7381E-02
  0.2466E+01  0.1319E+01  0.5919E-02
  0.2515E+01  0.1308E+01  0.4635E-02
  0.2564E+01  0.1294E+01  0.3901E-02
  0.2614E+01  0.1279E+01  0.4113E-02
  0.2663E+01  0.1262E+01  0.5150E-02
  0.2712E+01  0.1244E+01  0.6574E-02
  0.2761E+01  0.1225E+01  0.8094E-02
  0.2811E+01  0.1204E+01  0.9559E-02
  0.2860E+01  0.1183E+01  0.1088E-01
  0.2909E+01  0.1161E+01  0.1201E-01
  0.2959E+01  0.1139E+01  0.1290E-01
  0.3008E+01  0.1116E+01  0.1353E-01
  0.3057E+01  0.1093E+01  0.1388E-01
  0.3107E+01  0.1070E+01  0.1393E-01
  0.3156E+01  0.1047E+01  0.1370E-01
  0.3205E+01  0.1024E+01  0.1319E-01
  0.3255E+01  0.1002E+01  0.1243E-01
  0.3304E+01  0.9796E+00  0.1145E-01
  0.3353E+01  0.9579E+00  0.1030E-01
  0.3403E+01  0.9366E+00  0.9048E-02
  0.3452E+01  0.9158E+00  0.7812E-02
  0.3501E+01  0.8955E+00  0.6752E-02
  0.3550E+01  0.8758E+00  0.6097E-02
  0.3600E+01  0.8565E+00  0.6057E-02
  0.3649E+01  0.8378E+00  0.6660E-02
  0.3698E+01  0.8195E+00  0.7719E-02
  0.3748E+01  0.8016E+00  0.9006E-02
  0.3797E+01  0.7840E+00  0.1035E-01
  0.3846E+01  0.7668E+00  0.1163E-01
  0.3896E+01  0.7499E+00  0.1276E-01
  0.3945E+01  0.7332E+00  0.1370E-01
  0.3994E+01  0.7166E+00  0.1441E-01
  0.4044E+01  0.7001E+00  0.1486E-01
  0.4093E+01  0.6837E+00  0.1504E-01
  0.4142E+01  0.6672E+00  0.1494E-01
  0.4192E+01  0.6507E+00  0.1457E-01
  0.4241E+01  0.6342E+00  0.1396E-01
  0.4290E+01  0.6175E+00  0.1313E-01
  0.4339E+01  0.6008E+00  0.1213E-01
  0.4389E+01  0.5839E+00  0.1102E-01
  0.4438E+01  0.5670E+00  0.9896E-02
  0.4487E+01  0.5499E+00  0.8869E-02
  0.4537E+01  0.5328E+00  0.8094E-02
  0.4586E+01  0.5157E+00  0.7727E-02
  0.4635E+01  0.4986E+00  0.7857E-02
  0.4685E+01  0.4815E+00  0.8448E-02
  0.4734E+01  0.4645E+00  0.9363E-02
  0.4783E+01  0.4478E+00  0.1044E-01
  0.4833E+01  0.4312E+00  0.1155E-01
  0.4882E+01  0.4150E+00  0.1260E-01
  0.4931E+01  0.3991E+00  0.1350E-01
  0.4981E+01  0.3836E+00  0.1421E-01
  0.5030E+01  0.3686E+00  0.1471E-01
  0.5079E+01  0.3542E+00  0.1496E-01
  0.5128E+01  0.3403E+00  0.1496E-01
  0.5178E+01  0.3271E+00  0.1473E-01
  0.5227E+01  0.3145E+00  0.1427E-01
  0.5276E+01  0.3026E+00  0.1363E-01
  0.5326E+01  0.2914E+00  0.1285E-01
  0.5375E+01  0.2810E+00  0.1200E-01
  0.5424E+01  0.2712E+00  0.1116E-01
  0.5474E+01  0.2622E+00  0.1045E-01
  0.5523E+01  0.2538E+00  0.9963E-02
  0.5572E+01  0.2461E+00  0.9809E-02
  0.5622E+01  0.2390E+00  0.1003E-01
  0.5671E+01  0.2325E+00  0.1058E-01
  0.5720E+01  0.2265E+00  0.1139E-01
  0.5770E+01  0.2209E+00  0.1234E-01
  0.5819E+01  0.2158E+00  0.1333E-01
  0.5868E+01  0.2109E+00  0.1427E-01
  0.5917E+01  0.2063E+00  0.1511E-01
  0.5967E+01  0.2019E+00  0.1578E-01
  0.6016E+01  0.1976E+00  0.1626E-01
  0.6065E+01  0.1934E+00  0.1653E-01
  0.6115E+01  0.1892E+00  0.1658E-01
  0.6164E+01  0.1849E+00  0.1641E-01
  0.6213E+01  0.1805E+00  0.1605E-01
  0.6263E+01  0.1759E+00  0.1552E-01
  0.6312E+01  0.1712E+00  0.1487E-01
  0.6361E+01  0.1663E+00  0.1415E-01
  0.6411E+01  0.1612E+00  0.1344E-01
  0.6460E+01  0.1558E+00  0.1281E-01
  0.6509E+01  0.1502E+00  0.1233E-01
  0.6559E+01  0.1445E+00  0.1208E-01
