# Fitted chi: 0.209395 +- 0.00574624
# Scaling factor for file 1: 0.883085 +- 0.00187349
# Scaling factor for file 2: 0.0428309 +- 0.0674572
# Scaling factor for file 3: 0.159054 +- 0.148202
# Scaling factor for file 4: -0.0948294 +- 0.101672

@type xydy
0.3011719 56.311256 0.163166003015
0.3059148 56.430764 0.1620398909
0.3106577 56.053081 0.160223649587
0.3154005 55.840666 0.15868808547
0.3201434 55.603466 0.157155909197
0.3248863 55.448704 0.155764308276
0.3296291 55.107141 0.154131706196
0.334372 55.131507 0.15304533226
0.3391149 54.973348 0.153330772004
0.3438577 55.059295 0.155433591601
0.3486006 54.58655 0.158704540266
0.3533435 54.282783 0.161165495242
0.3580863 54.103166 0.162898789254
0.3628292 53.688899 0.163874371672
0.367572 53.638696 0.165145920442
0.3723149 53.519882 0.166177053882
0.3770578 53.683541 0.167544658605
0.3818006 53.39353 0.167983002453
0.3865435 52.852608 0.167954474859
0.3912864 52.785732 0.168521235308
0.3960292 52.449892 0.168674602784
0.4007721 52.541581 0.169543553676
0.405515 52.664911 0.175592743251
0.4102578 52.141508 0.179274095185
0.4150007 52.257082 0.183402658932
0.4197436 52.173624 0.186078606929
0.4244864 51.496767 0.187861070102
0.4292293 51.576142 0.190877898353
0.4339722 51.382115 0.19343562525
0.438715 51.288565 0.19607891914
0.4434579 51.11643 0.198625292429
0.4482008 51.075671 0.2018984617
0.4529436 50.783465 0.204601273336
0.4576865 50.837671 0.206848313558
0.4624294 50.403306 0.207678434818
0.4671722 49.966964 0.205755969259
0.4719151 50.493397 0.19869595642
0.4766579 50.178052 0.194345164687
0.4814008 49.679206 0.190920304902
0.4861437 49.711068 0.189101619469
0.4908865 49.576628 0.187306032812
0.4956294 49.285432 0.185440783717
0.5003723 48.959125 0.183663565694
0.5051151 48.64454 0.182033818596
0.509858 48.666217 0.181127808434
0.5146009 48.541258 0.180021676789
0.5193437 48.216139 0.17859700682
0.5240866 48.075975 0.177568963601
0.5288295 47.962563 0.176633265924
0.5335723 47.884634 0.175452035858
0.5383152 47.6472 0.17375361293
0.5430581 47.362979 0.172027847764
0.5478009 47.218014 0.170605998397
0.5525438 47.056327 0.169198545015
0.5572867 46.898828 0.167832181536
0.5620295 46.842244 0.166685016529
0.5667724 46.803771 0.165604033978
0.5715152 46.743244 0.164514503451
0.5762581 46.307351 0.162789089449
0.581001 46.299877 0.161889427777
0.5857438 46.026424 0.160928116475
0.5904867 45.731813 0.160026577988
0.5952296 45.517752 0.159266299173
0.5999724 45.152671 0.158414602681
0.6047153 44.943644 0.157647894919
0.6094582 45.11294 0.157438022464
0.614201 45.045795 0.157099575663
0.6189439 44.794062 0.156151228543
0.6236868 44.374571 0.155059766943
0.6284296 44.283911 0.15454884599
0.6331725 44.213884 0.154073453673
0.6379154 44.045338 0.153430656376
0.6426582 43.737107 0.152549972266
0.6474011 43.666183 0.152087026295
0.652144 43.502281 0.151461394165
0.6568868 43.462081 0.151055134277
0.6616297 43.15035 0.150181634789
0.6663726 43.114949 0.149792526084
0.6711154 42.863278 0.14902692089
0.6758583 42.54542 0.148149847106
0.6806011 42.604693 0.147933051669
0.685344 42.679224 0.147745489136
0.6900869 42.343143 0.146845841175
0.6948297 42.223472 0.146324174655
0.6995726 42.079365 0.145764510756
0.7043155 42.016165 0.145348530479
0.7090583 41.896847 0.144835044603
0.7138012 41.605361 0.144026386895
0.7185441 41.308703 0.143212914963
0.7232869 41.201251 0.142730584663
0.7280298 40.945272 0.14199086657
0.7327727 41.000583 0.141792196765
0.7375155 40.766075 0.141096375925
0.7422584 41.02261 0.14125132021
0.7470013 40.595119 0.140226276222
0.7517441 40.353657 0.139523300191
0.756487 40.378256 0.139284265597
0.7612299 40.386353 0.139018912975
0.7659727 39.934671 0.137961432623
0.7707156 39.882141 0.137593638247
0.7754585 39.613363 0.13685743916
0.7802013 39.909151 0.137231446918
0.7849442 39.664447 0.136492025036
0.789687 39.575575 0.135981452273
0.7944299 39.299978 0.135242146783
0.7991728 39.306279 0.134989880492
0.8039156 38.843954 0.133932200377
0.8086585 38.462649 0.133013374749
0.8134014 38.652299 0.133083747043
0.8181442 38.536201 0.132729117693
0.8228871 38.624176 0.132530818504
0.82763 38.203299 0.131548209942
0.8323728 37.964251 0.130886545795
0.8371157 38.20289 0.131049519059
0.8418586 38.075629 0.130583540994
0.8466014 37.772062 0.129815420917
0.8513443 37.802708 0.129624933229
0.8560872 37.623898 0.129077192256
0.86083 37.497934 0.128620835213
0.8655729 37.395795 0.128205676999
0.8703158 37.219848 0.127667464341
0.8750586 37.055701 0.127151569973
0.8798015 36.853245 0.126571000147
0.8845443 36.881758 0.126386932594
0.8892872 36.877584 0.126149179644
0.8940301 36.74965 0.125702317822
0.8987729 36.500075 0.125047953708
0.9035158 36.40897 0.124664788866
0.9082587 36.208809 0.124098454108
0.9130015 36.230169 0.123913224488
0.9177444 36.065177 0.123410169344
0.9224873 36.122553 0.123286976175
0.9272301 36.080193 0.122996174774
0.931973 35.792673 0.122289162942
0.9367159 35.453737 0.121494601704
0.9414587 35.691988 0.121686709407
0.9462016 35.728634 0.121536012369
0.9509445 35.321355 0.120631382712
0.9556873 35.32189 0.120422726372
0.9604302 35.174657 0.11996193035
0.9651731 35.080514 0.119594486932
0.9699159 34.945119 0.119158614777
0.9746588 34.772067 0.118659556521
0.9794017 34.796984 0.118497713411
0.9841445 34.748042 0.118212420064
0.9888874 34.513204 0.117612942741
0.9936302 34.541078 0.117461551545
0.9983731 34.257908 0.116780278764
1.003116 34.432894 0.116881111012
1.007859 34.3425 0.116532506212
1.012602 34.397723 0.116431588471
1.017345 34.090179 0.115715428702
1.022087 34.15059 0.115625532121
1.02683 34.011094 0.115198809472
1.031573 34.011487 0.115009623091
1.036316 33.890182 0.114614289566
1.041059 33.696758 0.114099269978
1.045802 33.579264 0.113714568555
1.050545 33.573954 0.113520638826
1.055287 33.676276 0.11350732344
1.06003 33.316556 0.112716810005
1.064773 33.207826 0.112351478522
1.069516 33.189946 0.112140943914
1.074259 33.019823 0.111672475399
1.079002 33.00836 0.111474452576
1.083745 32.975692 0.111266148969
1.088488 32.922416 0.111024401093
1.09323 32.831625 0.110646097022
1.097973 32.768011 0.110364067057
1.102716 32.648334 0.109989412327
1.107459 32.569794 0.109684914577
1.112202 32.47827 0.109358078371
1.116945 32.476113 0.109183854659
1.121688 32.351718 0.108805245762
1.12643 32.360875 0.108652291317
1.131173 32.398318 0.108545937897
1.135916 32.280187 0.108180626888
1.140659 32.161687 0.107816345412
1.145402 31.934758 0.107270950324
1.150145 32.098965 0.10738103381
1.154888 31.961899 0.106988060106
1.159631 31.923024 0.106760931049
1.164373 32.00499 0.106736722482
1.169116 31.730511 0.106196087985
1.173859 31.734769 0.106014458207
1.178602 31.681946 0.105716371809
1.183345 31.543231 0.105327198193
1.188088 31.399166 0.10492863466
1.192831 31.446779 0.104851627334
1.197573 31.406421 0.104629086647
1.202316 31.381989 0.104434126633
1.207059 31.339682 0.104546763234
1.211802 31.406898 0.108085864761
1.216545 31.153045 0.109888869715
1.221288 31.090904 0.111429515637
1.226031 31.009693 0.112677227275
1.230774 30.953919 0.113817044825
1.235516 30.914221 0.114881894845
1.240259 30.843501 0.115812579318
1.245002 30.914555 0.116950330624
1.249745 30.94503 0.117967717722
1.254488 30.777418 0.118567980956
1.259231 30.541158 0.118713653694
1.263974 30.641021 0.119213165946
1.268716 30.409279 0.119049495883
1.273459 30.621122 0.117505922441
1.278202 30.859322 0.113602457776
1.282945 30.652876 0.111062275413
1.287688 30.651626 0.10949596904
1.292431 30.458379 0.107889633408
1.297174 30.352779 0.106629809129
1.301916 30.482847 0.105911131231
1.306659 30.339972 0.104813729018
1.311402 30.067411 0.103571597829
1.316145 30.275206 0.103215279181
1.320888 30.177655 0.102535775896
1.325631 29.918272 0.101831297466
1.330374 29.911139 0.101570745278
1.335117 29.948223 0.101396153924
1.339859 29.968605 0.101200425739
1.344602 29.839862 0.100761484389
1.349345 29.75661 0.100407436941
1.354088 29.808905 0.100288288783
1.358831 29.755789 0.0999961894483
1.363574 29.621692 0.099573597066
1.368317 29.594914 0.0993366660911
1.373059 29.562427 0.099094910485
1.377802 29.585654 0.0989488865747
1.382545 29.534406 0.0986820125134
1.387288 29.455306 0.0983729280623
1.392031 29.588696 0.0984210756486
1.396774 29.371409 0.097887207455
1.401517 29.261818 0.0975357557254
1.40626 29.356335 0.0975271401222
1.411002 29.360752 0.0973710035995
1.415745 29.10607 0.0967857644924
1.420488 29.186368 0.0967596140549
1.425231 29.207255 0.0966367650077
1.429974 29.275638 0.0965943047043
1.434717 29.28813 0.0964601455594
1.43946 29.133418 0.0960525322963
1.444202 28.919661 0.0955492998625
1.448945 29.083931 0.0956715840751
1.453688 29.034307 0.095442034169
1.458431 28.997368 0.0952347904052
1.463174 28.892504 0.0949431890947
1.467917 28.852208 0.0947359550961
1.47266 28.874394 0.0946032271352
1.477402 28.660842 0.0941120816571
1.482145 28.691663 0.0940235286626
1.486888 28.653948 0.0938242198054
1.491631 28.719132 0.0937932868285
1.496374 28.662862 0.0935647532586
1.501117 28.654639 0.0934637098185
1.50586 28.666288 0.0951547825083
1.510603 28.702339 0.0978927535588
1.515345 28.658113 0.0994381022259
1.520088 28.49815 0.100466680354
1.524831 28.524605 0.101653923847
1.529574 28.563768 0.102524450176
1.534317 28.747132 0.09999393537
1.53906 28.548293 0.0981010825072
1.543803 28.566116 0.0970967345252
1.548545 28.367638 0.0957483950217
1.553288 28.464472 0.0950604550203
1.558031 28.443764 0.094225614802
1.562774 28.332517 0.0930998066736
1.567517 28.149088 0.0919439281295
1.57226 28.153859 0.0914126697888
1.577003 28.387237 0.0914299716356
1.581746 28.228578 0.0909981362518
1.586488 28.255076 0.0910648266191
1.591231 28.202627 0.091096777263
1.595974 28.230172 0.0912535788815
1.600717 28.134302 0.0911778864003
1.60546 28.098513 0.0910015454131
1.610203 28.079586 0.0908188746201
1.614946 27.884126 0.0903544410183
1.619688 27.892315 0.0902229216182
1.624431 28.012219 0.0902738718502
1.629174 27.978688 0.0900791377578
1.633917 27.794228 0.0896442501872
1.63866 27.870907 0.0896321538508
1.643403 27.897706 0.0895413444077
1.648146 27.740164 0.0891558188771
1.652889 27.818887 0.0891517523649
1.657631 27.804283 0.0889998640192
1.662374 27.737561 0.0887654075371
1.667117 27.637189 0.0884786060853
1.67186 27.664438 0.0883977116013
1.676603 27.784839 0.0884665279256
1.681346 27.625083 0.0880896147001
1.686089 27.567402 0.0878761886433
1.690831 27.723742 0.0880050475361
1.695574 27.602208 0.0876931811602
1.700317 27.516269 0.0874385097536
1.70506 27.515634 0.087320401528
1.709803 27.487978 0.0871604081476
1.714546 27.556614 0.0871543506754
1.719289 27.437595 0.0868515465491
1.724031 27.371896 0.0866338353058
1.728774 27.345215 0.0864792091145
1.733517 27.496907 0.0866071768679
1.73826 27.33168 0.0862354010978
1.743003 27.319426 0.0861053743776
1.747746 27.253413 0.0858919834715
1.752489 27.163393 0.0856417928467
1.757232 27.142575 0.0855010371835
1.761974 27.256642 0.0855725131716
1.766717 27.285739 0.0855114405495
1.77146 27.201772 0.0852738150944
1.776203 27.315089 0.0853837745224
1.780946 27.186285 0.0850795518736
1.785689 27.289498 0.0850953961775
1.790432 27.165132 0.0847976531407
1.795174 27.207376 0.0847602220429
1.799917 27.065937 0.0844364900557
1.80466 27.19756 0.0845395257179
1.809403 27.190422 0.0844268908028
1.814146 27.08551 0.0841627625651
1.818889 27.094782 0.084076244263
1.823632 27.023245 0.0838652430457
1.828375 26.971769 0.0836861825464
1.833117 27.004253 0.08363755475
1.83786 27.021423 0.0835653553627
1.842603 26.899183 0.0832781174375
1.847346 26.829635 0.0830733664497
1.852089 26.849324 0.0830753643762
1.856832 26.722452 0.0827200037728
1.861575 26.704513 0.0825905145078
1.866317 26.753927 0.0825716130816
1.87106 26.764117 0.0824924429253
1.875803 26.576879 0.0821086008356
1.880546 26.78534 0.0823357866067
1.885289 26.687158 0.0820912789023
1.890032 26.768599 0.0821228702597
1.894775 26.633937 0.081822822986
1.899517 26.668425 0.0817834849708
1.90426 26.73666 0.0817958158274
1.909003 26.770258 0.081755437014
1.913746 26.734682 0.0816090572134
1.918489 26.631991 0.0813614190602
1.923232 26.68912 0.0813581840127
1.927975 26.572402 0.0810876859101
1.932718 26.639307 0.0810358231085
1.93746 26.646225 0.0808573115256
1.942203 26.479171 0.0803837288307
1.946946 26.579778 0.0803406200693
1.951689 26.5685 0.0801652185856
1.956432 26.361638 0.0797663679922
1.961175 26.436374 0.0797953347463
1.965918 26.418006 0.0796849101972
1.97066 26.522797 0.0798050633208
1.975403 26.433084 0.0796486215879
1.980146 26.304206 0.0794760643724
1.984889 26.374178 0.0796028384753
1.989632 26.432649 0.0797119492361
1.994375 26.418671 0.0796617625219
1.999118 26.349301 0.0794426859862
2.003861 26.298393 0.0792816053694
2.008603 26.337564 0.0792558943647
2.013346 26.572461 0.0802303917866
2.018089 26.373034 0.0822611485275
2.022832 26.193016 0.083336721704
2.027575 26.273446 0.0845202180794
2.032318 26.241256 0.085374094082
2.037061 26.177199 0.0860814099947
2.041803 26.161991 0.086785637805
2.046546 26.268359 0.0873594292976
2.051289 26.124955 0.0873883777595
2.056032 26.186138 0.0877385761465
2.060775 26.155064 0.087918260545
2.065518 26.06067 0.0879763270162
2.070261 26.036776 0.088141290378
2.075003 26.103342 0.0884487093024
2.079746 26.212461 0.0865033956123
2.084489 26.27398 0.0844047135793
2.089232 26.145294 0.0829937557605
2.093975 26.100231 0.082013162727
2.098718 26.293116 0.0815639002408
2.103461 26.152623 0.0806996745508
2.108204 26.185647 0.0803018638925
2.112946 26.216349 0.0801353069691
2.117689 26.182817 0.0798901850344
2.122432 25.971574 0.0793870891367
2.127175 25.930012 0.0791554586602
2.131918 25.945477 0.0790199818938
2.136661 25.982387 0.078924677084
2.141404 26.026222 0.0788456771404
2.146146 26.040303 0.0787277035764
2.150889 25.996877 0.0785277601415
2.155632 25.971449 0.0783600658993
2.160375 26.015363 0.0783001195186
2.165118 25.918942 0.0780328150362
2.169861 25.885619 0.0778639073037
2.174604 25.846679 0.0776894650479
2.179347 25.911824 0.0776735785555
2.184089 25.856739 0.0774801224787
2.188832 25.87671 0.077401361828
2.193575 25.869846 0.0772844503655
2.198318 25.958105 0.0773108069224
2.203061 25.890067 0.0771060938323
2.207804 25.884512 0.0769965102011
2.212547 25.877084 0.0768855042375
2.217289 25.88846 0.0768035103912
2.222032 25.684899 0.0764038180681
2.226775 25.814415 0.0765003104526
2.231518 25.782689 0.0763586573296
2.236261 25.862338 0.0763823223789
2.241004 25.893683 0.0763359072687
2.245747 25.771048 0.0760634785971
2.25049 25.908146 0.0761747365238
2.255232 25.835143 0.0759773138015
2.259975 25.679861 0.0756598936713
2.264718 25.59716 0.0754504739642
2.269461 25.732707 0.0755628108336
2.274204 25.722541 0.0754611450585
2.278947 25.743465 0.0754061061633
2.28369 25.575994 0.0750757423903
2.288432 25.71383 0.0751937631941
2.293175 25.663383 0.0750359909053
2.297918 25.672555 0.0749664519786
2.302661 25.621426 0.0748094618994
2.307404 25.677877 0.0748103491164
2.312147 25.756995 0.0748437031075
2.31689 25.576176 0.0744998846196
2.321632 25.698241 0.0745975834278
2.326375 25.662565 0.0744662480737
2.331118 25.665714 0.0743913766182
2.335861 25.617259 0.0742427105085
2.340604 25.539929 0.0740524056909
2.345347 25.601002 0.0740634790757
2.35009 25.651035 0.0740585067639
2.354833 25.622118 0.0739397824497
2.359575 25.616035 0.0738549325573
2.364318 25.596437 0.0737507770827
2.369061 25.677895 0.0737922752752
2.373804 25.568808 0.0735604166838
2.378547 25.560591 0.0734739066719
2.38329 25.567784 0.0734100609098
2.388033 25.530425 0.0732823599845
2.392775 25.519569 0.0731932216931
2.397518 25.559046 0.0731768225812
2.402261 25.555408 0.0730990714582
2.407004 25.679992 0.0732039317649
2.411747 25.539477 0.072931357249
2.41649 25.4821 0.0727779630609
2.421233 25.473348 0.0726941895428
2.425976 25.601322 0.0728050135352
2.430718 25.503239 0.072594475248
2.435461 25.563395 0.0726098855819
2.440204 25.472291 0.0724359185748
2.444947 25.464635 0.0723294487698
2.44969 25.437974 0.0722217827545
2.454433 25.513673 0.0722600401692
2.459176 25.491944 0.0721605324574
2.463918 25.445699 0.0720259542719
2.468661 25.383064 0.0718691438183
2.473404 25.390632 0.0718117656369
2.478147 25.412693 0.0717752745152
2.48289 25.329085 0.0715895770293
2.487633 25.356572 0.0715611763962
2.492376 25.330867 0.0714581455022
2.497118 25.386521 0.0714698390966
2.501861 25.424595 0.0714567611694
2.506604 25.462419 0.0714435640789
2.511347 25.458167 0.0713700640023
2.51609 25.460725 0.071252883186
2.520833 25.444167 0.0710837503638
2.525576 25.390386 0.070864253901
2.530319 25.279966 0.0705942137408
2.535061 25.359875 0.0706412370686
2.539804 25.388967 0.0706176453385
2.544547 25.167049 0.0702454293358
2.54929 25.286808 0.0703491154083
2.554033 25.387565 0.0704264990148
2.558776 25.244923 0.0701656302663
2.563519 25.266535 0.0701357615264
2.568261 25.35921 0.0702582608269
2.573004 25.274058 0.0701563684986
2.577747 25.25797 0.0701495256383
2.58249 25.327712 0.070227207025
2.587233 25.320561 0.0701552955782
2.591976 25.31218 0.070081439474
2.596719 25.333771 0.0700492926666
2.601462 25.282011 0.0699159865502
2.606204 25.235514 0.0697904399122
2.610947 25.217517 0.0697043344208
2.61569 25.210485 0.0696335938539
2.620433 25.342985 0.0697553021555
2.625176 25.286606 0.0696169235413
2.629919 25.258407 0.069517621001
2.634662 25.399607 0.0696661796799
2.639404 25.343158 0.0695405581339
2.644147 25.281223 0.0693726678256
2.64889 25.378245 0.0694416396696
2.653633 25.209541 0.0691612551057
2.658376 25.324682 0.0692612365471
2.663119 25.338091 0.0692082955608
2.667862 25.264889 0.069048832653
2.672605 25.248266 0.0689673211087
2.677347 25.2744 0.0689443369097
2.68209 25.236329 0.0688337886871
2.686833 25.362374 0.0689472529236
2.691576 25.261344 0.0687513229727
2.696319 25.168929 0.0685675501839
2.701062 25.140302 0.0684709336656
2.705805 25.207943 0.0685053880686
2.710547 25.192036 0.0684260388005
2.71529 25.192753 0.0683699380151
2.720033 25.198482 0.0683206266488
2.724776 25.180274 0.0682390679085
2.729519 25.266984 0.0682994342733
2.734262 25.318455 0.0683121551021
2.739005 25.234791 0.0681427725551
2.743747 25.181656 0.0680146123341
2.74849 25.148498 0.0679137574859
2.753233 25.170042 0.0678868932179
2.757976 25.244692 0.0679316871694
2.762719 25.183161 0.0677931626705
2.767462 25.143072 0.0676834220256
2.772205 25.239333 0.0677575669485
2.776948 25.225992 0.0676844113871
2.78169 25.108106 0.0674711737353
2.786433 25.285968 0.0676543774999
2.791176 25.187085 0.0674671640854
2.795919 25.174706 0.0673961547118
2.800662 25.258499 0.0674689212478
2.805405 25.153568 0.0672645606022
2.810148 25.19718 0.0673007443314
2.81489 25.253882 0.0673309649762
2.819633 25.252118 0.0685762844775
2.824376 25.133105 0.069850608929
2.829119 25.213424 0.0708662360676
2.833862 25.128668 0.0714856336458
2.838605 25.128102 0.0721103485194
2.843348 25.216656 0.0725418366453
2.848091 25.124278 0.0726285494827
2.852833 25.077663 0.0727730093784
2.857576 25.154135 0.0730796205161
2.862319 25.161749 0.0732729759943
2.867062 25.161817 0.0734448016493
2.871805 25.026571 0.0734088249812
2.876548 25.136306 0.0737232522414
2.881291 25.105143 0.0734782925225
2.886033 25.288201 0.0716431295963
2.890776 25.256928 0.0704733453344
2.895519 25.243678 0.0696938043679
2.900262 25.151051 0.0689640925338
2.905005 25.110049 0.0685365700568
2.909748 25.049214 0.0682742081741
2.914491 25.098409 0.0681813842699
2.919233 25.238125 0.0682250954927
2.923976 25.167037 0.067995252289
2.928719 25.113748 0.0677990822599
2.933462 25.17007 0.0677580458177
2.938205 25.233543 0.0677325320463
2.942948 25.10086 0.0674493843791
2.947691 25.167728 0.0674387545525
2.952434 25.171641 0.0673551008403
2.957176 25.154767 0.0672458562102
2.961919 25.181691 0.0671780720131
2.966662 25.240405 0.0671695353659
2.971405 25.20471 0.0670372844706
2.976148 25.152396 0.0668853581092
2.980891 25.115266 0.0667558693819
2.985634 25.135024 0.0667037585971
2.990376 25.125926 0.0666324102868
2.995119 25.145015 0.0665680334417
2.999862 25.011632 0.0663146833375
&
@type xy
0.3011719 56.6814340016
0.3059148 56.5067885805
0.3106577 56.2166793949
0.3154005 55.9694370769
0.3201434 55.8502125604
0.3248863 55.5966758195
0.3296291 55.3514554668
0.334372 55.2478413122
0.3391149 55.2666218253
0.3438577 55.10234049
0.3486006 54.7874932577
0.3533435 54.5853719037
0.3580863 54.3940823039
0.3628292 54.125105156
0.367572 53.9341012903
0.3723149 53.7885760631
0.3770578 53.5948609083
0.3818006 53.3420449061
0.3865435 53.1650813641
0.3912864 52.8915187781
0.3960292 52.8120200341
0.4007721 52.8374687978
0.405515 52.6753348061
0.4102578 52.4372807938
0.4150007 52.1674453537
0.4197436 52.0741235691
0.4244864 51.8267482065
0.4292293 51.5853727524
0.4339722 51.3885265108
0.438715 51.2734284673
