#       R          P(R)      ERROR
#
  0.0000E+00  0.0000E+00  0.0000E+00
  0.8150E-01  0.2687E-01  0.5309E-03
  0.1630E+00  0.5846E-01  0.8985E-03
  0.2445E+00  0.9465E-01  0.1113E-02
  0.3260E+00  0.1352E+00  0.1190E-02
  0.4075E+00  0.1799E+00  0.1153E-02
  0.4890E+00  0.2283E+00  0.1034E-02
  0.5705E+00  0.2799E+00  0.8792E-03
  0.6520E+00  0.3343E+00  0.7601E-03
  0.7335E+00  0.3910E+00  0.7619E-03
  0.8150E+00  0.4493E+00  0.9037E-03
  0.8965E+00  0.5086E+00  0.1120E-02
  0.9780E+00  0.5682E+00  0.1346E-02
  0.1060E+01  0.6276E+00  0.1540E-02
  0.1141E+01  0.6860E+00  0.1680E-02
  0.1223E+01  0.7428E+00  0.1752E-02
  0.1304E+01  0.7973E+00  0.1756E-02
  0.1385E+01  0.8491E+00  0.1695E-02
  0.1467E+01  0.8976E+00  0.1584E-02
  0.1548E+01  0.9423E+00  0.1448E-02
  0.1630E+01  0.9827E+00  0.1325E-02
  0.1712E+01  0.1019E+01  0.1263E-02
  0.1793E+01  0.1050E+01  0.1298E-02
  0.1875E+01  0.1076E+01  0.1431E-02
  0.1956E+01  0.1097E+01  0.1629E-02
  0.2038E+01  0.1113E+01  0.1848E-02
  0.2119E+01  0.1124E+01  0.2055E-02
  0.2200E+01  0.1129E+01  0.2225E-02
  0.2282E+01  0.1131E+01  0.2342E-02
  0.2364E+01  0.1127E+01  0.2398E-02
  0.2445E+01  0.1119E+01  0.2392E-02
  0.2526E+01  0.1108E+01  0.2329E-02
  0.2608E+01  0.1093E+01  0.2219E-02
  0.2690E+01  0.1075E+01  0.2081E-02
  0.2771E+01  0.1055E+01  0.1938E-02
  0.2853E+01  0.1032E+01  0.1819E-02
  0.2934E+01  0.1007E+01  0.1752E-02
  0.3016E+01  0.9812E+00  0.1755E-02
  0.3097E+01  0.9543E+00  0.1826E-02
  0.3179E+01  0.9267E+00  0.1948E-02
  0.3260E+01  0.8987E+00  0.2094E-02
  0.3341E+01  0.8707E+00  0.2242E-02
  0.3423E+01  0.8427E+00  0.2373E-02
  0.3505E+01  0.8152E+00  0.2480E-02
  0.3586E+01  0.7880E+00  0.2556E-02
  0.3667E+01  0.7615E+00  0.2606E-02
  0.3749E+01  0.7355E+00  0.2635E-02
  0.3831E+01  0.7101E+00  0.2651E-02
  0.3912E+01  0.6854E+00  0.2664E-02
  0.3994E+01  0.6613E+00  0.2682E-02
  0.4075E+01  0.6377E+00  0.2711E-02
  0.4157E+01  0.6145E+00  0.2751E-02
  0.4238E+01  0.5918E+00  0.2800E-02
  0.4320E+01  0.5695E+00  0.2853E-02
  0.4401E+01  0.5475E+00  0.2901E-02
  0.4482E+01  0.5257E+00  0.2940E-02
  0.4564E+01  0.5041E+00  0.2965E-02
  0.4646E+01  0.4828E+00  0.2974E-02
  0.4727E+01  0.4616E+00  0.2970E-02
  0.4809E+01  0.4407E+00  0.2956E-02
  0.4890E+01  0.4200E+00  0.2939E-02
  0.4971E+01  0.3997E+00  0.2926E-02
  0.5053E+01  0.3797E+00  0.2922E-02
  0.5135E+01  0.3602E+00  0.2932E-02
  0.5216E+01  0.3411E+00  0.2958E-02
  0.5298E+01  0.3226E+00  0.2998E-02
  0.5379E+01  0.3048E+00  0.3048E-02
  0.5461E+01  0.2877E+00  0.3105E-02
  0.5542E+01  0.2714E+00  0.3162E-02
  0.5623E+01  0.2559E+00  0.3217E-02
  0.5705E+01  0.2412E+00  0.3267E-02
  0.5787E+01  0.2274E+00  0.3313E-02
  0.5868E+01  0.2145E+00  0.3355E-02
  0.5950E+01  0.2024E+00  0.3396E-02
  0.6031E+01  0.1912E+00  0.3437E-02
  0.6112E+01  0.1807E+00  0.3479E-02
  0.6194E+01  0.1710E+00  0.3522E-02
  0.6276E+01  0.1620E+00  0.3565E-02
  0.6357E+01  0.1535E+00  0.3604E-02
  0.6439E+01  0.1456E+00  0.3638E-02
  0.6520E+01  0.1382E+00  0.3664E-02
  0.6602E+01  0.1311E+00  0.3682E-02
  0.6683E+01  0.1243E+00  0.3692E-02
  0.6764E+01  0.1178E+00  0.3699E-02
  0.6846E+01  0.1114E+00  0.3707E-02
  0.6928E+01  0.1052E+00  0.3720E-02
  0.7009E+01  0.9900E-01  0.3743E-02
  0.7091E+01  0.9285E-01  0.3777E-02
  0.7172E+01  0.8668E-01  0.3820E-02
  0.7253E+01  0.8045E-01  0.3865E-02
  0.7335E+01  0.7414E-01  0.3898E-02
  0.7417E+01  0.6772E-01  0.3907E-02
  0.7498E+01  0.6117E-01  0.3871E-02
  0.7580E+01  0.5445E-01  0.3774E-02
  0.7661E+01  0.4753E-01  0.3596E-02
  0.7743E+01  0.4039E-01  0.3320E-02
  0.7824E+01  0.3299E-01  0.2931E-02
  0.7905E+01  0.2530E-01  0.2414E-02
  0.7987E+01  0.1726E-01  0.1759E-02
  0.8069E+01  0.8844E-02  0.9567E-03
  0.8150E+01  0.0000E+00  0.0000E+00
#          Reciprocal space: Rg =    2.40     , I(0) =   0.5109E+02
#     Real space: Rg =    2.41 +- 0.006  I(0) =   0.5110E+02 +-  0.1010E+00
