#       R          P(R)      ERROR
#
  0.0000E+00  0.0000E+00  0.0000E+00
  0.7204E-01  0.1586E-01  0.1089E-02
  0.1441E+00  0.3075E-01  0.1843E-02
  0.2161E+00  0.4471E-01  0.2280E-02
  0.2882E+00  0.5780E-01  0.2425E-02
  0.3602E+00  0.7010E-01  0.2313E-02
  0.4322E+00  0.8170E-01  0.1990E-02
  0.5043E+00  0.9271E-01  0.1514E-02
  0.5763E+00  0.1032E+00  0.9851E-03
  0.6484E+00  0.1134E+00  0.6925E-03
  0.7204E+00  0.1234E+00  0.1033E-02
  0.7924E+00  0.1332E+00  0.1643E-02
  0.8645E+00  0.1430E+00  0.2256E-02
  0.9365E+00  0.1528E+00  0.2786E-02
  0.1009E+01  0.1627E+00  0.3192E-02
  0.1081E+01  0.1728E+00  0.3448E-02
  0.1153E+01  0.1831E+00  0.3540E-02
  0.1225E+01  0.1935E+00  0.3466E-02
  0.1297E+01  0.2039E+00  0.3236E-02
  0.1369E+01  0.2145E+00  0.2871E-02
  0.1441E+01  0.2250E+00  0.2411E-02
  0.1513E+01  0.2353E+00  0.1925E-02
  0.1585E+01  0.2453E+00  0.1543E-02
  0.1657E+01  0.2549E+00  0.1464E-02
  0.1729E+01  0.2640E+00  0.1757E-02
  0.1801E+01  0.2724E+00  0.2254E-02
  0.1873E+01  0.2799E+00  0.2791E-02
  0.1945E+01  0.2865E+00  0.3278E-02
  0.2017E+01  0.2919E+00  0.3667E-02
  0.2089E+01  0.2962E+00  0.3928E-02
  0.2161E+01  0.2992E+00  0.4048E-02
  0.2233E+01  0.3009E+00  0.4027E-02
  0.2305E+01  0.3013E+00  0.3875E-02
  0.2377E+01  0.3003E+00  0.3620E-02
  0.2449E+01  0.2980E+00  0.3305E-02
  0.2521E+01  0.2945E+00  0.2995E-02
  0.2593E+01  0.2899E+00  0.2775E-02
  0.2665E+01  0.2842E+00  0.2728E-02
  0.2738E+01  0.2777E+00  0.2884E-02
  0.2810E+01  0.2703E+00  0.3201E-02
  0.2882E+01  0.2624E+00  0.3597E-02
  0.2954E+01  0.2539E+00  0.3996E-02
  0.3026E+01  0.2452E+00  0.4340E-02
  0.3098E+01  0.2364E+00  0.4591E-02
  0.3170E+01  0.2275E+00  0.4727E-02
  0.3242E+01  0.2188E+00  0.4740E-02
  0.3314E+01  0.2102E+00  0.4636E-02
  0.3386E+01  0.2020E+00  0.4434E-02
  0.3458E+01  0.1942E+00  0.4167E-02
  0.3530E+01  0.1868E+00  0.3884E-02
  0.3602E+01  0.1799E+00  0.3643E-02
  0.3674E+01  0.1734E+00  0.3505E-02
  0.3746E+01  0.1674E+00  0.3511E-02
  0.3818E+01  0.1617E+00  0.3657E-02
  0.3890E+01  0.1564E+00  0.3904E-02
  0.3962E+01  0.1514E+00  0.4193E-02
  0.4034E+01  0.1466E+00  0.4468E-02
  0.4106E+01  0.1419E+00  0.4688E-02
  0.4178E+01  0.1373E+00  0.4829E-02
  0.4250E+01  0.1327E+00  0.4880E-02
  0.4322E+01  0.1280E+00  0.4848E-02
  0.4394E+01  0.1232E+00  0.4752E-02
  0.4466E+01  0.1184E+00  0.4627E-02
  0.4539E+01  0.1133E+00  0.4513E-02
  0.4611E+01  0.1081E+00  0.4453E-02
  0.4683E+01  0.1028E+00  0.4478E-02
  0.4755E+01  0.9735E-01  0.4594E-02
  0.4827E+01  0.9185E-01  0.4784E-02
  0.4899E+01  0.8633E-01  0.5008E-02
  0.4971E+01  0.8086E-01  0.5223E-02
  0.5043E+01  0.7551E-01  0.5389E-02
  0.5115E+01  0.7033E-01  0.5476E-02
  0.5187E+01  0.6539E-01  0.5467E-02
  0.5259E+01  0.6075E-01  0.5362E-02
  0.5331E+01  0.5645E-01  0.5179E-02
  0.5403E+01  0.5254E-01  0.4954E-02
  0.5475E+01  0.4902E-01  0.4738E-02
  0.5547E+01  0.4591E-01  0.4595E-02
  0.5619E+01  0.4319E-01  0.4578E-02
  0.5691E+01  0.4083E-01  0.4712E-02
  0.5763E+01  0.3879E-01  0.4976E-02
  0.5835E+01  0.3700E-01  0.5312E-02
  0.5907E+01  0.3540E-01  0.5656E-02
  0.5979E+01  0.3390E-01  0.5944E-02
  0.6051E+01  0.3243E-01  0.6133E-02
  0.6123E+01  0.3090E-01  0.6197E-02
  0.6195E+01  0.2924E-01  0.6139E-02
  0.6267E+01  0.2738E-01  0.5988E-02
  0.6340E+01  0.2528E-01  0.5809E-02
  0.6412E+01  0.2290E-01  0.5691E-02
  0.6484E+01  0.2024E-01  0.5730E-02
  0.6556E+01  0.1733E-01  0.5982E-02
  0.6628E+01  0.1423E-01  0.6420E-02
  0.6700E+01  0.1102E-01  0.6946E-02
  0.6772E+01  0.7827E-02  0.7413E-02
  0.6844E+01  0.4810E-02  0.7661E-02
  0.6916E+01  0.2158E-02  0.7526E-02
  0.6988E+01  0.9372E-04  0.6849E-02
  0.7060E+01 -0.1137E-02  0.5470E-02
  0.7132E+01 -0.1264E-02  0.3237E-02
  0.7204E+01  0.0000E+00  0.0000E+00
#          Reciprocal space: Rg =    2.16     , I(0) =   0.1235E+02
#     Real space: Rg =    2.17 +- 0.019  I(0) =   0.1235E+02 +-  0.6768E-01
