#       R          P(R)      ERROR
#
  0.0000E+00  0.0000E+00  0.0000E+00
  0.8559E-01  0.2003E-01  0.4952E-03
  0.1712E+00  0.4371E-01  0.8285E-03
  0.2568E+00  0.7092E-01  0.1011E-02
  0.3424E+00  0.1015E+00  0.1061E-02
  0.4279E+00  0.1352E+00  0.1006E-02
  0.5135E+00  0.1717E+00  0.8835E-03
  0.5991E+00  0.2107E+00  0.7542E-03
  0.6847E+00  0.2517E+00  0.7052E-03
  0.7703E+00  0.2943E+00  0.7979E-03
  0.8559E+00  0.3380E+00  0.9958E-03
  0.9415E+00  0.3824E+00  0.1226E-02
  0.1027E+01  0.4268E+00  0.1439E-02
  0.1113E+01  0.4709E+00  0.1605E-02
  0.1198E+01  0.5140E+00  0.1708E-02
  0.1284E+01  0.5557E+00  0.1741E-02
  0.1369E+01  0.5956E+00  0.1708E-02
  0.1455E+01  0.6331E+00  0.1619E-02
  0.1541E+01  0.6679E+00  0.1496E-02
  0.1626E+01  0.6998E+00  0.1371E-02
  0.1712E+01  0.7283E+00  0.1287E-02
  0.1797E+01  0.7534E+00  0.1281E-02
  0.1883E+01  0.7747E+00  0.1368E-02
  0.1969E+01  0.7923E+00  0.1525E-02
  0.2054E+01  0.8062E+00  0.1713E-02
  0.2140E+01  0.8162E+00  0.1897E-02
  0.2225E+01  0.8227E+00  0.2053E-02
  0.2311E+01  0.8256E+00  0.2166E-02
  0.2397E+01  0.8252E+00  0.2227E-02
  0.2482E+01  0.8218E+00  0.2240E-02
  0.2568E+01  0.8155E+00  0.2210E-02
  0.2653E+01  0.8067E+00  0.2153E-02
  0.2739E+01  0.7957E+00  0.2088E-02
  0.2824E+01  0.7828E+00  0.2036E-02
  0.2910E+01  0.7683E+00  0.2017E-02
  0.2996E+01  0.7525E+00  0.2042E-02
  0.3081E+01  0.7357E+00  0.2110E-02
  0.3167E+01  0.7182E+00  0.2210E-02
  0.3252E+01  0.7001E+00  0.2325E-02
  0.3338E+01  0.6817E+00  0.2437E-02
  0.3424E+01  0.6631E+00  0.2534E-02
  0.3509E+01  0.6445E+00  0.2607E-02
  0.3595E+01  0.6261E+00  0.2653E-02
  0.3680E+01  0.6077E+00  0.2674E-02
  0.3766E+01  0.5895E+00  0.2678E-02
  0.3852E+01  0.5716E+00  0.2671E-02
  0.3937E+01  0.5538E+00  0.2666E-02
  0.4023E+01  0.5362E+00  0.2669E-02
  0.4108E+01  0.5187E+00  0.2686E-02
  0.4194E+01  0.5013E+00  0.2719E-02
  0.4279E+01  0.4840E+00  0.2765E-02
  0.4365E+01  0.4667E+00  0.2819E-02
  0.4451E+01  0.4494E+00  0.2875E-02
  0.4536E+01  0.4320E+00  0.2925E-02
  0.4622E+01  0.4146E+00  0.2968E-02
  0.4707E+01  0.3972E+00  0.2999E-02
  0.4793E+01  0.3797E+00  0.3022E-02
  0.4879E+01  0.3624E+00  0.3037E-02
  0.4964E+01  0.3451E+00  0.3050E-02
  0.5050E+01  0.3280E+00  0.3064E-02
  0.5135E+01  0.3111E+00  0.3082E-02
  0.5221E+01  0.2946E+00  0.3108E-02
  0.5307E+01  0.2785E+00  0.3142E-02
  0.5392E+01  0.2629E+00  0.3186E-02
  0.5478E+01  0.2479E+00  0.3237E-02
  0.5563E+01  0.2335E+00  0.3296E-02
  0.5649E+01  0.2198E+00  0.3363E-02
  0.5735E+01  0.2069E+00  0.3439E-02
  0.5820E+01  0.1947E+00  0.3523E-02
  0.5906E+01  0.1833E+00  0.3616E-02
  0.5991E+01  0.1727E+00  0.3719E-02
  0.6077E+01  0.1629E+00  0.3828E-02
  0.6162E+01  0.1538E+00  0.3943E-02
  0.6248E+01  0.1454E+00  0.4059E-02
  0.6334E+01  0.1376E+00  0.4172E-02
  0.6419E+01  0.1304E+00  0.4278E-02
  0.6505E+01  0.1237E+00  0.4372E-02
  0.6590E+01  0.1174E+00  0.4452E-02
  0.6676E+01  0.1115E+00  0.4516E-02
  0.6762E+01  0.1059E+00  0.4563E-02
  0.6847E+01  0.1005E+00  0.4596E-02
  0.6933E+01  0.9532E-01  0.4615E-02
  0.7018E+01  0.9028E-01  0.4623E-02
  0.7104E+01  0.8534E-01  0.4622E-02
  0.7190E+01  0.8048E-01  0.4613E-02
  0.7275E+01  0.7567E-01  0.4596E-02
  0.7361E+01  0.7090E-01  0.4571E-02
  0.7446E+01  0.6616E-01  0.4533E-02
  0.7532E+01  0.6143E-01  0.4481E-02
  0.7618E+01  0.5672E-01  0.4409E-02
  0.7703E+01  0.5201E-01  0.4311E-02
  0.7789E+01  0.4730E-01  0.4182E-02
  0.7874E+01  0.4257E-01  0.4015E-02
  0.7960E+01  0.3780E-01  0.3801E-02
  0.8045E+01  0.3295E-01  0.3532E-02
  0.8131E+01  0.2801E-01  0.3195E-02
  0.8217E+01  0.2292E-01  0.2777E-02
  0.8302E+01  0.1763E-01  0.2266E-02
  0.8388E+01  0.1209E-01  0.1643E-02
  0.8473E+01  0.6236E-02  0.8938E-03
  0.8559E+01  0.0000E+00  0.0000E+00
#          Reciprocal space: Rg =    2.51     , I(0) =   0.3964E+02
#     Real space: Rg =    2.52 +- 0.009  I(0) =   0.3964E+02 +-  0.9381E-01
