#       R          P(R)      ERROR
#
  0.0000E+00  0.0000E+00  0.0000E+00
  0.8027E-01  0.2353E-01  0.5878E-03
  0.1605E+00  0.5163E-01  0.9876E-03
  0.2408E+00  0.8418E-01  0.1210E-02
  0.3211E+00  0.1210E+00  0.1273E-02
  0.4013E+00  0.1617E+00  0.1200E-02
  0.4816E+00  0.2061E+00  0.1026E-02
  0.5619E+00  0.2537E+00  0.8031E-03
  0.6422E+00  0.3041E+00  0.6309E-03
  0.7224E+00  0.3566E+00  0.6608E-03
  0.8027E+00  0.4109E+00  0.8954E-03
  0.8830E+00  0.4662E+00  0.1202E-02
  0.9632E+00  0.5219E+00  0.1499E-02
  0.1044E+01  0.5775E+00  0.1746E-02
  0.1124E+01  0.6324E+00  0.1922E-02
  0.1204E+01  0.6859E+00  0.2014E-02
  0.1284E+01  0.7374E+00  0.2020E-02
  0.1365E+01  0.7864E+00  0.1945E-02
  0.1445E+01  0.8324E+00  0.1803E-02
  0.1525E+01  0.8749E+00  0.1618E-02
  0.1605E+01  0.9136E+00  0.1429E-02
  0.1686E+01  0.9480E+00  0.1287E-02
  0.1766E+01  0.9780E+00  0.1249E-02
  0.1846E+01  0.1003E+01  0.1336E-02
  0.1926E+01  0.1024E+01  0.1516E-02
  0.2007E+01  0.1040E+01  0.1733E-02
  0.2087E+01  0.1051E+01  0.1944E-02
  0.2167E+01  0.1057E+01  0.2117E-02
  0.2248E+01  0.1059E+01  0.2237E-02
  0.2328E+01  0.1056E+01  0.2296E-02
  0.2408E+01  0.1049E+01  0.2297E-02
  0.2488E+01  0.1039E+01  0.2251E-02
  0.2569E+01  0.1025E+01  0.2178E-02
  0.2649E+01  0.1009E+01  0.2106E-02
  0.2729E+01  0.9891E+00  0.2063E-02
  0.2809E+01  0.9675E+00  0.2076E-02
  0.2890E+01  0.9441E+00  0.2154E-02
  0.2970E+01  0.9192E+00  0.2288E-02
  0.3050E+01  0.8932E+00  0.2455E-02
  0.3131E+01  0.8665E+00  0.2627E-02
  0.3211E+01  0.8394E+00  0.2780E-02
  0.3291E+01  0.8121E+00  0.2897E-02
  0.3371E+01  0.7849E+00  0.2965E-02
  0.3452E+01  0.7580E+00  0.2981E-02
  0.3532E+01  0.7316E+00  0.2950E-02
  0.3612E+01  0.7057E+00  0.2881E-02
  0.3692E+01  0.6805E+00  0.2794E-02
  0.3773E+01  0.6560E+00  0.2710E-02
  0.3853E+01  0.6322E+00  0.2653E-02
  0.3933E+01  0.6091E+00  0.2644E-02
  0.4013E+01  0.5866E+00  0.2690E-02
  0.4094E+01  0.5648E+00  0.2788E-02
  0.4174E+01  0.5436E+00  0.2922E-02
  0.4254E+01  0.5228E+00  0.3071E-02
  0.4335E+01  0.5025E+00  0.3216E-02
  0.4415E+01  0.4826E+00  0.3340E-02
  0.4495E+01  0.4630E+00  0.3431E-02
  0.4575E+01  0.4437E+00  0.3486E-02
  0.4656E+01  0.4246E+00  0.3505E-02
  0.4736E+01  0.4058E+00  0.3495E-02
  0.4816E+01  0.3872E+00  0.3464E-02
  0.4896E+01  0.3689E+00  0.3425E-02
  0.4977E+01  0.3509E+00  0.3390E-02
  0.5057E+01  0.3332E+00  0.3368E-02
  0.5137E+01  0.3159E+00  0.3366E-02
  0.5218E+01  0.2991E+00  0.3385E-02
  0.5298E+01  0.2827E+00  0.3421E-02
  0.5378E+01  0.2669E+00  0.3470E-02
  0.5458E+01  0.2517E+00  0.3526E-02
  0.5539E+01  0.2372E+00  0.3584E-02
  0.5619E+01  0.2234E+00  0.3640E-02
  0.5699E+01  0.2103E+00  0.3696E-02
  0.5779E+01  0.1980E+00  0.3753E-02
  0.5860E+01  0.1865E+00  0.3812E-02
  0.5940E+01  0.1757E+00  0.3875E-02
  0.6020E+01  0.1658E+00  0.3942E-02
  0.6101E+01  0.1566E+00  0.4007E-02
  0.6181E+01  0.1481E+00  0.4065E-02
  0.6261E+01  0.1402E+00  0.4108E-02
  0.6341E+01  0.1330E+00  0.4127E-02
  0.6422E+01  0.1263E+00  0.4117E-02
  0.6502E+01  0.1201E+00  0.4073E-02
  0.6582E+01  0.1142E+00  0.3998E-02
  0.6662E+01  0.1088E+00  0.3900E-02
  0.6743E+01  0.1035E+00  0.3795E-02
  0.6823E+01  0.9848E-01  0.3703E-02
  0.6903E+01  0.9355E-01  0.3648E-02
  0.6983E+01  0.8864E-01  0.3650E-02
  0.7064E+01  0.8371E-01  0.3719E-02
  0.7144E+01  0.7868E-01  0.3848E-02
  0.7224E+01  0.7349E-01  0.4014E-02
  0.7305E+01  0.6808E-01  0.4185E-02
  0.7385E+01  0.6240E-01  0.4321E-02
  0.7465E+01  0.5637E-01  0.4382E-02
  0.7545E+01  0.4995E-01  0.4331E-02
  0.7626E+01  0.4308E-01  0.4134E-02
  0.7706E+01  0.3570E-01  0.3759E-02
  0.7786E+01  0.2776E-01  0.3180E-02
  0.7866E+01  0.1920E-01  0.2372E-02
  0.7947E+01  0.9966E-02  0.1318E-02
  0.8027E+01  0.0000E+00  0.0000E+00
#          Reciprocal space: Rg =    2.37     , I(0) =   0.4676E+02
#     Real space: Rg =    2.38 +- 0.006  I(0) =   0.4677E+02 +-  0.8732E-01
