#       R          P(R)      ERROR
#
  0.0000E+00  0.0000E+00  0.0000E+00
  0.7470E-01  0.3124E-01  0.5345E-03
  0.1494E+00  0.6391E-01  0.9114E-03
  0.2241E+00  0.9795E-01  0.1139E-02
  0.2988E+00  0.1333E+00  0.1230E-02
  0.3735E+00  0.1699E+00  0.1203E-02
  0.4482E+00  0.2076E+00  0.1081E-02
  0.5229E+00  0.2462E+00  0.9001E-03
  0.5976E+00  0.2857E+00  0.7163E-03
  0.6723E+00  0.3257E+00  0.6293E-03
  0.7470E+00  0.3661E+00  0.7256E-03
  0.8217E+00  0.4067E+00  0.9541E-03
  0.8964E+00  0.4472E+00  0.1222E-02
  0.9711E+00  0.4873E+00  0.1476E-02
  0.1046E+01  0.5267E+00  0.1688E-02
  0.1121E+01  0.5652E+00  0.1840E-02
  0.1195E+01  0.6025E+00  0.1924E-02
  0.1270E+01  0.6382E+00  0.1938E-02
  0.1345E+01  0.6720E+00  0.1886E-02
  0.1419E+01  0.7037E+00  0.1778E-02
  0.1494E+01  0.7330E+00  0.1634E-02
  0.1569E+01  0.7597E+00  0.1480E-02
  0.1643E+01  0.7835E+00  0.1355E-02
  0.1718E+01  0.8042E+00  0.1301E-02
  0.1793E+01  0.8216E+00  0.1344E-02
  0.1868E+01  0.8358E+00  0.1476E-02
  0.1942E+01  0.8464E+00  0.1662E-02
  0.2017E+01  0.8536E+00  0.1866E-02
  0.2092E+01  0.8574E+00  0.2056E-02
  0.2166E+01  0.8577E+00  0.2215E-02
  0.2241E+01  0.8548E+00  0.2329E-02
  0.2316E+01  0.8487E+00  0.2395E-02
  0.2390E+01  0.8396E+00  0.2414E-02
  0.2465E+01  0.8279E+00  0.2393E-02
  0.2540E+01  0.8137E+00  0.2345E-02
  0.2615E+01  0.7973E+00  0.2287E-02
  0.2689E+01  0.7791E+00  0.2237E-02
  0.2764E+01  0.7593E+00  0.2215E-02
  0.2839E+01  0.7383E+00  0.2233E-02
  0.2913E+01  0.7164E+00  0.2293E-02
  0.2988E+01  0.6940E+00  0.2389E-02
  0.3063E+01  0.6714E+00  0.2507E-02
  0.3137E+01  0.6487E+00  0.2629E-02
  0.3212E+01  0.6263E+00  0.2742E-02
  0.3287E+01  0.6045E+00  0.2834E-02
  0.3361E+01  0.5833E+00  0.2898E-02
  0.3436E+01  0.5629E+00  0.2934E-02
  0.3511E+01  0.5434E+00  0.2943E-02
  0.3586E+01  0.5250E+00  0.2932E-02
  0.3660E+01  0.5075E+00  0.2912E-02
  0.3735E+01  0.4911E+00  0.2893E-02
  0.3810E+01  0.4756E+00  0.2884E-02
  0.3884E+01  0.4609E+00  0.2893E-02
  0.3959E+01  0.4470E+00  0.2920E-02
  0.4034E+01  0.4337E+00  0.2964E-02
  0.4109E+01  0.4210E+00  0.3018E-02
  0.4183E+01  0.4085E+00  0.3074E-02
  0.4258E+01  0.3963E+00  0.3125E-02
  0.4333E+01  0.3842E+00  0.3164E-02
  0.4407E+01  0.3720E+00  0.3192E-02
  0.4482E+01  0.3596E+00  0.3212E-02
  0.4557E+01  0.3469E+00  0.3231E-02
  0.4631E+01  0.3340E+00  0.3260E-02
  0.4706E+01  0.3207E+00  0.3310E-02
  0.4781E+01  0.3070E+00  0.3390E-02
  0.4856E+01  0.2930E+00  0.3505E-02
  0.4930E+01  0.2786E+00  0.3653E-02
  0.5005E+01  0.2640E+00  0.3824E-02
  0.5080E+01  0.2493E+00  0.4005E-02
  0.5154E+01  0.2346E+00  0.4180E-02
  0.5229E+01  0.2199E+00  0.4333E-02
  0.5304E+01  0.2054E+00  0.4450E-02
  0.5378E+01  0.1913E+00  0.4520E-02
  0.5453E+01  0.1777E+00  0.4536E-02
  0.5528E+01  0.1647E+00  0.4497E-02
  0.5603E+01  0.1524E+00  0.4407E-02
  0.5677E+01  0.1409E+00  0.4275E-02
  0.5752E+01  0.1304E+00  0.4119E-02
  0.5827E+01  0.1208E+00  0.3962E-02
  0.5901E+01  0.1122E+00  0.3832E-02
  0.5976E+01  0.1046E+00  0.3756E-02
  0.6051E+01  0.9795E-01  0.3758E-02
  0.6125E+01  0.9224E-01  0.3848E-02
  0.6200E+01  0.8738E-01  0.4018E-02
  0.6275E+01  0.8325E-01  0.4248E-02
  0.6349E+01  0.7975E-01  0.4511E-02
  0.6424E+01  0.7673E-01  0.4779E-02
  0.6499E+01  0.7404E-01  0.5026E-02
  0.6574E+01  0.7152E-01  0.5229E-02
  0.6648E+01  0.6899E-01  0.5372E-02
  0.6723E+01  0.6630E-01  0.5440E-02
  0.6798E+01  0.6327E-01  0.5423E-02
  0.6872E+01  0.5976E-01  0.5311E-02
  0.6947E+01  0.5560E-01  0.5098E-02
  0.7022E+01  0.5068E-01  0.4775E-02
  0.7096E+01  0.4487E-01  0.4336E-02
  0.7171E+01  0.3809E-01  0.3770E-02
  0.7246E+01  0.3026E-01  0.3068E-02
  0.7321E+01  0.2132E-01  0.2216E-02
  0.7395E+01  0.1123E-01  0.1199E-02
  0.7470E+01  0.0000E+00  0.0000E+00
#          Reciprocal space: Rg =    2.24     , I(0) =   0.3683E+02
#     Real space: Rg =    2.25 +- 0.007  I(0) =   0.3684E+02 +-  0.7787E-01
