#       R          P(R)      ERROR
#
  0.0000E+00  0.0000E+00  0.0000E+00
  0.7973E-01  0.2246E-01  0.4673E-03
  0.1595E+00  0.4874E-01  0.7912E-03
  0.2392E+00  0.7873E-01  0.9802E-03
  0.3189E+00  0.1122E+00  0.1048E-02
  0.3986E+00  0.1490E+00  0.1014E-02
  0.4784E+00  0.1888E+00  0.9059E-03
  0.5581E+00  0.2311E+00  0.7632E-03
  0.6378E+00  0.2756E+00  0.6509E-03
  0.7176E+00  0.3217E+00  0.6518E-03
  0.7973E+00  0.3691E+00  0.7872E-03
  0.8770E+00  0.4171E+00  0.9954E-03
  0.9568E+00  0.4653E+00  0.1215E-02
  0.1036E+01  0.5131E+00  0.1410E-02
  0.1116E+01  0.5599E+00  0.1560E-02
  0.1196E+01  0.6052E+00  0.1653E-02
  0.1276E+01  0.6486E+00  0.1687E-02
  0.1355E+01  0.6896E+00  0.1664E-02
  0.1435E+01  0.7277E+00  0.1595E-02
  0.1515E+01  0.7626E+00  0.1496E-02
  0.1595E+01  0.7940E+00  0.1394E-02
  0.1674E+01  0.8216E+00  0.1321E-02
  0.1754E+01  0.8453E+00  0.1306E-02
  0.1834E+01  0.8648E+00  0.1365E-02
  0.1914E+01  0.8802E+00  0.1487E-02
  0.1993E+01  0.8915E+00  0.1645E-02
  0.2073E+01  0.8986E+00  0.1811E-02
  0.2153E+01  0.9018E+00  0.1962E-02
  0.2232E+01  0.9013E+00  0.2083E-02
  0.2312E+01  0.8971E+00  0.2165E-02
  0.2392E+01  0.8897E+00  0.2205E-02
  0.2472E+01  0.8792E+00  0.2206E-02
  0.2551E+01  0.8661E+00  0.2176E-02
  0.2631E+01  0.8507E+00  0.2130E-02
  0.2711E+01  0.8333E+00  0.2083E-02
  0.2791E+01  0.8142E+00  0.2053E-02
  0.2870E+01  0.7939E+00  0.2054E-02
  0.2950E+01  0.7726E+00  0.2093E-02
  0.3030E+01  0.7506E+00  0.2170E-02
  0.3109E+01  0.7283E+00  0.2275E-02
  0.3189E+01  0.7059E+00  0.2395E-02
  0.3269E+01  0.6835E+00  0.2517E-02
  0.3349E+01  0.6614E+00  0.2629E-02
  0.3428E+01  0.6398E+00  0.2725E-02
  0.3508E+01  0.6186E+00  0.2802E-02
  0.3588E+01  0.5981E+00  0.2860E-02
  0.3668E+01  0.5781E+00  0.2902E-02
  0.3747E+01  0.5589E+00  0.2933E-02
  0.3827E+01  0.5402E+00  0.2959E-02
  0.3907E+01  0.5221E+00  0.2987E-02
  0.3986E+01  0.5046E+00  0.3020E-02
  0.4066E+01  0.4875E+00  0.3059E-02
  0.4146E+01  0.4707E+00  0.3104E-02
  0.4226E+01  0.4543E+00  0.3152E-02
  0.4305E+01  0.4381E+00  0.3200E-02
  0.4385E+01  0.4220E+00  0.3244E-02
  0.4465E+01  0.4061E+00  0.3281E-02
  0.4545E+01  0.3901E+00  0.3310E-02
  0.4624E+01  0.3742E+00  0.3332E-02
  0.4704E+01  0.3583E+00  0.3348E-02
  0.4784E+01  0.3424E+00  0.3362E-02
  0.4864E+01  0.3265E+00  0.3377E-02
  0.4943E+01  0.3107E+00  0.3396E-02
  0.5023E+01  0.2949E+00  0.3422E-02
  0.5103E+01  0.2793E+00  0.3457E-02
  0.5182E+01  0.2639E+00  0.3499E-02
  0.5262E+01  0.2488E+00  0.3549E-02
  0.5342E+01  0.2340E+00  0.3605E-02
  0.5422E+01  0.2197E+00  0.3666E-02
  0.5501E+01  0.2059E+00  0.3732E-02
  0.5581E+01  0.1927E+00  0.3801E-02
  0.5661E+01  0.1801E+00  0.3874E-02
  0.5741E+01  0.1682E+00  0.3950E-02
  0.5820E+01  0.1571E+00  0.4030E-02
  0.5900E+01  0.1467E+00  0.4110E-02
  0.5980E+01  0.1371E+00  0.4188E-02
  0.6059E+01  0.1282E+00  0.4260E-02
  0.6139E+01  0.1202E+00  0.4321E-02
  0.6219E+01  0.1128E+00  0.4368E-02
  0.6299E+01  0.1062E+00  0.4397E-02
  0.6378E+01  0.1002E+00  0.4405E-02
  0.6458E+01  0.9486E-01  0.4395E-02
  0.6538E+01  0.9001E-01  0.4370E-02
  0.6618E+01  0.8562E-01  0.4337E-02
  0.6697E+01  0.8159E-01  0.4304E-02
  0.6777E+01  0.7786E-01  0.4282E-02
  0.6857E+01  0.7432E-01  0.4280E-02
  0.6937E+01  0.7090E-01  0.4301E-02
  0.7016E+01  0.6751E-01  0.4345E-02
  0.7096E+01  0.6405E-01  0.4403E-02
  0.7176E+01  0.6045E-01  0.4460E-02
  0.7255E+01  0.5662E-01  0.4496E-02
  0.7335E+01  0.5247E-01  0.4486E-02
  0.7415E+01  0.4795E-01  0.4407E-02
  0.7495E+01  0.4296E-01  0.4231E-02
  0.7574E+01  0.3745E-01  0.3937E-02
  0.7654E+01  0.3136E-01  0.3502E-02
  0.7734E+01  0.2461E-01  0.2906E-02
  0.7814E+01  0.1717E-01  0.2133E-02
  0.7893E+01  0.8978E-02  0.1169E-02
  0.7973E+01  0.0000E+00  0.0000E+00
#          Reciprocal space: Rg =    2.34     , I(0) =   0.3991E+02
#     Real space: Rg =    2.35 +- 0.008  I(0) =   0.3991E+02 +-  0.9218E-01
