#       R          P(R)      ERROR
#
  0.0000E+00  0.0000E+00  0.0000E+00
  0.8513E-01  0.2664E-01  0.5056E-03
  0.1703E+00  0.5721E-01  0.8491E-03
  0.2554E+00  0.9161E-01  0.1041E-02
  0.3405E+00  0.1296E+00  0.1099E-02
  0.4256E+00  0.1710E+00  0.1046E-02
  0.5108E+00  0.2155E+00  0.9175E-03
  0.5959E+00  0.2626E+00  0.7645E-03
  0.6810E+00  0.3119E+00  0.6687E-03
  0.7662E+00  0.3629E+00  0.7136E-03
  0.8513E+00  0.4152E+00  0.8871E-03
  0.9364E+00  0.4681E+00  0.1111E-02
  0.1022E+01  0.5212E+00  0.1327E-02
  0.1107E+01  0.5738E+00  0.1502E-02
  0.1192E+01  0.6253E+00  0.1619E-02
  0.1277E+01  0.6753E+00  0.1670E-02
  0.1362E+01  0.7232E+00  0.1658E-02
  0.1447E+01  0.7685E+00  0.1593E-02
  0.1532E+01  0.8108E+00  0.1493E-02
  0.1617E+01  0.8497E+00  0.1389E-02
  0.1703E+01  0.8848E+00  0.1315E-02
  0.1788E+01  0.9159E+00  0.1305E-02
  0.1873E+01  0.9428E+00  0.1371E-02
  0.1958E+01  0.9653E+00  0.1498E-02
  0.2043E+01  0.9834E+00  0.1653E-02
  0.2128E+01  0.9970E+00  0.1806E-02
  0.2213E+01  0.1006E+01  0.1932E-02
  0.2299E+01  0.1011E+01  0.2018E-02
  0.2384E+01  0.1012E+01  0.2057E-02
  0.2469E+01  0.1009E+01  0.2050E-02
  0.2554E+01  0.1003E+01  0.2007E-02
  0.2639E+01  0.9928E+00  0.1945E-02
  0.2724E+01  0.9800E+00  0.1886E-02
  0.2809E+01  0.9646E+00  0.1854E-02
  0.2894E+01  0.9469E+00  0.1867E-02
  0.2980E+01  0.9273E+00  0.1933E-02
  0.3065E+01  0.9060E+00  0.2042E-02
  0.3150E+01  0.8835E+00  0.2178E-02
  0.3235E+01  0.8600E+00  0.2319E-02
  0.3320E+01  0.8358E+00  0.2447E-02
  0.3405E+01  0.8111E+00  0.2548E-02
  0.3490E+01  0.7862E+00  0.2617E-02
  0.3575E+01  0.7611E+00  0.2653E-02
  0.3661E+01  0.7361E+00  0.2661E-02
  0.3746E+01  0.7112E+00  0.2653E-02
  0.3831E+01  0.6866E+00  0.2642E-02
  0.3916E+01  0.6623E+00  0.2642E-02
  0.4001E+01  0.6383E+00  0.2665E-02
  0.4086E+01  0.6147E+00  0.2715E-02
  0.4171E+01  0.5914E+00  0.2791E-02
  0.4256E+01  0.5685E+00  0.2884E-02
  0.4342E+01  0.5460E+00  0.2982E-02
  0.4427E+01  0.5238E+00  0.3073E-02
  0.4512E+01  0.5020E+00  0.3145E-02
  0.4597E+01  0.4806E+00  0.3193E-02
  0.4682E+01  0.4595E+00  0.3212E-02
  0.4767E+01  0.4389E+00  0.3206E-02
  0.4852E+01  0.4186E+00  0.3178E-02
  0.4938E+01  0.3988E+00  0.3138E-02
  0.5023E+01  0.3795E+00  0.3096E-02
  0.5108E+01  0.3608E+00  0.3063E-02
  0.5193E+01  0.3426E+00  0.3047E-02
  0.5278E+01  0.3251E+00  0.3052E-02
  0.5363E+01  0.3083E+00  0.3078E-02
  0.5448E+01  0.2921E+00  0.3122E-02
  0.5533E+01  0.2768E+00  0.3178E-02
  0.5619E+01  0.2621E+00  0.3238E-02
  0.5704E+01  0.2483E+00  0.3297E-02
  0.5789E+01  0.2352E+00  0.3352E-02
  0.5874E+01  0.2230E+00  0.3403E-02
  0.5959E+01  0.2115E+00  0.3452E-02
  0.6044E+01  0.2007E+00  0.3500E-02
  0.6129E+01  0.1905E+00  0.3552E-02
  0.6214E+01  0.1811E+00  0.3609E-02
  0.6300E+01  0.1722E+00  0.3673E-02
  0.6385E+01  0.1639E+00  0.3742E-02
  0.6470E+01  0.1560E+00  0.3814E-02
  0.6555E+01  0.1486E+00  0.3883E-02
  0.6640E+01  0.1416E+00  0.3946E-02
  0.6725E+01  0.1349E+00  0.4000E-02
  0.6810E+01  0.1285E+00  0.4043E-02
  0.6896E+01  0.1223E+00  0.4074E-02
  0.6981E+01  0.1163E+00  0.4097E-02
  0.7066E+01  0.1105E+00  0.4115E-02
  0.7151E+01  0.1048E+00  0.4133E-02
  0.7236E+01  0.9922E-01  0.4156E-02
  0.7321E+01  0.9373E-01  0.4185E-02
  0.7406E+01  0.8828E-01  0.4219E-02
  0.7491E+01  0.8285E-01  0.4254E-02
  0.7577E+01  0.7739E-01  0.4282E-02
  0.7662E+01  0.7187E-01  0.4289E-02
  0.7747E+01  0.6624E-01  0.4262E-02
  0.7832E+01  0.6045E-01  0.4185E-02
  0.7917E+01  0.5443E-01  0.4042E-02
  0.8002E+01  0.4812E-01  0.3816E-02
  0.8087E+01  0.4145E-01  0.3494E-02
  0.8172E+01  0.3434E-01  0.3060E-02
  0.8258E+01  0.2672E-01  0.2503E-02
  0.8343E+01  0.1850E-01  0.1813E-02
  0.8428E+01  0.9619E-02  0.9810E-03
  0.8513E+01  0.0000E+00  0.0000E+00
#          Reciprocal space: Rg =    2.50     , I(0) =   0.4796E+02
#     Real space: Rg =    2.52 +- 0.007  I(0) =   0.4796E+02 +-  0.1043E+00
