#       R          P(R)      ERROR
#
  0.0000E+00  0.0000E+00  0.0000E+00
  0.8010E-01  0.2549E-01  0.6822E-03
  0.1602E+00  0.5607E-01  0.1139E-02
  0.2403E+00  0.9162E-01  0.1382E-02
  0.3204E+00  0.1320E+00  0.1434E-02
  0.4005E+00  0.1768E+00  0.1324E-02
  0.4806E+00  0.2258E+00  0.1092E-02
  0.5607E+00  0.2786E+00  0.8037E-03
  0.6408E+00  0.3347E+00  0.5990E-03
  0.7209E+00  0.3935E+00  0.6996E-03
  0.8010E+00  0.4545E+00  0.1034E-02
  0.8811E+00  0.5171E+00  0.1416E-02
  0.9612E+00  0.5807E+00  0.1762E-02
  0.1041E+01  0.6444E+00  0.2034E-02
  0.1121E+01  0.7078E+00  0.2211E-02
  0.1202E+01  0.7700E+00  0.2281E-02
  0.1282E+01  0.8304E+00  0.2244E-02
  0.1362E+01  0.8884E+00  0.2110E-02
  0.1442E+01  0.9433E+00  0.1902E-02
  0.1522E+01  0.9945E+00  0.1656E-02
  0.1602E+01  0.1042E+01  0.1435E-02
  0.1682E+01  0.1084E+01  0.1322E-02
  0.1762E+01  0.1121E+01  0.1382E-02
  0.1842E+01  0.1153E+01  0.1595E-02
  0.1922E+01  0.1180E+01  0.1884E-02
  0.2002E+01  0.1200E+01  0.2176E-02
  0.2083E+01  0.1215E+01  0.2427E-02
  0.2163E+01  0.1224E+01  0.2609E-02
  0.2243E+01  0.1228E+01  0.2707E-02
  0.2323E+01  0.1226E+01  0.2719E-02
  0.2403E+01  0.1219E+01  0.2654E-02
  0.2483E+01  0.1208E+01  0.2532E-02
  0.2563E+01  0.1192E+01  0.2386E-02
  0.2643E+01  0.1172E+01  0.2260E-02
  0.2723E+01  0.1148E+01  0.2203E-02
  0.2804E+01  0.1122E+01  0.2248E-02
  0.2884E+01  0.1093E+01  0.2398E-02
  0.2964E+01  0.1062E+01  0.2622E-02
  0.3044E+01  0.1030E+01  0.2878E-02
  0.3124E+01  0.9970E+00  0.3124E-02
  0.3204E+01  0.9633E+00  0.3330E-02
  0.3284E+01  0.9293E+00  0.3474E-02
  0.3364E+01  0.8954E+00  0.3548E-02
  0.3444E+01  0.8620E+00  0.3551E-02
  0.3524E+01  0.8291E+00  0.3492E-02
  0.3605E+01  0.7971E+00  0.3390E-02
  0.3685E+01  0.7659E+00  0.3270E-02
  0.3765E+01  0.7356E+00  0.3163E-02
  0.3845E+01  0.7064E+00  0.3096E-02
  0.3925E+01  0.6781E+00  0.3091E-02
  0.4005E+01  0.6507E+00  0.3152E-02
  0.4085E+01  0.6242E+00  0.3264E-02
  0.4165E+01  0.5985E+00  0.3404E-02
  0.4245E+01  0.5735E+00  0.3546E-02
  0.4325E+01  0.5491E+00  0.3667E-02
  0.4405E+01  0.5252E+00  0.3752E-02
  0.4486E+01  0.5019E+00  0.3794E-02
  0.4566E+01  0.4790E+00  0.3797E-02
  0.4646E+01  0.4565E+00  0.3770E-02
  0.4726E+01  0.4344E+00  0.3731E-02
  0.4806E+01  0.4127E+00  0.3700E-02
  0.4886E+01  0.3916E+00  0.3696E-02
  0.4966E+01  0.3709E+00  0.3729E-02
  0.5046E+01  0.3507E+00  0.3803E-02
  0.5126E+01  0.3313E+00  0.3907E-02
  0.5207E+01  0.3125E+00  0.4026E-02
  0.5287E+01  0.2945E+00  0.4141E-02
  0.5367E+01  0.2773E+00  0.4233E-02
  0.5447E+01  0.2610E+00  0.4291E-02
  0.5527E+01  0.2457E+00  0.4309E-02
  0.5607E+01  0.2314E+00  0.4290E-02
  0.5687E+01  0.2180E+00  0.4246E-02
  0.5767E+01  0.2057E+00  0.4194E-02
  0.5847E+01  0.1943E+00  0.4158E-02
  0.5927E+01  0.1839E+00  0.4159E-02
  0.6008E+01  0.1744E+00  0.4213E-02
  0.6088E+01  0.1658E+00  0.4324E-02
  0.6168E+01  0.1579E+00  0.4484E-02
  0.6248E+01  0.1507E+00  0.4672E-02
  0.6328E+01  0.1441E+00  0.4866E-02
  0.6408E+01  0.1381E+00  0.5043E-02
  0.6488E+01  0.1326E+00  0.5185E-02
  0.6568E+01  0.1274E+00  0.5282E-02
  0.6648E+01  0.1225E+00  0.5334E-02
  0.6728E+01  0.1178E+00  0.5350E-02
  0.6809E+01  0.1133E+00  0.5350E-02
  0.6889E+01  0.1089E+00  0.5361E-02
  0.6969E+01  0.1045E+00  0.5410E-02
  0.7049E+01  0.1001E+00  0.5517E-02
  0.7129E+01  0.9556E-01  0.5689E-02
  0.7209E+01  0.9081E-01  0.5911E-02
  0.7289E+01  0.8576E-01  0.6152E-02
  0.7369E+01  0.8028E-01  0.6363E-02
  0.7449E+01  0.7424E-01  0.6488E-02
  0.7529E+01  0.6748E-01  0.6467E-02
  0.7610E+01  0.5982E-01  0.6238E-02
  0.7690E+01  0.5105E-01  0.5743E-02
  0.7770E+01  0.4094E-01  0.4923E-02
  0.7850E+01  0.2925E-01  0.3726E-02
  0.7930E+01  0.1569E-01  0.2100E-02
  0.8010E+01  0.0000E+00  0.0000E+00
#          Reciprocal space: Rg =    2.35     , I(0) =   0.5268E+02
#     Real space: Rg =    2.36 +- 0.007  I(0) =   0.5269E+02 +-  0.1171E+00
