#       R          P(R)      ERROR
#
  0.0000E+00  0.0000E+00  0.0000E+00
  0.7516E-01  0.4260E-01  0.4971E-03
  0.1503E+00  0.8555E-01  0.8526E-03
  0.2255E+00  0.1288E+00  0.1074E-02
  0.3006E+00  0.1724E+00  0.1172E-02
  0.3758E+00  0.2163E+00  0.1164E-02
  0.4510E+00  0.2603E+00  0.1072E-02
  0.5261E+00  0.3045E+00  0.9244E-03
  0.6013E+00  0.3487E+00  0.7680E-03
  0.6764E+00  0.3928E+00  0.6739E-03
  0.7516E+00  0.4367E+00  0.7137E-03
  0.8268E+00  0.4802E+00  0.8770E-03
  0.9019E+00  0.5232E+00  0.1095E-02
  0.9771E+00  0.5654E+00  0.1315E-02
  0.1052E+01  0.6066E+00  0.1506E-02
  0.1127E+01  0.6466E+00  0.1650E-02
  0.1203E+01  0.6851E+00  0.1739E-02
  0.1278E+01  0.7219E+00  0.1769E-02
  0.1353E+01  0.7567E+00  0.1742E-02
  0.1428E+01  0.7893E+00  0.1668E-02
  0.1503E+01  0.8193E+00  0.1562E-02
  0.1578E+01  0.8465E+00  0.1445E-02
  0.1654E+01  0.8706E+00  0.1347E-02
  0.1729E+01  0.8916E+00  0.1301E-02
  0.1804E+01  0.9091E+00  0.1328E-02
  0.1879E+01  0.9230E+00  0.1426E-02
  0.1954E+01  0.9333E+00  0.1575E-02
  0.2029E+01  0.9399E+00  0.1746E-02
  0.2104E+01  0.9427E+00  0.1913E-02
  0.2180E+01  0.9419E+00  0.2060E-02
  0.2255E+01  0.9375E+00  0.2174E-02
  0.2330E+01  0.9297E+00  0.2250E-02
  0.2405E+01  0.9186E+00  0.2287E-02
  0.2480E+01  0.9045E+00  0.2290E-02
  0.2555E+01  0.8878E+00  0.2266E-02
  0.2631E+01  0.8687E+00  0.2227E-02
  0.2706E+01  0.8475E+00  0.2185E-02
  0.2781E+01  0.8247E+00  0.2154E-02
  0.2856E+01  0.8005E+00  0.2142E-02
  0.2931E+01  0.7754E+00  0.2154E-02
  0.3006E+01  0.7497E+00  0.2189E-02
  0.3082E+01  0.7238E+00  0.2238E-02
  0.3157E+01  0.6981E+00  0.2291E-02
  0.3232E+01  0.6726E+00  0.2339E-02
  0.3307E+01  0.6479E+00  0.2374E-02
  0.3382E+01  0.6240E+00  0.2392E-02
  0.3457E+01  0.6011E+00  0.2393E-02
  0.3533E+01  0.5793E+00  0.2382E-02
  0.3608E+01  0.5587E+00  0.2367E-02
  0.3683E+01  0.5394E+00  0.2361E-02
  0.3758E+01  0.5212E+00  0.2375E-02
  0.3833E+01  0.5042E+00  0.2419E-02
  0.3908E+01  0.4883E+00  0.2496E-02
  0.3983E+01  0.4733E+00  0.2606E-02
  0.4059E+01  0.4590E+00  0.2738E-02
  0.4134E+01  0.4454E+00  0.2882E-02
  0.4209E+01  0.4323E+00  0.3024E-02
  0.4284E+01  0.4194E+00  0.3153E-02
  0.4359E+01  0.4067E+00  0.3260E-02
  0.4434E+01  0.3940E+00  0.3339E-02
  0.4510E+01  0.3811E+00  0.3389E-02
  0.4585E+01  0.3680E+00  0.3410E-02
  0.4660E+01  0.3546E+00  0.3410E-02
  0.4735E+01  0.3408E+00  0.3397E-02
  0.4810E+01  0.3267E+00  0.3382E-02
  0.4885E+01  0.3122E+00  0.3377E-02
  0.4961E+01  0.2974E+00  0.3392E-02
  0.5036E+01  0.2824E+00  0.3434E-02
  0.5111E+01  0.2671E+00  0.3503E-02
  0.5186E+01  0.2519E+00  0.3598E-02
  0.5261E+01  0.2367E+00  0.3708E-02
  0.5336E+01  0.2217E+00  0.3825E-02
  0.5412E+01  0.2070E+00  0.3938E-02
  0.5487E+01  0.1927E+00  0.4037E-02
  0.5562E+01  0.1790E+00  0.4116E-02
  0.5637E+01  0.1660E+00  0.4172E-02
  0.5712E+01  0.1537E+00  0.4204E-02
  0.5787E+01  0.1422E+00  0.4217E-02
  0.5862E+01  0.1316E+00  0.4218E-02
  0.5938E+01  0.1218E+00  0.4216E-02
  0.6013E+01  0.1130E+00  0.4222E-02
  0.6088E+01  0.1049E+00  0.4247E-02
  0.6163E+01  0.9769E-01  0.4298E-02
  0.6238E+01  0.9120E-01  0.4379E-02
  0.6313E+01  0.8535E-01  0.4489E-02
  0.6389E+01  0.8006E-01  0.4622E-02
  0.6464E+01  0.7521E-01  0.4768E-02
  0.6539E+01  0.7070E-01  0.4914E-02
  0.6614E+01  0.6641E-01  0.5045E-02
  0.6689E+01  0.6222E-01  0.5147E-02
  0.6764E+01  0.5803E-01  0.5203E-02
  0.6840E+01  0.5373E-01  0.5198E-02
  0.6915E+01  0.4925E-01  0.5117E-02
  0.6990E+01  0.4449E-01  0.4946E-02
  0.7065E+01  0.3941E-01  0.4669E-02
  0.7140E+01  0.3393E-01  0.4273E-02
  0.7215E+01  0.2804E-01  0.3743E-02
  0.7291E+01  0.2171E-01  0.3065E-02
  0.7366E+01  0.1492E-01  0.2224E-02
  0.7441E+01  0.7682E-02  0.1206E-02
  0.7516E+01  0.0000E+00  0.0000E+00
#          Reciprocal space: Rg =    2.21     , I(0) =   0.4056E+02
#     Real space: Rg =    2.22 +- 0.007  I(0) =   0.4056E+02 +-  0.8398E-01
