#       R          P(R)      ERROR
#
  0.0000E+00  0.0000E+00  0.0000E+00
  0.7825E-01  0.2691E-01  0.2328E-01
  0.1565E+00  0.5489E-01  0.3777E-01
  0.2348E+00  0.8402E-01  0.4404E-01
  0.3130E+00  0.1144E+00  0.4300E-01
  0.3912E+00  0.1461E+00  0.3586E-01
  0.4695E+00  0.1793E+00  0.2407E-01
  0.5477E+00  0.2141E+00  0.9328E-02
  0.6260E+00  0.2505E+00  0.7957E-02
  0.7043E+00  0.2886E+00  0.2407E-01
  0.7825E+00  0.3284E+00  0.3892E-01
  0.8608E+00  0.3696E+00  0.5104E-01
  0.9390E+00  0.4122E+00  0.5946E-01
  0.1017E+01  0.4556E+00  0.6351E-01
  0.1095E+01  0.4995E+00  0.6289E-01
  0.1174E+01  0.5434E+00  0.5768E-01
  0.1252E+01  0.5867E+00  0.4826E-01
  0.1330E+01  0.6287E+00  0.3539E-01
  0.1409E+01  0.6687E+00  0.2022E-01
  0.1487E+01  0.7061E+00  0.6789E-02
  0.1565E+01  0.7402E+00  0.1670E-01
  0.1643E+01  0.7705E+00  0.3251E-01
  0.1722E+01  0.7965E+00  0.4667E-01
  0.1800E+01  0.8177E+00  0.5783E-01
  0.1878E+01  0.8339E+00  0.6514E-01
  0.1956E+01  0.8451E+00  0.6806E-01
  0.2034E+01  0.8512E+00  0.6638E-01
  0.2113E+01  0.8524E+00  0.6023E-01
  0.2191E+01  0.8491E+00  0.5006E-01
  0.2269E+01  0.8416E+00  0.3670E-01
  0.2348E+01  0.8305E+00  0.2167E-01
  0.2426E+01  0.8164E+00  0.1088E-01
  0.2504E+01  0.7999E+00  0.1994E-01
  0.2582E+01  0.7816E+00  0.3524E-01
  0.2660E+01  0.7621E+00  0.4933E-01
  0.2739E+01  0.7421E+00  0.6048E-01
  0.2817E+01  0.7219E+00  0.6774E-01
  0.2895E+01  0.7019E+00  0.7054E-01
  0.2974E+01  0.6823E+00  0.6867E-01
  0.3052E+01  0.6635E+00  0.6228E-01
  0.3130E+01  0.6453E+00  0.5187E-01
  0.3208E+01  0.6279E+00  0.3845E-01
  0.3287E+01  0.6110E+00  0.2405E-01
  0.3365E+01  0.5945E+00  0.1568E-01
  0.3443E+01  0.5782E+00  0.2415E-01
  0.3521E+01  0.5619E+00  0.3887E-01
  0.3599E+01  0.5454E+00  0.5278E-01
  0.3678E+01  0.5285E+00  0.6376E-01
  0.3756E+01  0.5112E+00  0.7072E-01
  0.3834E+01  0.4934E+00  0.7305E-01
  0.3913E+01  0.4752E+00  0.7054E-01
  0.3991E+01  0.4567E+00  0.6340E-01
  0.4069E+01  0.4379E+00  0.5231E-01
  0.4147E+01  0.4193E+00  0.3863E-01
  0.4226E+01  0.4009E+00  0.2551E-01
  0.4304E+01  0.3831E+00  0.2160E-01
  0.4382E+01  0.3660E+00  0.3184E-01
  0.4460E+01  0.3500E+00  0.4644E-01
  0.4538E+01  0.3351E+00  0.5987E-01
  0.4617E+01  0.3213E+00  0.7000E-01
  0.4695E+01  0.3087E+00  0.7566E-01
  0.4773E+01  0.2971E+00  0.7627E-01
  0.4851E+01  0.2863E+00  0.7174E-01
  0.4930E+01  0.2762E+00  0.6250E-01
  0.5008E+01  0.2662E+00  0.4968E-01
  0.5086E+01  0.2562E+00  0.3571E-01
  0.5165E+01  0.2458E+00  0.2668E-01
  0.5243E+01  0.2347E+00  0.3132E-01
  0.5321E+01  0.2227E+00  0.4512E-01
  0.5399E+01  0.2097E+00  0.5986E-01
  0.5478E+01  0.1957E+00  0.7185E-01
  0.5556E+01  0.1808E+00  0.7927E-01
  0.5634E+01  0.1652E+00  0.8115E-01
  0.5712E+01  0.1495E+00  0.7716E-01
  0.5790E+01  0.1340E+00  0.6770E-01
  0.5869E+01  0.1192E+00  0.5409E-01
  0.5947E+01  0.1058E+00  0.3949E-01
  0.6025E+01  0.9426E-01  0.3162E-01
  0.6104E+01  0.8497E-01  0.3891E-01
  0.6182E+01  0.7826E-01  0.5484E-01
  0.6260E+01  0.7424E-01  0.7088E-01
  0.6338E+01  0.7281E-01  0.8295E-01
  0.6417E+01  0.7367E-01  0.8886E-01
  0.6495E+01  0.7629E-01  0.8749E-01
  0.6573E+01  0.7996E-01  0.7873E-01
  0.6651E+01  0.8381E-01  0.6380E-01
  0.6729E+01  0.8694E-01  0.4641E-01
  0.6808E+01  0.8845E-01  0.3673E-01
  0.6886E+01  0.8760E-01  0.4661E-01
  0.6964E+01  0.8387E-01  0.6671E-01
  0.7043E+01  0.7707E-01  0.8523E-01
  0.7121E+01  0.6742E-01  0.9623E-01
  0.7199E+01  0.5554E-01  0.9629E-01
  0.7277E+01  0.4251E-01  0.8387E-01
  0.7356E+01  0.2966E-01  0.6027E-01
  0.7434E+01  0.1849E-01  0.3505E-01
  0.7512E+01  0.1028E-01  0.4271E-01
  0.7590E+01  0.5739E-02  0.7313E-01
  0.7668E+01  0.4449E-02  0.9108E-01
  0.7747E+01  0.4162E-02  0.7464E-01
  0.7825E+01  0.0000E+00  0.0000E+00
#          Reciprocal space: Rg =    2.30     , I(0) =   0.3631E+02
#     Real space: Rg =    2.31 +- 0.013  I(0) =   0.3632E+02 +-  0.1098E+00
