#       R          P(R)      ERROR
#
  0.0000E+00  0.0000E+00  0.0000E+00
  0.7869E-01  0.2631E-01  0.4724E-03
  0.1574E+00  0.5548E-01  0.8061E-03
  0.2361E+00  0.8742E-01  0.1009E-02
  0.3148E+00  0.1220E+00  0.1095E-02
  0.3934E+00  0.1589E+00  0.1082E-02
  0.4721E+00  0.1981E+00  0.9946E-03
  0.5508E+00  0.2391E+00  0.8687E-03
  0.6295E+00  0.2816E+00  0.7561E-03
  0.7082E+00  0.3252E+00  0.7226E-03
  0.7869E+00  0.3696E+00  0.8046E-03
  0.8656E+00  0.4143E+00  0.9702E-03
  0.9443E+00  0.4589E+00  0.1164E-02
  0.1023E+01  0.5029E+00  0.1347E-02
  0.1102E+01  0.5458E+00  0.1494E-02
  0.1180E+01  0.5873E+00  0.1591E-02
  0.1259E+01  0.6270E+00  0.1634E-02
  0.1338E+01  0.6645E+00  0.1621E-02
  0.1416E+01  0.6993E+00  0.1562E-02
  0.1495E+01  0.7313E+00  0.1469E-02
  0.1574E+01  0.7600E+00  0.1363E-02
  0.1652E+01  0.7855E+00  0.1273E-02
  0.1731E+01  0.8073E+00  0.1227E-02
  0.1810E+01  0.8255E+00  0.1246E-02
  0.1889E+01  0.8399E+00  0.1329E-02
  0.1967E+01  0.8507E+00  0.1453E-02
  0.2046E+01  0.8577E+00  0.1593E-02
  0.2125E+01  0.8611E+00  0.1723E-02
  0.2203E+01  0.8610E+00  0.1828E-02
  0.2282E+01  0.8577E+00  0.1895E-02
  0.2361E+01  0.8513E+00  0.1923E-02
  0.2439E+01  0.8420E+00  0.1912E-02
  0.2518E+01  0.8302E+00  0.1872E-02
  0.2597E+01  0.8162E+00  0.1815E-02
  0.2675E+01  0.8002E+00  0.1762E-02
  0.2754E+01  0.7825E+00  0.1732E-02
  0.2833E+01  0.7635E+00  0.1743E-02
  0.2912E+01  0.7435E+00  0.1802E-02
  0.2990E+01  0.7227E+00  0.1907E-02
  0.3069E+01  0.7015E+00  0.2041E-02
  0.3148E+01  0.6799E+00  0.2189E-02
  0.3226E+01  0.6584E+00  0.2333E-02
  0.3305E+01  0.6371E+00  0.2460E-02
  0.3384E+01  0.6160E+00  0.2561E-02
  0.3462E+01  0.5954E+00  0.2632E-02
  0.3541E+01  0.5754E+00  0.2673E-02
  0.3620E+01  0.5560E+00  0.2688E-02
  0.3698E+01  0.5373E+00  0.2683E-02
  0.3777E+01  0.5192E+00  0.2669E-02
  0.3856E+01  0.5018E+00  0.2655E-02
  0.3934E+01  0.4850E+00  0.2648E-02
  0.4013E+01  0.4688E+00  0.2654E-02
  0.4092E+01  0.4531E+00  0.2674E-02
  0.4171E+01  0.4378E+00  0.2706E-02
  0.4249E+01  0.4229E+00  0.2744E-02
  0.4328E+01  0.4083E+00  0.2780E-02
  0.4407E+01  0.3940E+00  0.2807E-02
  0.4485E+01  0.3798E+00  0.2822E-02
  0.4564E+01  0.3657E+00  0.2821E-02
  0.4643E+01  0.3516E+00  0.2805E-02
  0.4721E+01  0.3376E+00  0.2778E-02
  0.4800E+01  0.3236E+00  0.2748E-02
  0.4879E+01  0.3096E+00  0.2721E-02
  0.4957E+01  0.2957E+00  0.2706E-02
  0.5036E+01  0.2818E+00  0.2710E-02
  0.5115E+01  0.2679E+00  0.2736E-02
  0.5194E+01  0.2541E+00  0.2785E-02
  0.5272E+01  0.2406E+00  0.2852E-02
  0.5351E+01  0.2272E+00  0.2932E-02
  0.5430E+01  0.2141E+00  0.3018E-02
  0.5508E+01  0.2014E+00  0.3104E-02
  0.5587E+01  0.1890E+00  0.3186E-02
  0.5666E+01  0.1772E+00  0.3263E-02
  0.5744E+01  0.1658E+00  0.3334E-02
  0.5823E+01  0.1549E+00  0.3402E-02
  0.5902E+01  0.1447E+00  0.3469E-02
  0.5980E+01  0.1350E+00  0.3539E-02
  0.6059E+01  0.1260E+00  0.3614E-02
  0.6138E+01  0.1176E+00  0.3695E-02
  0.6217E+01  0.1098E+00  0.3781E-02
  0.6295E+01  0.1026E+00  0.3870E-02
  0.6374E+01  0.9589E-01  0.3960E-02
  0.6453E+01  0.8974E-01  0.4045E-02
  0.6531E+01  0.8405E-01  0.4122E-02
  0.6610E+01  0.7878E-01  0.4188E-02
  0.6689E+01  0.7385E-01  0.4242E-02
  0.6767E+01  0.6922E-01  0.4281E-02
  0.6846E+01  0.6480E-01  0.4305E-02
  0.6925E+01  0.6054E-01  0.4312E-02
  0.7003E+01  0.5637E-01  0.4300E-02
  0.7082E+01  0.5222E-01  0.4263E-02
  0.7161E+01  0.4802E-01  0.4196E-02
  0.7239E+01  0.4372E-01  0.4089E-02
  0.7318E+01  0.3927E-01  0.3929E-02
  0.7397E+01  0.3461E-01  0.3702E-02
  0.7476E+01  0.2969E-01  0.3392E-02
  0.7554E+01  0.2447E-01  0.2981E-02
  0.7633E+01  0.1893E-01  0.2453E-02
  0.7712E+01  0.1302E-01  0.1790E-02
  0.7790E+01  0.6714E-02  0.9772E-03
  0.7869E+01  0.0000E+00  0.0000E+00
#          Reciprocal space: Rg =    2.31     , I(0) =   0.3822E+02
#     Real space: Rg =    2.32 +- 0.007  I(0) =   0.3823E+02 +-  0.7384E-01
