#       R          P(R)      ERROR
#
  0.0000E+00  0.0000E+00  0.0000E+00
  0.7809E-01  0.2494E-01  0.5320E-03
  0.1562E+00  0.5354E-01  0.8998E-03
  0.2343E+00  0.8571E-01  0.1113E-02
  0.3124E+00  0.1213E+00  0.1186E-02
  0.3905E+00  0.1600E+00  0.1142E-02
  0.4685E+00  0.2015E+00  0.1010E-02
  0.5466E+00  0.2456E+00  0.8359E-03
  0.6247E+00  0.2918E+00  0.6952E-03
  0.7028E+00  0.3396E+00  0.6933E-03
  0.7809E+00  0.3886E+00  0.8572E-03
  0.8590E+00  0.4383E+00  0.1105E-02
  0.9371E+00  0.4881E+00  0.1362E-02
  0.1015E+01  0.5376E+00  0.1586E-02
  0.1093E+01  0.5862E+00  0.1754E-02
  0.1171E+01  0.6334E+00  0.1852E-02
  0.1249E+01  0.6787E+00  0.1875E-02
  0.1328E+01  0.7217E+00  0.1827E-02
  0.1406E+01  0.7619E+00  0.1717E-02
  0.1484E+01  0.7989E+00  0.1566E-02
  0.1562E+01  0.8325E+00  0.1410E-02
  0.1640E+01  0.8623E+00  0.1295E-02
  0.1718E+01  0.8881E+00  0.1276E-02
  0.1796E+01  0.9098E+00  0.1378E-02
  0.1874E+01  0.9273E+00  0.1576E-02
  0.1952E+01  0.9405E+00  0.1823E-02
  0.2030E+01  0.9494E+00  0.2078E-02
  0.2108E+01  0.9542E+00  0.2309E-02
  0.2187E+01  0.9550E+00  0.2495E-02
  0.2265E+01  0.9520E+00  0.2626E-02
  0.2343E+01  0.9454E+00  0.2696E-02
  0.2421E+01  0.9355E+00  0.2706E-02
  0.2499E+01  0.9226E+00  0.2665E-02
  0.2577E+01  0.9070E+00  0.2585E-02
  0.2655E+01  0.8891E+00  0.2487E-02
  0.2733E+01  0.8692E+00  0.2394E-02
  0.2811E+01  0.8477E+00  0.2328E-02
  0.2889E+01  0.8249E+00  0.2310E-02
  0.2967E+01  0.8011E+00  0.2346E-02
  0.3046E+01  0.7767E+00  0.2432E-02
  0.3124E+01  0.7520E+00  0.2551E-02
  0.3202E+01  0.7271E+00  0.2685E-02
  0.3280E+01  0.7024E+00  0.2813E-02
  0.3358E+01  0.6780E+00  0.2922E-02
  0.3436E+01  0.6541E+00  0.3003E-02
  0.3514E+01  0.6308E+00  0.3053E-02
  0.3592E+01  0.6082E+00  0.3074E-02
  0.3670E+01  0.5863E+00  0.3072E-02
  0.3748E+01  0.5652E+00  0.3058E-02
  0.3826E+01  0.5448E+00  0.3041E-02
  0.3905E+01  0.5252E+00  0.3032E-02
  0.3983E+01  0.5063E+00  0.3038E-02
  0.4061E+01  0.4879E+00  0.3064E-02
  0.4139E+01  0.4701E+00  0.3107E-02
  0.4217E+01  0.4528E+00  0.3164E-02
  0.4295E+01  0.4359E+00  0.3228E-02
  0.4373E+01  0.4193E+00  0.3292E-02
  0.4451E+01  0.4030E+00  0.3353E-02
  0.4529E+01  0.3869E+00  0.3408E-02
  0.4607E+01  0.3710E+00  0.3459E-02
  0.4685E+01  0.3552E+00  0.3508E-02
  0.4763E+01  0.3395E+00  0.3561E-02
  0.4842E+01  0.3239E+00  0.3622E-02
  0.4920E+01  0.3086E+00  0.3694E-02
  0.4998E+01  0.2934E+00  0.3779E-02
  0.5076E+01  0.2784E+00  0.3873E-02
  0.5154E+01  0.2636E+00  0.3972E-02
  0.5232E+01  0.2493E+00  0.4068E-02
  0.5310E+01  0.2353E+00  0.4156E-02
  0.5388E+01  0.2217E+00  0.4227E-02
  0.5466E+01  0.2087E+00  0.4278E-02
  0.5544E+01  0.1963E+00  0.4307E-02
  0.5622E+01  0.1845E+00  0.4314E-02
  0.5701E+01  0.1733E+00  0.4305E-02
  0.5779E+01  0.1629E+00  0.4285E-02
  0.5857E+01  0.1532E+00  0.4263E-02
  0.5935E+01  0.1441E+00  0.4246E-02
  0.6013E+01  0.1358E+00  0.4242E-02
  0.6091E+01  0.1282E+00  0.4255E-02
  0.6169E+01  0.1212E+00  0.4286E-02
  0.6247E+01  0.1148E+00  0.4334E-02
  0.6325E+01  0.1089E+00  0.4393E-02
  0.6403E+01  0.1035E+00  0.4458E-02
  0.6481E+01  0.9853E-01  0.4524E-02
  0.6560E+01  0.9381E-01  0.4587E-02
  0.6638E+01  0.8931E-01  0.4644E-02
  0.6716E+01  0.8494E-01  0.4694E-02
  0.6794E+01  0.8062E-01  0.4737E-02
  0.6872E+01  0.7626E-01  0.4771E-02
  0.6950E+01  0.7178E-01  0.4795E-02
  0.7028E+01  0.6712E-01  0.4801E-02
  0.7106E+01  0.6220E-01  0.4779E-02
  0.7184E+01  0.5698E-01  0.4714E-02
  0.7262E+01  0.5140E-01  0.4587E-02
  0.7340E+01  0.4543E-01  0.4376E-02
  0.7419E+01  0.3903E-01  0.4057E-02
  0.7497E+01  0.3217E-01  0.3605E-02
  0.7575E+01  0.2485E-01  0.2996E-02
  0.7653E+01  0.1705E-01  0.2205E-02
  0.7731E+01  0.8768E-02  0.1213E-02
  0.7809E+01  0.0000E+00  0.0000E+00
#          Reciprocal space: Rg =    2.30     , I(0) =   0.4137E+02
#     Real space: Rg =    2.31 +- 0.007  I(0) =   0.4137E+02 +-  0.9160E-01
