#       R          P(R)      ERROR
#
  0.0000E+00  0.0000E+00  0.0000E+00
  0.7453E-01  0.1807E-01  0.4935E-02
  0.1491E+00  0.4060E-01  0.8162E-02
  0.2236E+00  0.6741E-01  0.9775E-02
  0.2981E+00  0.9816E-01  0.9929E-02
  0.3726E+00  0.1324E+00  0.8829E-02
  0.4472E+00  0.1697E+00  0.6724E-02
  0.5217E+00  0.2094E+00  0.3914E-02
  0.5962E+00  0.2508E+00  0.1121E-02
  0.6708E+00  0.2932E+00  0.3208E-02
  0.7453E+00  0.3361E+00  0.6505E-02
  0.8198E+00  0.3786E+00  0.9506E-02
  0.8944E+00  0.4203E+00  0.1195E-01
  0.9689E+00  0.4604E+00  0.1366E-01
  0.1043E+01  0.4986E+00  0.1453E-01
  0.1118E+01  0.5345E+00  0.1449E-01
  0.1192E+01  0.5676E+00  0.1356E-01
  0.1267E+01  0.5979E+00  0.1180E-01
  0.1342E+01  0.6251E+00  0.9337E-02
  0.1416E+01  0.6493E+00  0.6384E-02
  0.1491E+01  0.6704E+00  0.3402E-02
  0.1565E+01  0.6885E+00  0.2689E-02
  0.1640E+01  0.7039E+00  0.5423E-02
  0.1714E+01  0.7167E+00  0.8574E-02
  0.1789E+01  0.7270E+00  0.1139E-01
  0.1863E+01  0.7350E+00  0.1361E-01
  0.1938E+01  0.7410E+00  0.1508E-01
  0.2012E+01  0.7450E+00  0.1571E-01
  0.2087E+01  0.7471E+00  0.1544E-01
  0.2161E+01  0.7476E+00  0.1431E-01
  0.2236E+01  0.7462E+00  0.1240E-01
  0.2310E+01  0.7432E+00  0.9854E-02
  0.2385E+01  0.7383E+00  0.6953E-02
  0.2459E+01  0.7316E+00  0.4373E-02
  0.2534E+01  0.7230E+00  0.4080E-02
  0.2609E+01  0.7124E+00  0.6479E-02
  0.2683E+01  0.6998E+00  0.9472E-02
  0.2758E+01  0.6851E+00  0.1221E-01
  0.2832E+01  0.6685E+00  0.1439E-01
  0.2907E+01  0.6499E+00  0.1580E-01
  0.2981E+01  0.6295E+00  0.1636E-01
  0.3056E+01  0.6075E+00  0.1603E-01
  0.3130E+01  0.5842E+00  0.1483E-01
  0.3205E+01  0.5599E+00  0.1288E-01
  0.3279E+01  0.5350E+00  0.1039E-01
  0.3354E+01  0.5099E+00  0.7780E-02
  0.3428E+01  0.4851E+00  0.6002E-02
  0.3503E+01  0.4609E+00  0.6450E-02
  0.3577E+01  0.4379E+00  0.8802E-02
  0.3652E+01  0.4164E+00  0.1169E-01
  0.3727E+01  0.3967E+00  0.1436E-01
  0.3801E+01  0.3792E+00  0.1646E-01
  0.3876E+01  0.3639E+00  0.1777E-01
  0.3950E+01  0.3510E+00  0.1817E-01
  0.4025E+01  0.3404E+00  0.1764E-01
  0.4099E+01  0.3319E+00  0.1620E-01
  0.4174E+01  0.3254E+00  0.1402E-01
  0.4248E+01  0.3204E+00  0.1139E-01
  0.4323E+01  0.3166E+00  0.8913E-02
  0.4397E+01  0.3134E+00  0.7723E-02
  0.4472E+01  0.3103E+00  0.8805E-02
  0.4546E+01  0.3069E+00  0.1146E-01
  0.4621E+01  0.3025E+00  0.1451E-01
  0.4695E+01  0.2968E+00  0.1725E-01
  0.4770E+01  0.2894E+00  0.1931E-01
  0.4844E+01  0.2799E+00  0.2046E-01
  0.4919E+01  0.2682E+00  0.2057E-01
  0.4994E+01  0.2542E+00  0.1963E-01
  0.5068E+01  0.2382E+00  0.1772E-01
  0.5143E+01  0.2202E+00  0.1508E-01
  0.5217E+01  0.2007E+00  0.1217E-01
  0.5292E+01  0.1802E+00  0.9913E-02
  0.5366E+01  0.1593E+00  0.9658E-02
  0.5441E+01  0.1385E+00  0.1173E-01
  0.5515E+01  0.1186E+00  0.1494E-01
  0.5590E+01  0.1002E+00  0.1817E-01
  0.5664E+01  0.8387E-01  0.2079E-01
  0.5739E+01  0.7023E-01  0.2243E-01
  0.5813E+01  0.5964E-01  0.2287E-01
  0.5888E+01  0.5234E-01  0.2205E-01
  0.5962E+01  0.4841E-01  0.2006E-01
  0.6037E+01  0.4773E-01  0.1722E-01
  0.6111E+01  0.4999E-01  0.1420E-01
  0.6186E+01  0.5469E-01  0.1229E-01
  0.6261E+01  0.6117E-01  0.1290E-01
  0.6335E+01  0.6863E-01  0.1585E-01
  0.6410E+01  0.7615E-01  0.1965E-01
  0.6484E+01  0.8282E-01  0.2306E-01
  0.6559E+01  0.8772E-01  0.2532E-01
  0.6633E+01  0.9001E-01  0.2594E-01
  0.6708E+01  0.8904E-01  0.2467E-01
  0.6782E+01  0.8438E-01  0.2159E-01
  0.6857E+01  0.7591E-01  0.1731E-01
  0.6931E+01  0.6389E-01  0.1362E-01
  0.7006E+01  0.4900E-01  0.1390E-01
  0.7080E+01  0.3239E-01  0.1860E-01
  0.7155E+01  0.1574E-01  0.2421E-01
  0.7229E+01  0.1232E-02  0.2767E-01
  0.7304E+01 -0.8435E-02  0.2651E-01
  0.7378E+01 -0.1006E-01  0.1819E-01
  0.7453E+01  0.0000E+00  0.0000E+00
#          Reciprocal space: Rg =    2.20     , I(0) =   0.3214E+02
#     Real space: Rg =    2.21 +- 0.011  I(0) =   0.3215E+02 +-  0.8532E-01
