#       R          P(R)      ERROR
#
  0.0000E+00  0.0000E+00  0.0000E+00
  0.7610E-01  0.3756E-01  0.6638E-03
  0.1522E+00  0.7702E-01  0.1120E-02
  0.2283E+00  0.1183E+00  0.1379E-02
  0.3044E+00  0.1614E+00  0.1459E-02
  0.3805E+00  0.2060E+00  0.1385E-02
  0.4566E+00  0.2522E+00  0.1189E-02
  0.5327E+00  0.2996E+00  0.9152E-03
  0.6088E+00  0.3481E+00  0.6478E-03
  0.6849E+00  0.3973E+00  0.5717E-03
  0.7610E+00  0.4471E+00  0.7934E-03
  0.8371E+00  0.4971E+00  0.1137E-02
  0.9132E+00  0.5469E+00  0.1479E-02
  0.9893E+00  0.5962E+00  0.1772E-02
  0.1065E+01  0.6446E+00  0.1989E-02
  0.1141E+01  0.6917E+00  0.2118E-02
  0.1218E+01  0.7371E+00  0.2156E-02
  0.1294E+01  0.7804E+00  0.2107E-02
  0.1370E+01  0.8213E+00  0.1987E-02
  0.1446E+01  0.8592E+00  0.1824E-02
  0.1522E+01  0.8940E+00  0.1656E-02
  0.1598E+01  0.9252E+00  0.1537E-02
  0.1674E+01  0.9526E+00  0.1518E-02
  0.1750E+01  0.9759E+00  0.1616E-02
  0.1826E+01  0.9950E+00  0.1802E-02
  0.1903E+01  0.1010E+01  0.2026E-02
  0.1979E+01  0.1020E+01  0.2242E-02
  0.2055E+01  0.1026E+01  0.2417E-02
  0.2131E+01  0.1027E+01  0.2532E-02
  0.2207E+01  0.1025E+01  0.2576E-02
  0.2283E+01  0.1018E+01  0.2552E-02
  0.2359E+01  0.1007E+01  0.2471E-02
  0.2435E+01  0.9927E+00  0.2356E-02
  0.2511E+01  0.9753E+00  0.2241E-02
  0.2587E+01  0.9551E+00  0.2169E-02
  0.2663E+01  0.9325E+00  0.2176E-02
  0.2740E+01  0.9079E+00  0.2279E-02
  0.2816E+01  0.8819E+00  0.2464E-02
  0.2892E+01  0.8547E+00  0.2697E-02
  0.2968E+01  0.8268E+00  0.2939E-02
  0.3044E+01  0.7987E+00  0.3157E-02
  0.3120E+01  0.7707E+00  0.3324E-02
  0.3196E+01  0.7431E+00  0.3425E-02
  0.3272E+01  0.7162E+00  0.3454E-02
  0.3348E+01  0.6902E+00  0.3413E-02
  0.3425E+01  0.6654E+00  0.3314E-02
  0.3501E+01  0.6417E+00  0.3181E-02
  0.3577E+01  0.6194E+00  0.3046E-02
  0.3653E+01  0.5984E+00  0.2948E-02
  0.3729E+01  0.5786E+00  0.2921E-02
  0.3805E+01  0.5600E+00  0.2985E-02
  0.3881E+01  0.5424E+00  0.3138E-02
  0.3957E+01  0.5258E+00  0.3352E-02
  0.4033E+01  0.5100E+00  0.3594E-02
  0.4109E+01  0.4947E+00  0.3829E-02
  0.4186E+01  0.4797E+00  0.4029E-02
  0.4262E+01  0.4650E+00  0.4176E-02
  0.4338E+01  0.4503E+00  0.4260E-02
  0.4414E+01  0.4356E+00  0.4283E-02
  0.4490E+01  0.4205E+00  0.4254E-02
  0.4566E+01  0.4052E+00  0.4188E-02
  0.4642E+01  0.3895E+00  0.4111E-02
  0.4718E+01  0.3734E+00  0.4046E-02
  0.4794E+01  0.3568E+00  0.4016E-02
  0.4870E+01  0.3400E+00  0.4036E-02
  0.4947E+01  0.3228E+00  0.4106E-02
  0.5023E+01  0.3055E+00  0.4214E-02
  0.5099E+01  0.2881E+00  0.4339E-02
  0.5175E+01  0.2708E+00  0.4458E-02
  0.5251E+01  0.2538E+00  0.4548E-02
  0.5327E+01  0.2371E+00  0.4596E-02
  0.5403E+01  0.2210E+00  0.4594E-02
  0.5479E+01  0.2056E+00  0.4544E-02
  0.5555E+01  0.1910E+00  0.4458E-02
  0.5631E+01  0.1774E+00  0.4355E-02
  0.5708E+01  0.1647E+00  0.4259E-02
  0.5784E+01  0.1531E+00  0.4195E-02
  0.5860E+01  0.1426E+00  0.4181E-02
  0.5936E+01  0.1332E+00  0.4222E-02
  0.6012E+01  0.1249E+00  0.4310E-02
  0.6088E+01  0.1176E+00  0.4425E-02
  0.6164E+01  0.1112E+00  0.4541E-02
  0.6240E+01  0.1057E+00  0.4636E-02
  0.6316E+01  0.1009E+00  0.4694E-02
  0.6392E+01  0.9664E-01  0.4713E-02
  0.6468E+01  0.9286E-01  0.4702E-02
  0.6545E+01  0.8936E-01  0.4687E-02
  0.6621E+01  0.8600E-01  0.4702E-02
  0.6697E+01  0.8264E-01  0.4785E-02
  0.6773E+01  0.7913E-01  0.4957E-02
  0.6849E+01  0.7533E-01  0.5219E-02
  0.6925E+01  0.7113E-01  0.5539E-02
  0.7001E+01  0.6640E-01  0.5863E-02
  0.7077E+01  0.6106E-01  0.6122E-02
  0.7153E+01  0.5500E-01  0.6242E-02
  0.7229E+01  0.4816E-01  0.6146E-02
  0.7306E+01  0.4047E-01  0.5760E-02
  0.7382E+01  0.3186E-01  0.5015E-02
  0.7458E+01  0.2228E-01  0.3845E-02
  0.7534E+01  0.1167E-01  0.2190E-02
  0.7610E+01  0.0000E+00  0.0000E+00
#          Reciprocal space: Rg =    2.25     , I(0) =   0.4392E+02
#     Real space: Rg =    2.26 +- 0.007  I(0) =   0.4392E+02 +-  0.8480E-01
