#       R          P(R)      ERROR
#
  0.0000E+00  0.0000E+00  0.0000E+00
  0.7577E-01  0.3258E-01  0.4166E-03
  0.1515E+00  0.6718E-01  0.7204E-03
  0.2273E+00  0.1037E+00  0.9170E-03
  0.3031E+00  0.1421E+00  0.1015E-02
  0.3789E+00  0.1822E+00  0.1028E-02
  0.4546E+00  0.2237E+00  0.9710E-03
  0.5304E+00  0.2665E+00  0.8660E-03
  0.6062E+00  0.3103E+00  0.7428E-03
  0.6819E+00  0.3547E+00  0.6451E-03
  0.7577E+00  0.3995E+00  0.6253E-03
  0.8335E+00  0.4443E+00  0.7038E-03
  0.9092E+00  0.4888E+00  0.8482E-03
  0.9850E+00  0.5326E+00  0.1014E-02
  0.1061E+01  0.5753E+00  0.1172E-02
  0.1137E+01  0.6166E+00  0.1305E-02
  0.1212E+01  0.6561E+00  0.1402E-02
  0.1288E+01  0.6935E+00  0.1461E-02
  0.1364E+01  0.7285E+00  0.1483E-02
  0.1440E+01  0.7608E+00  0.1474E-02
  0.1515E+01  0.7900E+00  0.1442E-02
  0.1591E+01  0.8161E+00  0.1402E-02
  0.1667E+01  0.8388E+00  0.1368E-02
  0.1743E+01  0.8580E+00  0.1354E-02
  0.1818E+01  0.8736E+00  0.1370E-02
  0.1894E+01  0.8856E+00  0.1418E-02
  0.1970E+01  0.8939E+00  0.1489E-02
  0.2046E+01  0.8986E+00  0.1574E-02
  0.2122E+01  0.8998E+00  0.1659E-02
  0.2197E+01  0.8976E+00  0.1732E-02
  0.2273E+01  0.8923E+00  0.1788E-02
  0.2349E+01  0.8839E+00  0.1822E-02
  0.2425E+01  0.8727E+00  0.1835E-02
  0.2500E+01  0.8591E+00  0.1831E-02
  0.2576E+01  0.8432E+00  0.1818E-02
  0.2652E+01  0.8254E+00  0.1808E-02
  0.2728E+01  0.8060E+00  0.1812E-02
  0.2803E+01  0.7853E+00  0.1840E-02
  0.2879E+01  0.7636E+00  0.1898E-02
  0.2955E+01  0.7411E+00  0.1985E-02
  0.3031E+01  0.7181E+00  0.2094E-02
  0.3107E+01  0.6949E+00  0.2215E-02
  0.3182E+01  0.6718E+00  0.2338E-02
  0.3258E+01  0.6488E+00  0.2450E-02
  0.3334E+01  0.6262E+00  0.2543E-02
  0.3410E+01  0.6042E+00  0.2612E-02
  0.3485E+01  0.5827E+00  0.2652E-02
  0.3561E+01  0.5620E+00  0.2664E-02
  0.3637E+01  0.5420E+00  0.2650E-02
  0.3713E+01  0.5228E+00  0.2615E-02
  0.3788E+01  0.5044E+00  0.2567E-02
  0.3864E+01  0.4867E+00  0.2517E-02
  0.3940E+01  0.4697E+00  0.2475E-02
  0.4016E+01  0.4533E+00  0.2449E-02
  0.4092E+01  0.4375E+00  0.2449E-02
  0.4167E+01  0.4221E+00  0.2475E-02
  0.4243E+01  0.4072E+00  0.2527E-02
  0.4319E+01  0.3926E+00  0.2598E-02
  0.4395E+01  0.3782E+00  0.2682E-02
  0.4470E+01  0.3640E+00  0.2769E-02
  0.4546E+01  0.3500E+00  0.2850E-02
  0.4622E+01  0.3361E+00  0.2920E-02
  0.4698E+01  0.3222E+00  0.2975E-02
  0.4774E+01  0.3084E+00  0.3010E-02
  0.4849E+01  0.2946E+00  0.3027E-02
  0.4925E+01  0.2809E+00  0.3027E-02
  0.5001E+01  0.2673E+00  0.3012E-02
  0.5077E+01  0.2539E+00  0.2988E-02
  0.5152E+01  0.2406E+00  0.2958E-02
  0.5228E+01  0.2276E+00  0.2929E-02
  0.5304E+01  0.2148E+00  0.2904E-02
  0.5380E+01  0.2024E+00  0.2887E-02
  0.5455E+01  0.1904E+00  0.2882E-02
  0.5531E+01  0.1789E+00  0.2889E-02
  0.5607E+01  0.1678E+00  0.2908E-02
  0.5683E+01  0.1573E+00  0.2938E-02
  0.5759E+01  0.1474E+00  0.2976E-02
  0.5834E+01  0.1380E+00  0.3020E-02
  0.5910E+01  0.1292E+00  0.3067E-02
  0.5986E+01  0.1210E+00  0.3115E-02
  0.6062E+01  0.1133E+00  0.3161E-02
  0.6137E+01  0.1062E+00  0.3206E-02
  0.6213E+01  0.9956E-01  0.3246E-02
  0.6289E+01  0.9335E-01  0.3282E-02
  0.6365E+01  0.8751E-01  0.3313E-02
  0.6440E+01  0.8198E-01  0.3339E-02
  0.6516E+01  0.7671E-01  0.3357E-02
  0.6592E+01  0.7163E-01  0.3367E-02
  0.6668E+01  0.6666E-01  0.3365E-02
  0.6744E+01  0.6176E-01  0.3348E-02
  0.6819E+01  0.5685E-01  0.3311E-02
  0.6895E+01  0.5189E-01  0.3246E-02
  0.6971E+01  0.4684E-01  0.3147E-02
  0.7047E+01  0.4164E-01  0.3004E-02
  0.7122E+01  0.3629E-01  0.2809E-02
  0.7198E+01  0.3074E-01  0.2551E-02
  0.7274E+01  0.2500E-01  0.2221E-02
  0.7350E+01  0.1904E-01  0.1809E-02
  0.7425E+01  0.1289E-01  0.1307E-02
  0.7501E+01  0.6537E-02  0.7060E-03
  0.7577E+01  0.0000E+00  0.0000E+00
#          Reciprocal space: Rg =    2.23     , I(0) =   0.3876E+02
#     Real space: Rg =    2.24 +- 0.006  I(0) =   0.3876E+02 +-  0.6776E-01
