#       R          P(R)      ERROR
#
  0.0000E+00  0.0000E+00  0.0000E+00
  0.8512E-01  0.3203E-01  0.4851E-03
  0.1702E+00  0.6904E-01  0.8095E-03
  0.2554E+00  0.1109E+00  0.9842E-03
  0.3405E+00  0.1574E+00  0.1027E-02
  0.4256E+00  0.2082E+00  0.9649E-03
  0.5107E+00  0.2629E+00  0.8346E-03
  0.5958E+00  0.3210E+00  0.6957E-03
  0.6810E+00  0.3820E+00  0.6392E-03
  0.7661E+00  0.4453E+00  0.7317E-03
  0.8512E+00  0.5103E+00  0.9300E-03
  0.9363E+00  0.5762E+00  0.1157E-02
  0.1021E+01  0.6425E+00  0.1362E-02
  0.1107E+01  0.7082E+00  0.1520E-02
  0.1192E+01  0.7728E+00  0.1615E-02
  0.1277E+01  0.8356E+00  0.1645E-02
  0.1362E+01  0.8958E+00  0.1614E-02
  0.1447E+01  0.9529E+00  0.1539E-02
  0.1532E+01  0.1006E+01  0.1444E-02
  0.1617E+01  0.1055E+01  0.1367E-02
  0.1702E+01  0.1099E+01  0.1347E-02
  0.1788E+01  0.1139E+01  0.1407E-02
  0.1873E+01  0.1172E+01  0.1542E-02
  0.1958E+01  0.1201E+01  0.1723E-02
  0.2043E+01  0.1223E+01  0.1917E-02
  0.2128E+01  0.1240E+01  0.2096E-02
  0.2213E+01  0.1251E+01  0.2239E-02
  0.2298E+01  0.1257E+01  0.2338E-02
  0.2383E+01  0.1257E+01  0.2390E-02
  0.2468E+01  0.1252E+01  0.2398E-02
  0.2554E+01  0.1243E+01  0.2375E-02
  0.2639E+01  0.1229E+01  0.2335E-02
  0.2724E+01  0.1212E+01  0.2299E-02
  0.2809E+01  0.1191E+01  0.2283E-02
  0.2894E+01  0.1167E+01  0.2299E-02
  0.2979E+01  0.1141E+01  0.2348E-02
  0.3064E+01  0.1113E+01  0.2422E-02
  0.3149E+01  0.1084E+01  0.2509E-02
  0.3235E+01  0.1053E+01  0.2591E-02
  0.3320E+01  0.1022E+01  0.2657E-02
  0.3405E+01  0.9907E+00  0.2700E-02
  0.3490E+01  0.9590E+00  0.2716E-02
  0.3575E+01  0.9276E+00  0.2712E-02
  0.3660E+01  0.8965E+00  0.2696E-02
  0.3745E+01  0.8659E+00  0.2682E-02
  0.3830E+01  0.8360E+00  0.2682E-02
  0.3916E+01  0.8067E+00  0.2708E-02
  0.4001E+01  0.7781E+00  0.2763E-02
  0.4086E+01  0.7502E+00  0.2843E-02
  0.4171E+01  0.7229E+00  0.2939E-02
  0.4256E+01  0.6963E+00  0.3038E-02
  0.4341E+01  0.6703E+00  0.3125E-02
  0.4426E+01  0.6448E+00  0.3192E-02
  0.4511E+01  0.6198E+00  0.3231E-02
  0.4596E+01  0.5952E+00  0.3243E-02
  0.4682E+01  0.5710E+00  0.3231E-02
  0.4767E+01  0.5472E+00  0.3205E-02
  0.4852E+01  0.5238E+00  0.3177E-02
  0.4937E+01  0.5007E+00  0.3159E-02
  0.5022E+01  0.4781E+00  0.3163E-02
  0.5107E+01  0.4559E+00  0.3194E-02
  0.5192E+01  0.4342E+00  0.3252E-02
  0.5277E+01  0.4131E+00  0.3330E-02
  0.5363E+01  0.3926E+00  0.3417E-02
  0.5448E+01  0.3727E+00  0.3500E-02
  0.5533E+01  0.3535E+00  0.3568E-02
  0.5618E+01  0.3350E+00  0.3614E-02
  0.5703E+01  0.3174E+00  0.3632E-02
  0.5788E+01  0.3005E+00  0.3622E-02
  0.5873E+01  0.2845E+00  0.3590E-02
  0.5958E+01  0.2694E+00  0.3543E-02
  0.6044E+01  0.2551E+00  0.3491E-02
  0.6129E+01  0.2416E+00  0.3445E-02
  0.6214E+01  0.2290E+00  0.3415E-02
  0.6299E+01  0.2171E+00  0.3408E-02
  0.6384E+01  0.2059E+00  0.3425E-02
  0.6469E+01  0.1954E+00  0.3465E-02
  0.6554E+01  0.1856E+00  0.3523E-02
  0.6639E+01  0.1763E+00  0.3591E-02
  0.6724E+01  0.1676E+00  0.3664E-02
  0.6810E+01  0.1593E+00  0.3736E-02
  0.6895E+01  0.1515E+00  0.3805E-02
  0.6980E+01  0.1440E+00  0.3870E-02
  0.7065E+01  0.1368E+00  0.3935E-02
  0.7150E+01  0.1299E+00  0.4001E-02
  0.7235E+01  0.1232E+00  0.4074E-02
  0.7320E+01  0.1167E+00  0.4153E-02
  0.7405E+01  0.1102E+00  0.4239E-02
  0.7491E+01  0.1038E+00  0.4327E-02
  0.7576E+01  0.9737E-01  0.4410E-02
  0.7661E+01  0.9082E-01  0.4475E-02
  0.7746E+01  0.8410E-01  0.4507E-02
  0.7831E+01  0.7711E-01  0.4489E-02
  0.7916E+01  0.6977E-01  0.4399E-02
  0.8001E+01  0.6199E-01  0.4218E-02
  0.8086E+01  0.5364E-01  0.3922E-02
  0.8172E+01  0.4465E-01  0.3490E-02
  0.8257E+01  0.3489E-01  0.2901E-02
  0.8342E+01  0.2426E-01  0.2134E-02
  0.8427E+01  0.1266E-01  0.1172E-02
  0.8512E+01  0.0000E+00  0.0000E+00
#          Reciprocal space: Rg =    2.51     , I(0) =   0.5936E+02
#     Real space: Rg =    2.52 +- 0.006  I(0) =   0.5937E+02 +-  0.9963E-01
