#       R          P(R)      ERROR
#
  0.0000E+00  0.0000E+00  0.0000E+00
  0.7394E-01  0.1709E-01  0.4082E-03
  0.1479E+00  0.3553E-01  0.7026E-03
  0.2218E+00  0.5527E-01  0.8890E-03
  0.2958E+00  0.7626E-01  0.9769E-03
  0.3697E+00  0.9841E-01  0.9793E-03
  0.4436E+00  0.1216E+00  0.9140E-03
  0.5176E+00  0.1457E+00  0.8055E-03
  0.5915E+00  0.1705E+00  0.6905E-03
  0.6655E+00  0.1960E+00  0.6231E-03
  0.7394E+00  0.2218E+00  0.6548E-03
  0.8133E+00  0.2478E+00  0.7826E-03
  0.8873E+00  0.2738E+00  0.9601E-03
  0.9612E+00  0.2996E+00  0.1145E-02
  0.1035E+01  0.3249E+00  0.1313E-02
  0.1109E+01  0.3495E+00  0.1446E-02
  0.1183E+01  0.3733E+00  0.1536E-02
  0.1257E+01  0.3960E+00  0.1579E-02
  0.1331E+01  0.4174E+00  0.1576E-02
  0.1405E+01  0.4373E+00  0.1532E-02
  0.1479E+01  0.4556E+00  0.1459E-02
  0.1553E+01  0.4720E+00  0.1371E-02
  0.1627E+01  0.4866E+00  0.1290E-02
  0.1701E+01  0.4992E+00  0.1241E-02
  0.1775E+01  0.5097E+00  0.1244E-02
  0.1849E+01  0.5180E+00  0.1306E-02
  0.1922E+01  0.5242E+00  0.1417E-02
  0.1996E+01  0.5282E+00  0.1556E-02
  0.2070E+01  0.5301E+00  0.1703E-02
  0.2144E+01  0.5299E+00  0.1839E-02
  0.2218E+01  0.5277E+00  0.1953E-02
  0.2292E+01  0.5237E+00  0.2036E-02
  0.2366E+01  0.5179E+00  0.2084E-02
  0.2440E+01  0.5105E+00  0.2099E-02
  0.2514E+01  0.5017E+00  0.2084E-02
  0.2588E+01  0.4916E+00  0.2049E-02
  0.2662E+01  0.4804E+00  0.2003E-02
  0.2736E+01  0.4683E+00  0.1962E-02
  0.2810E+01  0.4556E+00  0.1938E-02
  0.2884E+01  0.4422E+00  0.1941E-02
  0.2958E+01  0.4286E+00  0.1977E-02
  0.3032E+01  0.4148E+00  0.2042E-02
  0.3105E+01  0.4009E+00  0.2129E-02
  0.3179E+01  0.3872E+00  0.2226E-02
  0.3253E+01  0.3737E+00  0.2322E-02
  0.3327E+01  0.3605E+00  0.2407E-02
  0.3401E+01  0.3478E+00  0.2473E-02
  0.3475E+01  0.3356E+00  0.2516E-02
  0.3549E+01  0.3239E+00  0.2536E-02
  0.3623E+01  0.3127E+00  0.2536E-02
  0.3697E+01  0.3021E+00  0.2521E-02
  0.3771E+01  0.2921E+00  0.2500E-02
  0.3845E+01  0.2825E+00  0.2481E-02
  0.3919E+01  0.2735E+00  0.2473E-02
  0.3993E+01  0.2648E+00  0.2483E-02
  0.4067E+01  0.2564E+00  0.2514E-02
  0.4141E+01  0.2484E+00  0.2565E-02
  0.4215E+01  0.2405E+00  0.2630E-02
  0.4289E+01  0.2328E+00  0.2704E-02
  0.4362E+01  0.2252E+00  0.2777E-02
  0.4436E+01  0.2175E+00  0.2842E-02
  0.4510E+01  0.2099E+00  0.2893E-02
  0.4584E+01  0.2021E+00  0.2927E-02
  0.4658E+01  0.1942E+00  0.2944E-02
  0.4732E+01  0.1862E+00  0.2947E-02
  0.4806E+01  0.1780E+00  0.2939E-02
  0.4880E+01  0.1697E+00  0.2930E-02
  0.4954E+01  0.1613E+00  0.2926E-02
  0.5028E+01  0.1528E+00  0.2936E-02
  0.5102E+01  0.1443E+00  0.2966E-02
  0.5176E+01  0.1357E+00  0.3019E-02
  0.5250E+01  0.1272E+00  0.3093E-02
  0.5324E+01  0.1188E+00  0.3185E-02
  0.5398E+01  0.1106E+00  0.3286E-02
  0.5472E+01  0.1027E+00  0.3388E-02
  0.5546E+01  0.9500E-01  0.3483E-02
  0.5619E+01  0.8768E-01  0.3562E-02
  0.5693E+01  0.8076E-01  0.3620E-02
  0.5767E+01  0.7429E-01  0.3653E-02
  0.5841E+01  0.6828E-01  0.3659E-02
  0.5915E+01  0.6277E-01  0.3640E-02
  0.5989E+01  0.5775E-01  0.3599E-02
  0.6063E+01  0.5322E-01  0.3543E-02
  0.6137E+01  0.4916E-01  0.3480E-02
  0.6211E+01  0.4555E-01  0.3417E-02
  0.6285E+01  0.4235E-01  0.3363E-02
  0.6359E+01  0.3951E-01  0.3325E-02
  0.6433E+01  0.3696E-01  0.3307E-02
  0.6507E+01  0.3464E-01  0.3306E-02
  0.6581E+01  0.3249E-01  0.3318E-02
  0.6655E+01  0.3043E-01  0.3333E-02
  0.6729E+01  0.2839E-01  0.3336E-02
  0.6802E+01  0.2628E-01  0.3311E-02
  0.6876E+01  0.2405E-01  0.3241E-02
  0.6950E+01  0.2162E-01  0.3107E-02
  0.7024E+01  0.1893E-01  0.2892E-02
  0.7098E+01  0.1592E-01  0.2578E-02
  0.7172E+01  0.1256E-01  0.2148E-02
  0.7246E+01  0.8805E-02  0.1585E-02
  0.7320E+01  0.4623E-02  0.8735E-03
  0.7394E+01  0.0000E+00  0.0000E+00
#          Reciprocal space: Rg =    2.19     , I(0) =   0.2230E+02
#     Real space: Rg =    2.20 +- 0.008  I(0) =   0.2230E+02 +-  0.6621E-01
