#       R          P(R)      ERROR
#
  0.0000E+00  0.0000E+00  0.0000E+00
  0.7759E-01  0.3577E-01  0.8174E-03
  0.1552E+00  0.7260E-01  0.1376E-02
  0.2328E+00  0.1105E+00  0.1690E-02
  0.3104E+00  0.1493E+00  0.1780E-02
  0.3880E+00  0.1891E+00  0.1678E-02
  0.4655E+00  0.2298E+00  0.1424E-02
  0.5431E+00  0.2711E+00  0.1075E-02
  0.6207E+00  0.3131E+00  0.7449E-03
  0.6983E+00  0.3555E+00  0.6938E-03
  0.7759E+00  0.3982E+00  0.1020E-02
  0.8535E+00  0.4409E+00  0.1471E-02
  0.9311E+00  0.4834E+00  0.1911E-02
  0.1009E+01  0.5255E+00  0.2283E-02
  0.1086E+01  0.5668E+00  0.2555E-02
  0.1164E+01  0.6071E+00  0.2713E-02
  0.1241E+01  0.6460E+00  0.2747E-02
  0.1319E+01  0.6831E+00  0.2663E-02
  0.1397E+01  0.7182E+00  0.2471E-02
  0.1474E+01  0.7510E+00  0.2195E-02
  0.1552E+01  0.7810E+00  0.1871E-02
  0.1629E+01  0.8080E+00  0.1557E-02
  0.1707E+01  0.8317E+00  0.1339E-02
  0.1785E+01  0.8520E+00  0.1309E-02
  0.1862E+01  0.8685E+00  0.1473E-02
  0.1940E+01  0.8813E+00  0.1745E-02
  0.2017E+01  0.8901E+00  0.2034E-02
  0.2095E+01  0.8950E+00  0.2285E-02
  0.2173E+01  0.8961E+00  0.2466E-02
  0.2250E+01  0.8934E+00  0.2565E-02
  0.2328E+01  0.8870E+00  0.2580E-02
  0.2405E+01  0.8773E+00  0.2523E-02
  0.2483E+01  0.8645E+00  0.2418E-02
  0.2560E+01  0.8490E+00  0.2300E-02
  0.2638E+01  0.8309E+00  0.2214E-02
  0.2716E+01  0.8109E+00  0.2201E-02
  0.2793E+01  0.7892E+00  0.2283E-02
  0.2871E+01  0.7662E+00  0.2453E-02
  0.2948E+01  0.7424E+00  0.2677E-02
  0.3026E+01  0.7181E+00  0.2914E-02
  0.3104E+01  0.6937E+00  0.3130E-02
  0.3181E+01  0.6694E+00  0.3297E-02
  0.3259E+01  0.6457E+00  0.3401E-02
  0.3336E+01  0.6227E+00  0.3437E-02
  0.3414E+01  0.6005E+00  0.3411E-02
  0.3492E+01  0.5794E+00  0.3338E-02
  0.3569E+01  0.5593E+00  0.3243E-02
  0.3647E+01  0.5404E+00  0.3159E-02
  0.3724E+01  0.5225E+00  0.3118E-02
  0.3802E+01  0.5056E+00  0.3145E-02
  0.3880E+01  0.4897E+00  0.3248E-02
  0.3957E+01  0.4745E+00  0.3414E-02
  0.4035E+01  0.4599E+00  0.3618E-02
  0.4112E+01  0.4458E+00  0.3830E-02
  0.4190E+01  0.4320E+00  0.4021E-02
  0.4267E+01  0.4183E+00  0.4171E-02
  0.4345E+01  0.4047E+00  0.4267E-02
  0.4423E+01  0.3909E+00  0.4306E-02
  0.4500E+01  0.3769E+00  0.4293E-02
  0.4578E+01  0.3627E+00  0.4240E-02
  0.4655E+01  0.3481E+00  0.4165E-02
  0.4733E+01  0.3332E+00  0.4090E-02
  0.4811E+01  0.3180E+00  0.4033E-02
  0.4888E+01  0.3026E+00  0.4011E-02
  0.4966E+01  0.2870E+00  0.4027E-02
  0.5043E+01  0.2714E+00  0.4078E-02
  0.5121E+01  0.2558E+00  0.4150E-02
  0.5199E+01  0.2405E+00  0.4230E-02
  0.5276E+01  0.2255E+00  0.4303E-02
  0.5354E+01  0.2109E+00  0.4361E-02
  0.5431E+01  0.1969E+00  0.4406E-02
  0.5509E+01  0.1835E+00  0.4442E-02
  0.5586E+01  0.1710E+00  0.4485E-02
  0.5664E+01  0.1592E+00  0.4550E-02
  0.5742E+01  0.1483E+00  0.4649E-02
  0.5819E+01  0.1383E+00  0.4789E-02
  0.5897E+01  0.1292E+00  0.4963E-02
  0.5974E+01  0.1209E+00  0.5155E-02
  0.6052E+01  0.1135E+00  0.5344E-02
  0.6130E+01  0.1067E+00  0.5503E-02
  0.6207E+01  0.1006E+00  0.5606E-02
  0.6285E+01  0.9505E-01  0.5636E-02
  0.6362E+01  0.8995E-01  0.5582E-02
  0.6440E+01  0.8521E-01  0.5445E-02
  0.6518E+01  0.8074E-01  0.5239E-02
  0.6595E+01  0.7643E-01  0.4998E-02
  0.6673E+01  0.7222E-01  0.4771E-02
  0.6750E+01  0.6804E-01  0.4620E-02
  0.6828E+01  0.6382E-01  0.4603E-02
  0.6906E+01  0.5951E-01  0.4752E-02
  0.6983E+01  0.5510E-01  0.5047E-02
  0.7061E+01  0.5054E-01  0.5430E-02
  0.7138E+01  0.4582E-01  0.5820E-02
  0.7216E+01  0.4093E-01  0.6129E-02
  0.7293E+01  0.3586E-01  0.6278E-02
  0.7371E+01  0.3059E-01  0.6191E-02
  0.7449E+01  0.2509E-01  0.5798E-02
  0.7526E+01  0.1934E-01  0.5037E-02
  0.7604E+01  0.1328E-01  0.3851E-02
  0.7681E+01  0.6861E-02  0.2187E-02
  0.7759E+01  0.0000E+00  0.0000E+00
#          Reciprocal space: Rg =    2.26     , I(0) =   0.3885E+02
#     Real space: Rg =    2.27 +- 0.008  I(0) =   0.3885E+02 +-  0.8720E-01
