#       R          P(R)      ERROR
#
  0.0000E+00  0.0000E+00  0.0000E+00
  0.7542E-01  0.3973E-01  0.5163E-03
  0.1508E+00  0.8029E-01  0.8810E-03
  0.2263E+00  0.1216E+00  0.1102E-02
  0.3017E+00  0.1637E+00  0.1192E-02
  0.3771E+00  0.2065E+00  0.1168E-02
  0.4525E+00  0.2498E+00  0.1055E-02
  0.5279E+00  0.2936E+00  0.8854E-03
  0.6034E+00  0.3377E+00  0.7142E-03
  0.6788E+00  0.3818E+00  0.6314E-03
  0.7542E+00  0.4260E+00  0.7148E-03
  0.8296E+00  0.4699E+00  0.9223E-03
  0.9050E+00  0.5132E+00  0.1169E-02
  0.9805E+00  0.5559E+00  0.1404E-02
  0.1056E+01  0.5975E+00  0.1597E-02
  0.1131E+01  0.6379E+00  0.1733E-02
  0.1207E+01  0.6767E+00  0.1803E-02
  0.1282E+01  0.7137E+00  0.1805E-02
  0.1358E+01  0.7485E+00  0.1743E-02
  0.1433E+01  0.7810E+00  0.1628E-02
  0.1508E+01  0.8108E+00  0.1477E-02
  0.1584E+01  0.8378E+00  0.1321E-02
  0.1659E+01  0.8616E+00  0.1200E-02
  0.1735E+01  0.8821E+00  0.1160E-02
  0.1810E+01  0.8991E+00  0.1228E-02
  0.1885E+01  0.9126E+00  0.1387E-02
  0.1961E+01  0.9224E+00  0.1596E-02
  0.2036E+01  0.9285E+00  0.1818E-02
  0.2112E+01  0.9309E+00  0.2024E-02
  0.2187E+01  0.9297E+00  0.2197E-02
  0.2263E+01  0.9251E+00  0.2326E-02
  0.2338E+01  0.9171E+00  0.2406E-02
  0.2413E+01  0.9059E+00  0.2439E-02
  0.2489E+01  0.8919E+00  0.2431E-02
  0.2564E+01  0.8752E+00  0.2392E-02
  0.2640E+01  0.8562E+00  0.2334E-02
  0.2715E+01  0.8353E+00  0.2276E-02
  0.2791E+01  0.8127E+00  0.2230E-02
  0.2866E+01  0.7889E+00  0.2211E-02
  0.2941E+01  0.7641E+00  0.2223E-02
  0.3017E+01  0.7388E+00  0.2265E-02
  0.3092E+01  0.7132E+00  0.2327E-02
  0.3168E+01  0.6876E+00  0.2399E-02
  0.3243E+01  0.6624E+00  0.2467E-02
  0.3318E+01  0.6378E+00  0.2523E-02
  0.3394E+01  0.6139E+00  0.2562E-02
  0.3469E+01  0.5911E+00  0.2583E-02
  0.3545E+01  0.5692E+00  0.2589E-02
  0.3620E+01  0.5486E+00  0.2588E-02
  0.3696E+01  0.5291E+00  0.2589E-02
  0.3771E+01  0.5109E+00  0.2603E-02
  0.3846E+01  0.4937E+00  0.2637E-02
  0.3922E+01  0.4777E+00  0.2698E-02
  0.3997E+01  0.4626E+00  0.2783E-02
  0.4073E+01  0.4483E+00  0.2887E-02
  0.4148E+01  0.4348E+00  0.3000E-02
  0.4224E+01  0.4218E+00  0.3112E-02
  0.4299E+01  0.4092E+00  0.3213E-02
  0.4374E+01  0.3968E+00  0.3294E-02
  0.4450E+01  0.3846E+00  0.3350E-02
  0.4525E+01  0.3723E+00  0.3379E-02
  0.4601E+01  0.3599E+00  0.3382E-02
  0.4676E+01  0.3472E+00  0.3363E-02
  0.4751E+01  0.3343E+00  0.3328E-02
  0.4827E+01  0.3210E+00  0.3288E-02
  0.4902E+01  0.3074E+00  0.3252E-02
  0.4978E+01  0.2934E+00  0.3231E-02
  0.5053E+01  0.2792E+00  0.3234E-02
  0.5129E+01  0.2647E+00  0.3265E-02
  0.5204E+01  0.2501E+00  0.3326E-02
  0.5279E+01  0.2355E+00  0.3416E-02
  0.5355E+01  0.2209E+00  0.3528E-02
  0.5430E+01  0.2066E+00  0.3655E-02
  0.5506E+01  0.1925E+00  0.3790E-02
  0.5581E+01  0.1789E+00  0.3924E-02
  0.5657E+01  0.1658E+00  0.4050E-02
  0.5732E+01  0.1533E+00  0.4162E-02
  0.5807E+01  0.1416E+00  0.4256E-02
  0.5883E+01  0.1306E+00  0.4326E-02
  0.5958E+01  0.1205E+00  0.4372E-02
  0.6034E+01  0.1112E+00  0.4392E-02
  0.6109E+01  0.1028E+00  0.4388E-02
  0.6184E+01  0.9521E-01  0.4363E-02
  0.6260E+01  0.8845E-01  0.4325E-02
  0.6335E+01  0.8243E-01  0.4281E-02
  0.6411E+01  0.7707E-01  0.4244E-02
  0.6486E+01  0.7228E-01  0.4224E-02
  0.6562E+01  0.6795E-01  0.4230E-02
  0.6637E+01  0.6397E-01  0.4268E-02
  0.6712E+01  0.6021E-01  0.4334E-02
  0.6788E+01  0.5654E-01  0.4417E-02
  0.6863E+01  0.5283E-01  0.4497E-02
  0.6939E+01  0.4897E-01  0.4547E-02
  0.7014E+01  0.4483E-01  0.4536E-02
  0.7089E+01  0.4030E-01  0.4430E-02
  0.7165E+01  0.3528E-01  0.4197E-02
  0.7240E+01  0.2967E-01  0.3801E-02
  0.7316E+01  0.2340E-01  0.3212E-02
  0.7391E+01  0.1639E-01  0.2399E-02
  0.7467E+01  0.8609E-02  0.1336E-02
  0.7542E+01  0.0000E+00  0.0000E+00
#          Reciprocal space: Rg =    2.22     , I(0) =   0.4006E+02
#     Real space: Rg =    2.23 +- 0.007  I(0) =   0.4006E+02 +-  0.8234E-01
