#       R          P(R)      ERROR
#
  0.0000E+00  0.0000E+00  0.0000E+00
  0.7479E-01  0.2940E-01  0.1886E-02
  0.1496E+00  0.5929E-01  0.3159E-02
  0.2244E+00  0.8969E-01  0.3851E-02
  0.2992E+00  0.1206E+00  0.4012E-02
  0.3740E+00  0.1521E+00  0.3711E-02
  0.4487E+00  0.1842E+00  0.3034E-02
  0.5235E+00  0.2169E+00  0.2089E-02
  0.5983E+00  0.2503E+00  0.1066E-02
  0.6731E+00  0.2842E+00  0.9095E-03
  0.7479E+00  0.3187E+00  0.1962E-02
  0.8227E+00  0.3537E+00  0.3112E-02
  0.8975E+00  0.3890E+00  0.4132E-02
  0.9723E+00  0.4246E+00  0.4936E-02
  0.1047E+01  0.4601E+00  0.5471E-02
  0.1122E+01  0.4954E+00  0.5704E-02
  0.1197E+01  0.5301E+00  0.5625E-02
  0.1271E+01  0.5639E+00  0.5246E-02
  0.1346E+01  0.5965E+00  0.4599E-02
  0.1421E+01  0.6275E+00  0.3739E-02
  0.1496E+01  0.6565E+00  0.2767E-02
  0.1571E+01  0.6831E+00  0.1896E-02
  0.1645E+01  0.7069E+00  0.1644E-02
  0.1720E+01  0.7276E+00  0.2277E-02
  0.1795E+01  0.7450E+00  0.3242E-02
  0.1870E+01  0.7587E+00  0.4186E-02
  0.1945E+01  0.7686E+00  0.4974E-02
  0.2019E+01  0.7747E+00  0.5532E-02
  0.2094E+01  0.7768E+00  0.5823E-02
  0.2169E+01  0.7750E+00  0.5829E-02
  0.2244E+01  0.7695E+00  0.5558E-02
  0.2318E+01  0.7606E+00  0.5038E-02
  0.2393E+01  0.7483E+00  0.4329E-02
  0.2468E+01  0.7332E+00  0.3542E-02
  0.2543E+01  0.7156E+00  0.2874E-02
  0.2618E+01  0.6960E+00  0.2646E-02
  0.2692E+01  0.6749E+00  0.3040E-02
  0.2767E+01  0.6526E+00  0.3840E-02
  0.2842E+01  0.6297E+00  0.4751E-02
  0.2917E+01  0.6067E+00  0.5596E-02
  0.2992E+01  0.5839E+00  0.6272E-02
  0.3066E+01  0.5617E+00  0.6720E-02
  0.3141E+01  0.5405E+00  0.6907E-02
  0.3216E+01  0.5204E+00  0.6826E-02
  0.3291E+01  0.5017E+00  0.6491E-02
  0.3366E+01  0.4844E+00  0.5947E-02
  0.3440E+01  0.4685E+00  0.5269E-02
  0.3515E+01  0.4541E+00  0.4579E-02
  0.3590E+01  0.4410E+00  0.4058E-02
  0.3665E+01  0.4290E+00  0.3908E-02
  0.3739E+01  0.4180E+00  0.4211E-02
  0.3814E+01  0.4076E+00  0.4844E-02
  0.3889E+01  0.3978E+00  0.5605E-02
  0.3964E+01  0.3881E+00  0.6334E-02
  0.4039E+01  0.3784E+00  0.6923E-02
  0.4113E+01  0.3685E+00  0.7307E-02
  0.4188E+01  0.3581E+00  0.7454E-02
  0.4263E+01  0.3471E+00  0.7356E-02
  0.4338E+01  0.3354E+00  0.7032E-02
  0.4413E+01  0.3230E+00  0.6527E-02
  0.4487E+01  0.3100E+00  0.5918E-02
  0.4562E+01  0.2962E+00  0.5319E-02
  0.4637E+01  0.2819E+00  0.4879E-02
  0.4712E+01  0.2673E+00  0.4744E-02
  0.4787E+01  0.2524E+00  0.4971E-02
  0.4861E+01  0.2375E+00  0.5485E-02
  0.4936E+01  0.2228E+00  0.6139E-02
  0.5011E+01  0.2085E+00  0.6797E-02
  0.5086E+01  0.1949E+00  0.7362E-02
  0.5161E+01  0.1820E+00  0.7773E-02
  0.5235E+01  0.1700E+00  0.7999E-02
  0.5310E+01  0.1591E+00  0.8036E-02
  0.5385E+01  0.1492E+00  0.7907E-02
  0.5460E+01  0.1404E+00  0.7654E-02
  0.5534E+01  0.1327E+00  0.7347E-02
  0.5609E+01  0.1259E+00  0.7069E-02
  0.5684E+01  0.1201E+00  0.6909E-02
  0.5759E+01  0.1149E+00  0.6935E-02
  0.5834E+01  0.1102E+00  0.7167E-02
  0.5908E+01  0.1059E+00  0.7572E-02
  0.5983E+01  0.1018E+00  0.8074E-02
  0.6058E+01  0.9759E-01  0.8588E-02
  0.6133E+01  0.9327E-01  0.9030E-02
  0.6208E+01  0.8866E-01  0.9335E-02
  0.6282E+01  0.8368E-01  0.9452E-02
  0.6357E+01  0.7827E-01  0.9352E-02
  0.6432E+01  0.7244E-01  0.9036E-02
  0.6507E+01  0.6623E-01  0.8541E-02
  0.6582E+01  0.5973E-01  0.7962E-02
  0.6656E+01  0.5306E-01  0.7473E-02
  0.6731E+01  0.4635E-01  0.7321E-02
  0.6806E+01  0.3977E-01  0.7721E-02
  0.6881E+01  0.3348E-01  0.8691E-02
  0.6955E+01  0.2761E-01  0.1003E-01
  0.7030E+01  0.2227E-01  0.1142E-01
  0.7105E+01  0.1753E-01  0.1251E-01
  0.7180E+01  0.1338E-01  0.1296E-01
  0.7255E+01  0.9759E-02  0.1236E-01
  0.7329E+01  0.6501E-02  0.1032E-01
  0.7404E+01  0.3362E-02  0.6359E-02
  0.7479E+01  0.0000E+00  0.0000E+00
#          Reciprocal space: Rg =    2.20     , I(0) =   0.3196E+02
#     Real space: Rg =    2.21 +- 0.010  I(0) =   0.3196E+02 +-  0.9094E-01
