#       R          P(R)      ERROR
#
  0.0000E+00  0.0000E+00  0.0000E+00
  0.7993E-01  0.3549E-01  0.5611E-03
  0.1599E+00  0.7600E-01  0.9427E-03
  0.2398E+00  0.1214E+00  0.1156E-02
  0.3197E+00  0.1715E+00  0.1219E-02
  0.3997E+00  0.2259E+00  0.1157E-02
  0.4796E+00  0.2844E+00  0.1007E-02
  0.5595E+00  0.3465E+00  0.8268E-03
  0.6394E+00  0.4116E+00  0.7119E-03
  0.7194E+00  0.4792E+00  0.7689E-03
  0.7993E+00  0.5488E+00  0.9824E-03
  0.8792E+00  0.6196E+00  0.1255E-02
  0.9592E+00  0.6909E+00  0.1519E-02
  0.1039E+01  0.7620E+00  0.1736E-02
  0.1119E+01  0.8323E+00  0.1885E-02
  0.1199E+01  0.9009E+00  0.1955E-02
  0.1279E+01  0.9673E+00  0.1946E-02
  0.1359E+01  0.1031E+01  0.1864E-02
  0.1439E+01  0.1090E+01  0.1727E-02
  0.1519E+01  0.1146E+01  0.1563E-02
  0.1599E+01  0.1196E+01  0.1416E-02
  0.1679E+01  0.1242E+01  0.1338E-02
  0.1758E+01  0.1281E+01  0.1368E-02
  0.1838E+01  0.1315E+01  0.1505E-02
  0.1918E+01  0.1342E+01  0.1708E-02
  0.1998E+01  0.1364E+01  0.1930E-02
  0.2078E+01  0.1378E+01  0.2132E-02
  0.2158E+01  0.1387E+01  0.2292E-02
  0.2238E+01  0.1389E+01  0.2395E-02
  0.2318E+01  0.1386E+01  0.2437E-02
  0.2398E+01  0.1376E+01  0.2424E-02
  0.2478E+01  0.1362E+01  0.2367E-02
  0.2558E+01  0.1343E+01  0.2287E-02
  0.2638E+01  0.1319E+01  0.2211E-02
  0.2718E+01  0.1292E+01  0.2167E-02
  0.2798E+01  0.1261E+01  0.2177E-02
  0.2877E+01  0.1228E+01  0.2247E-02
  0.2957E+01  0.1193E+01  0.2365E-02
  0.3037E+01  0.1156E+01  0.2509E-02
  0.3117E+01  0.1118E+01  0.2652E-02
  0.3197E+01  0.1079E+01  0.2772E-02
  0.3277E+01  0.1041E+01  0.2852E-02
  0.3357E+01  0.1003E+01  0.2886E-02
  0.3437E+01  0.9648E+00  0.2873E-02
  0.3517E+01  0.9280E+00  0.2825E-02
  0.3597E+01  0.8922E+00  0.2761E-02
  0.3677E+01  0.8577E+00  0.2708E-02
  0.3757E+01  0.8245E+00  0.2697E-02
  0.3837E+01  0.7927E+00  0.2753E-02
  0.3917E+01  0.7622E+00  0.2886E-02
  0.3997E+01  0.7330E+00  0.3091E-02
  0.4076E+01  0.7050E+00  0.3345E-02
  0.4156E+01  0.6781E+00  0.3621E-02
  0.4236E+01  0.6522E+00  0.3892E-02
  0.4316E+01  0.6271E+00  0.4137E-02
  0.4396E+01  0.6027E+00  0.4339E-02
  0.4476E+01  0.5789E+00  0.4487E-02
  0.4556E+01  0.5556E+00  0.4577E-02
  0.4636E+01  0.5327E+00  0.4610E-02
  0.4716E+01  0.5100E+00  0.4593E-02
  0.4796E+01  0.4876E+00  0.4534E-02
  0.4876E+01  0.4655E+00  0.4448E-02
  0.4956E+01  0.4435E+00  0.4349E-02
  0.5036E+01  0.4218E+00  0.4251E-02
  0.5116E+01  0.4004E+00  0.4167E-02
  0.5195E+01  0.3793E+00  0.4108E-02
  0.5275E+01  0.3587E+00  0.4076E-02
  0.5355E+01  0.3386E+00  0.4074E-02
  0.5435E+01  0.3191E+00  0.4097E-02
  0.5515E+01  0.3003E+00  0.4142E-02
  0.5595E+01  0.2824E+00  0.4204E-02
  0.5675E+01  0.2653E+00  0.4278E-02
  0.5755E+01  0.2491E+00  0.4361E-02
  0.5835E+01  0.2340E+00  0.4449E-02
  0.5915E+01  0.2199E+00  0.4540E-02
  0.5995E+01  0.2069E+00  0.4630E-02
  0.6075E+01  0.1950E+00  0.4713E-02
  0.6155E+01  0.1841E+00  0.4784E-02
  0.6235E+01  0.1743E+00  0.4838E-02
  0.6314E+01  0.1654E+00  0.4870E-02
  0.6394E+01  0.1575E+00  0.4879E-02
  0.6474E+01  0.1504E+00  0.4865E-02
  0.6554E+01  0.1440E+00  0.4836E-02
  0.6634E+01  0.1383E+00  0.4801E-02
  0.6714E+01  0.1331E+00  0.4777E-02
  0.6794E+01  0.1283E+00  0.4778E-02
  0.6874E+01  0.1238E+00  0.4820E-02
  0.6954E+01  0.1193E+00  0.4911E-02
  0.7034E+01  0.1149E+00  0.5048E-02
  0.7114E+01  0.1103E+00  0.5217E-02
  0.7194E+01  0.1053E+00  0.5392E-02
  0.7274E+01  0.9988E-01  0.5543E-02
  0.7354E+01  0.9380E-01  0.5633E-02
  0.7433E+01  0.8689E-01  0.5624E-02
  0.7513E+01  0.7897E-01  0.5480E-02
  0.7593E+01  0.6988E-01  0.5166E-02
  0.7673E+01  0.5941E-01  0.4649E-02
  0.7753E+01  0.4737E-01  0.3899E-02
  0.7833E+01  0.3359E-01  0.2889E-02
  0.7913E+01  0.1786E-01  0.1596E-02
  0.7993E+01  0.0000E+00  0.0000E+00
#          Reciprocal space: Rg =    2.35     , I(0) =   0.6035E+02
#     Real space: Rg =    2.36 +- 0.006  I(0) =   0.6036E+02 +-  0.9861E-01
