#       R          P(R)      ERROR
#
  0.0000E+00  0.0000E+00  0.0000E+00
  0.7635E-01  0.5921E-01  0.6475E-03
  0.1527E+00  0.1169E+00  0.1103E-02
  0.2291E+00  0.1730E+00  0.1375E-02
  0.3054E+00  0.2277E+00  0.1481E-02
  0.3818E+00  0.2810E+00  0.1443E-02
  0.4581E+00  0.3329E+00  0.1290E-02
  0.5344E+00  0.3836E+00  0.1066E-02
  0.6108E+00  0.4331E+00  0.8373E-03
  0.6872E+00  0.4815E+00  0.7285E-03
  0.7635E+00  0.5288E+00  0.8459E-03
  0.8398E+00  0.5750E+00  0.1120E-02
  0.9162E+00  0.6202E+00  0.1436E-02
  0.9926E+00  0.6642E+00  0.1728E-02
  0.1069E+01  0.7070E+00  0.1963E-02
  0.1145E+01  0.7485E+00  0.2122E-02
  0.1222E+01  0.7885E+00  0.2196E-02
  0.1298E+01  0.8268E+00  0.2181E-02
  0.1374E+01  0.8632E+00  0.2086E-02
  0.1451E+01  0.8975E+00  0.1924E-02
  0.1527E+01  0.9292E+00  0.1723E-02
  0.1603E+01  0.9583E+00  0.1524E-02
  0.1680E+01  0.9843E+00  0.1387E-02
  0.1756E+01  0.1007E+01  0.1374E-02
  0.1832E+01  0.1026E+01  0.1504E-02
  0.1909E+01  0.1042E+01  0.1739E-02
  0.1985E+01  0.1053E+01  0.2021E-02
  0.2061E+01  0.1061E+01  0.2301E-02
  0.2138E+01  0.1064E+01  0.2548E-02
  0.2214E+01  0.1063E+01  0.2741E-02
  0.2291E+01  0.1059E+01  0.2871E-02
  0.2367E+01  0.1050E+01  0.2933E-02
  0.2443E+01  0.1037E+01  0.2932E-02
  0.2520E+01  0.1021E+01  0.2879E-02
  0.2596E+01  0.1002E+01  0.2791E-02
  0.2672E+01  0.9800E+00  0.2691E-02
  0.2749E+01  0.9555E+00  0.2606E-02
  0.2825E+01  0.9290E+00  0.2560E-02
  0.2901E+01  0.9010E+00  0.2569E-02
  0.2978E+01  0.8719E+00  0.2635E-02
  0.3054E+01  0.8422E+00  0.2745E-02
  0.3130E+01  0.8123E+00  0.2878E-02
  0.3207E+01  0.7826E+00  0.3010E-02
  0.3283E+01  0.7535E+00  0.3120E-02
  0.3359E+01  0.7252E+00  0.3194E-02
  0.3436E+01  0.6981E+00  0.3221E-02
  0.3512E+01  0.6723E+00  0.3202E-02
  0.3588E+01  0.6479E+00  0.3141E-02
  0.3665E+01  0.6251E+00  0.3050E-02
  0.3741E+01  0.6038E+00  0.2946E-02
  0.3817E+01  0.5840E+00  0.2852E-02
  0.3894E+01  0.5656E+00  0.2790E-02
  0.3970E+01  0.5485E+00  0.2780E-02
  0.4047E+01  0.5324E+00  0.2829E-02
  0.4123E+01  0.5171E+00  0.2933E-02
  0.4199E+01  0.5025E+00  0.3077E-02
  0.4276E+01  0.4884E+00  0.3242E-02
  0.4352E+01  0.4744E+00  0.3406E-02
  0.4428E+01  0.4604E+00  0.3553E-02
  0.4505E+01  0.4462E+00  0.3672E-02
  0.4581E+01  0.4318E+00  0.3756E-02
  0.4657E+01  0.4168E+00  0.3803E-02
  0.4734E+01  0.4014E+00  0.3817E-02
  0.4810E+01  0.3855E+00  0.3804E-02
  0.4886E+01  0.3690E+00  0.3774E-02
  0.4963E+01  0.3520E+00  0.3736E-02
  0.5039E+01  0.3347E+00  0.3700E-02
  0.5115E+01  0.3171E+00  0.3672E-02
  0.5192E+01  0.2994E+00  0.3657E-02
  0.5268E+01  0.2817E+00  0.3654E-02
  0.5345E+01  0.2642E+00  0.3659E-02
  0.5421E+01  0.2471E+00  0.3667E-02
  0.5497E+01  0.2306E+00  0.3672E-02
  0.5574E+01  0.2148E+00  0.3670E-02
  0.5650E+01  0.1998E+00  0.3659E-02
  0.5726E+01  0.1858E+00  0.3640E-02
  0.5803E+01  0.1729E+00  0.3616E-02
  0.5879E+01  0.1611E+00  0.3595E-02
  0.5955E+01  0.1504E+00  0.3584E-02
  0.6032E+01  0.1408E+00  0.3593E-02
  0.6108E+01  0.1324E+00  0.3628E-02
  0.6184E+01  0.1249E+00  0.3691E-02
  0.6261E+01  0.1184E+00  0.3783E-02
  0.6337E+01  0.1126E+00  0.3900E-02
  0.6413E+01  0.1075E+00  0.4034E-02
  0.6490E+01  0.1029E+00  0.4177E-02
  0.6566E+01  0.9857E-01  0.4321E-02
  0.6642E+01  0.9443E-01  0.4455E-02
  0.6719E+01  0.9029E-01  0.4572E-02
  0.6795E+01  0.8599E-01  0.4663E-02
  0.6872E+01  0.8140E-01  0.4718E-02
  0.6948E+01  0.7638E-01  0.4727E-02
  0.7024E+01  0.7083E-01  0.4676E-02
  0.7101E+01  0.6465E-01  0.4553E-02
  0.7177E+01  0.5777E-01  0.4338E-02
  0.7253E+01  0.5015E-01  0.4014E-02
  0.7330E+01  0.4174E-01  0.3559E-02
  0.7406E+01  0.3252E-01  0.2952E-02
  0.7482E+01  0.2248E-01  0.2171E-02
  0.7559E+01  0.1164E-01  0.1194E-02
  0.7635E+01  0.0000E+00  0.0000E+00
#          Reciprocal space: Rg =    2.25     , I(0) =   0.4712E+02
#     Real space: Rg =    2.26 +- 0.006  I(0) =   0.4713E+02 +-  0.8857E-01
