@s0 legend "1"
8.276299999999999768e-01 40.06723283  0.85553807
8.323728000000000238e-01 39.90356417  0.85292939
8.371157000000000181e-01 39.88424958  0.85075804
8.418586000000000125e-01 39.75765308  0.85973362
8.466013999999999484e-01 39.56305033  0.85343452
8.513443000000000538e-01 39.46317192  0.82669604
8.560872000000000481e-01 39.29030558  0.8197318 
8.608299999999999841e-01 39.16710958  0.82346305
8.655728999999999784e-01 39.03701558  0.81741463
8.703157999999999728e-01 38.801942    0.79885453
8.750586000000000197e-01 38.76212492  0.77705477
8.798015000000000141e-01 38.59189192  0.78083922
8.845442999999999500e-01 38.50584467  0.77942199
8.892872000000000554e-01 38.41286083  0.75775915
8.940301000000000498e-01 38.24061292  0.76234688
8.987728999999999857e-01 38.14357058  0.76798412
9.035157999999999801e-01 38.0129515   0.75749457
9.082586999999999744e-01 37.91407783  0.75447028
9.130015000000000214e-01 37.76834233  0.73552982
9.177444000000000157e-01 37.66518675  0.72785512
9.224873000000000101e-01 37.51104667  0.72331471
9.272300999999999460e-01 37.44790125  0.74011342
9.319730000000000514e-01 37.30568708  0.70188811
9.367159000000000457e-01 37.14435633  0.71282367
9.414586999999999817e-01 37.03700125  0.70001277
9.462015999999999760e-01 36.97269958  0.69803505
9.509444999999999704e-01 36.80861425  0.685689  
9.556873000000000173e-01 36.7368315   0.69609732
9.604302000000000117e-01 36.62837275  0.68946044
9.651731000000000060e-01 36.52824067  0.67515156
9.699159000000000530e-01 36.43283     0.67752957
9.746588000000000473e-01 36.30505733  0.66746161
9.794017000000000417e-01 36.18416392  0.65790936
9.841444999999999776e-01 36.09312233  0.64650771
9.888873999999999720e-01 36.01871808  0.66841933
9.936302000000000190e-01 35.85833825  0.65600545
9.983731000000000133e-01 35.746405    0.64413371
1.003115999999999897e+00 35.71500042  0.62483335
1.007859000000000060e+00 35.60060433  0.61709502
1.012602000000000002e+00 35.5430805   0.60457146
1.017344999999999944e+00 35.36463392  0.61528734
1.022086999999999968e+00 35.32645708  0.62966879
1.026829999999999909e+00 35.21986175  0.61846812
1.031573000000000073e+00 35.11311392  0.60819889
1.036316000000000015e+00 35.00936825  0.59397674
1.041058999999999957e+00 34.90578175  0.58995061
1.045801999999999898e+00 34.82349     0.58819428
1.050545000000000062e+00 34.75080925  0.5789379 
1.055287000000000086e+00 34.70356217  0.56880202
1.060030000000000028e+00 34.55006617  0.56296637
1.064772999999999969e+00 34.45323167  0.5612744 
1.069515999999999911e+00 34.319215    0.56781786
1.074259000000000075e+00 34.24791258  0.56932186
1.079002000000000017e+00 34.22466108  0.55571772
1.083744999999999958e+00 34.12128542  0.5394551 
1.088487999999999900e+00 34.06894375  0.5452505 
1.093229999999999924e+00 33.95976542  0.52890766
1.097973000000000088e+00 33.89203325  0.55178488
1.102716000000000030e+00 33.79156842  0.54164986
1.107458999999999971e+00 33.71769308  0.54454505
1.112201999999999913e+00 33.60432167  0.52064713
1.116945000000000077e+00 33.50724167  0.51224499
1.121688000000000018e+00 33.43343117  0.51250241
1.126430000000000042e+00 33.39358517  0.5134431 
1.131172999999999984e+00 33.30608308  0.51750948
1.135915999999999926e+00 33.22087933  0.50339037
1.140659000000000090e+00 33.14222033  0.4994379 
1.145402000000000031e+00 33.09393983  0.50137548
1.150144999999999973e+00 33.02483842  0.50006815
1.154887999999999915e+00 32.95973925  0.50883554
1.159631000000000078e+00 32.91460383  0.4949608 
1.164373000000000102e+00 32.8314525   0.47680198
1.169116000000000044e+00 32.67336817  0.48913373
1.173858999999999986e+00 32.64442867  0.49135834
1.178601999999999927e+00 32.56382192  0.47658007
1.183345000000000091e+00 32.54109258  0.46239336
1.188088000000000033e+00 32.42673658  0.46767837
1.192830999999999975e+00 32.38303933  0.46949486
1.197572999999999999e+00 32.35509467  0.476117  
1.202315999999999940e+00 32.28695108  0.45791709
1.207059000000000104e+00 32.34301342  0.45277956
1.211802000000000046e+00 32.29487083  0.46188103
1.216544999999999987e+00 32.14809292  0.45600063
1.221287999999999929e+00 32.06971108  0.44136945
1.226031000000000093e+00 31.98034708  0.43445547
1.230774000000000035e+00 31.94580667  0.43784496
1.235516000000000059e+00 31.82098408  0.42833982
1.240259000000000000e+00 31.78453542  0.43679363
1.245001999999999942e+00 31.7111335   0.43610161
1.249745000000000106e+00 31.68407333  0.42260421
1.254488000000000048e+00 31.61123392  0.41640256
1.259230999999999989e+00 31.45329267  0.42376375
1.263973999999999931e+00 31.416658    0.41110239
1.268715999999999955e+00 31.32467892  0.43672994
1.273458999999999897e+00 31.45333008  0.40581201
1.278202000000000060e+00 31.61537875  0.40413264
1.282945000000000002e+00 31.47055308  0.40359817
1.287687999999999944e+00 31.34052783  0.41080094
1.292431000000000108e+00 31.237423    0.39872118
1.297174000000000049e+00 31.20579642  0.40005756
1.301916000000000073e+00 31.16295917  0.39175795
1.306659000000000015e+00 31.07667625  0.38130845
1.311401999999999957e+00 31.03095825  0.39614067
1.316144999999999898e+00 30.98502375  0.38815295
1.320888000000000062e+00 30.92419325  0.38703056
1.325631000000000004e+00 30.871876    0.39487327
1.330373999999999945e+00 30.79803367  0.38431543
1.335117000000000109e+00 30.73907708  0.38379336
1.339858999999999911e+00 30.72904167  0.38602377
1.344602000000000075e+00 30.63583467  0.37832216
1.349345000000000017e+00 30.57419575  0.36975738
1.354087999999999958e+00 30.5525315   0.36461918
1.358830999999999900e+00 30.4745695   0.36384883
1.363574000000000064e+00 30.451902    0.35263043
1.368317000000000005e+00 30.38441983  0.35719764
1.373059000000000029e+00 30.32512692  0.36308793
1.377801999999999971e+00 30.32408567  0.34714643
1.382544999999999913e+00 30.282374    0.35113846
1.387288000000000077e+00 30.2121235  0.3593614
1.392031000000000018e+00 30.17056817  0.34180679
1.396773999999999960e+00 30.071036    0.34211507
1.401516999999999902e+00 30.08219517  0.33391288
1.406260000000000066e+00 30.06756075  0.33552762
1.411002000000000089e+00 30.0286625  0.3327947
1.415745000000000031e+00 29.9234085   0.34293722
1.420487999999999973e+00 29.90886392  0.33586593
1.425230999999999915e+00 29.87950492  0.33883976
1.429974000000000078e+00 29.8648685   0.33898563
1.434717000000000020e+00 29.8086635   0.33379504
1.439459999999999962e+00 29.74799133  0.32165331
1.444201999999999986e+00 29.69848683  0.32721885
1.448944999999999927e+00 29.69075442  0.32455947
1.453688000000000091e+00 29.64245217  0.33480245
1.458431000000000033e+00 29.59011542  0.321741  
1.463173999999999975e+00 29.53501675  0.30887639
1.467916999999999916e+00 29.48426975  0.30514351
1.472660000000000080e+00 29.48765242  0.30830165
1.477402000000000104e+00 29.43174192  0.32090285
1.482145000000000046e+00 29.36690025  0.32266464
1.486887999999999987e+00 29.34341792  0.30729187
1.491630999999999929e+00 29.33710625  0.30399564
1.496374000000000093e+00 29.30214858  0.30504727
1.501117000000000035e+00 29.32548642  0.30627393
1.505859999999999976e+00 29.36511625  0.29759488
1.510602999999999918e+00 29.27723475  0.30804816
1.515344999999999942e+00 29.2490305  0.3010471
1.520088000000000106e+00 29.19648808  0.29662231
1.524831000000000047e+00 29.08542075  0.30208565
1.529573999999999989e+00 29.12267958  0.29701631
1.534316999999999931e+00 29.30674525  0.29234829
1.539060000000000095e+00 29.18525592  0.28683938
1.543803000000000036e+00 29.1044825   0.28798903
1.548545000000000060e+00 28.9981825   0.28749856
1.553288000000000002e+00 28.97620283  0.28469137
1.558030999999999944e+00 28.9589145   0.28848658
1.562774000000000107e+00 28.87742225  0.28882412
1.567517000000000049e+00 28.81762892  0.2924817 
1.572259999999999991e+00 28.7806485   0.28190207
1.577002999999999933e+00 28.76823917  0.26196274
1.581746000000000096e+00 28.73299792  0.27075066
1.586487999999999898e+00 28.6976395  0.2671304
1.591231000000000062e+00 28.67255975  0.26922676
1.595974000000000004e+00 28.62883483  0.26221473
1.600716999999999945e+00 28.60268692  0.26908765
1.605460000000000109e+00 28.60607717  0.2686585 
1.610203000000000051e+00 28.59991267  0.27099354
1.614945999999999993e+00 28.52691725  0.25245109
1.619688000000000017e+00 28.46079808  0.25426162
1.624430999999999958e+00 28.42978092  0.26434902
1.629173999999999900e+00 28.45194367  0.27191522
1.633917000000000064e+00 28.36739425  0.2609871 
1.638660000000000005e+00 28.3603545   0.25625214
1.643402999999999947e+00 28.34414458  0.2599943 
1.648146000000000111e+00 28.31680442  0.24239794
1.652889000000000053e+00 28.29323325  0.25166928
1.657631000000000077e+00 28.25460517  0.24868012
1.662374000000000018e+00 28.18550892  0.24223334
1.667116999999999960e+00 28.16774625  0.23587812
1.671859999999999902e+00 28.14816208  0.24132331
1.676603000000000065e+00 28.150108    0.25391341
1.681346000000000007e+00 28.1231      0.25399901
1.686088999999999949e+00 28.06853617  0.2438937 
1.690830999999999973e+00 28.02262233  0.24846461
1.695573999999999915e+00 28.05440108  0.25121123
1.700317000000000078e+00 28.02522492  0.2375502 
1.705060000000000020e+00 27.99890725  0.24532876
1.709802999999999962e+00 28.00207675  0.24190177
1.714545999999999903e+00 27.94839742  0.22829907
1.719289000000000067e+00 27.91971783  0.23070586
1.724031000000000091e+00 27.879134    0.22713118
1.728774000000000033e+00 27.83449875  0.22753716
1.733516999999999975e+00 27.81211592  0.21780609
1.738259999999999916e+00 27.78678842  0.22541905
1.743003000000000080e+00 27.77641608  0.22819759
1.747746000000000022e+00 27.77388442  0.22506961
1.752488999999999963e+00 27.70056617  0.23392754
1.757231999999999905e+00 27.66309492  0.21930113
1.761973999999999929e+00 27.71974825  0.22882489
1.766717000000000093e+00 27.680611    0.23064517
1.771460000000000035e+00 27.63423283  0.22487024
1.776202999999999976e+00 27.62704742  0.2216202 
1.780945999999999918e+00 27.597917    0.20223464
1.785689000000000082e+00 27.60788608  0.21823091
1.790432000000000023e+00 27.54926258  0.21514333
1.795174000000000047e+00 27.5044245   0.20747723
1.799916999999999989e+00 27.51152483  0.20851198
1.804659999999999931e+00 27.4715105   0.21204241
1.809403000000000095e+00 27.47639825  0.19977362
1.814146000000000036e+00 27.47394708  0.2089026 
1.818888999999999978e+00 27.40053142  0.20169743
1.823631999999999920e+00 27.39286492  0.20696156
1.828375000000000083e+00 27.40684858  0.20987669
1.833117000000000107e+00 27.33985383  0.20992082
1.837860000000000049e+00 27.34358583  0.20644505
1.842602999999999991e+00 27.34471933  0.20997762
1.847345999999999933e+00 27.30561475  0.21018688
1.852089000000000096e+00 27.25493025  0.20247062
1.856832000000000038e+00 27.24671767  0.21004282
1.861574999999999980e+00 27.21953033  0.21511545
1.866317000000000004e+00 27.23379783  0.20967618
1.871059999999999945e+00 27.16305475  0.20440433
1.875803000000000109e+00 27.15647992  0.1933939 
1.880546000000000051e+00 27.158755    0.21205629
1.885288999999999993e+00 27.13122625  0.19720865
1.890031999999999934e+00 27.08629925  0.20065688
1.894775000000000098e+00 27.09245067  0.19907663
1.899516999999999900e+00 27.08265733  0.20048336
1.904260000000000064e+00 27.050135    0.18682889
1.909003000000000005e+00 27.04009033  0.1916414 
1.913745999999999947e+00 27.04098108  0.19086342
1.918489000000000111e+00 27.00166025  0.18079339
1.923232000000000053e+00 26.96102733  0.18539208
1.927974999999999994e+00 26.96453758  0.19460956
1.932717999999999936e+00 26.94495717  0.18524965
1.937459999999999960e+00 26.93318258  0.18767743
1.942202999999999902e+00 26.882365    0.19358243
1.946946000000000065e+00 26.86522508  0.17555548
1.951689000000000007e+00 26.85912358  0.16761931
1.956431999999999949e+00 26.84948525  0.18003279
1.961174999999999891e+00 26.8035915   0.18032672
1.965918000000000054e+00 26.81699667  0.19214571
1.970660000000000078e+00 26.80396567  0.19149713
1.975403000000000020e+00 26.78616108  0.18867876
1.980145999999999962e+00 26.74763283  0.17045863
1.984888999999999903e+00 26.72296192  0.16973712
1.989632000000000067e+00 26.74138533  0.17504067
1.994375000000000009e+00 26.74230408  0.17275121
1.999117999999999951e+00 26.71013483  0.17317462
2.003861000000000114e+00 26.69435175  0.17573797
2.008602999999999916e+00 26.72553958  0.16594397
2.013345999999999858e+00 26.86221767  0.18027307
2.018088999999999800e+00 26.74995967  0.18289871
2.022832000000000185e+00 26.68722017  0.18512103
2.027575000000000127e+00 26.66924183  0.17846326
2.032318000000000069e+00 26.6286625   0.17562844
2.037061000000000011e+00 26.53726917  0.16137072
2.041802999999999813e+00 26.52661008  0.17000138
2.046546000000000198e+00 26.51385883  0.17548031
2.051289000000000140e+00 26.50573408  0.16850626
2.056032000000000082e+00 26.46006625  0.1699908 
2.060775000000000023e+00 26.43883958  0.16919163
2.065517999999999965e+00 26.45286892  0.17506542
2.070260999999999907e+00 26.41439433  0.17569989
2.075003000000000153e+00 26.38650025  0.16830724
2.079746000000000095e+00 26.56253125  0.16189862
2.084489000000000036e+00 26.60110558  0.1774876 
2.089231999999999978e+00 26.563978    0.16700982
2.093974999999999920e+00 26.50172342  0.16442027
2.098717999999999861e+00 26.51168358  0.16007968
2.103460999999999803e+00 26.49921258  0.16319953
2.108204000000000189e+00 26.46836067  0.17199505
2.112945999999999991e+00 26.43824058  0.1608237 
2.117688999999999933e+00 26.42713017  0.17039467
2.122431999999999874e+00 26.39534925  0.16529186
2.127174999999999816e+00 26.37741692  0.15704319
2.131918000000000202e+00 26.34383692  0.15779916
2.136661000000000143e+00 26.32809683  0.15263727
2.141404000000000085e+00 26.33026217  0.16517127
2.146145999999999887e+00 26.34133058  0.16689647
2.150888999999999829e+00 26.34839217  0.16985268
2.155632000000000215e+00 26.28602508  0.15584933
2.160375000000000156e+00 26.28637617  0.16340723
2.165118000000000098e+00 26.27879983  0.16879901
2.169861000000000040e+00 26.25011433  0.15656202
2.174603999999999981e+00 26.21385425  0.1604442 
2.179346999999999923e+00 26.22744817  0.1463162 
2.184089000000000169e+00 26.23770242  0.15930132
2.188832000000000111e+00 26.21899525  0.15878131
2.193575000000000053e+00 26.19427583  0.15028246
2.198317999999999994e+00 26.20003733  0.14882022
2.203060999999999936e+00 26.200593    0.14510002
2.207803999999999878e+00 26.14856025  0.14858241
2.212546999999999819e+00 26.14842825  0.1509881 
2.217289000000000065e+00 26.11135542  0.1517547 
2.222032000000000007e+00 26.13770942  0.16051243
2.226774999999999949e+00 26.11773442  0.15571658
2.231517999999999891e+00 26.125775    0.15298838
2.236260999999999832e+00 26.09447283  0.15528779
2.241004000000000218e+00 26.11665775  0.13902696
2.245747000000000160e+00 26.12171525  0.15420477
2.250490000000000101e+00 26.07859367  0.14160932
2.255231999999999903e+00 26.08481458  0.14153039
2.259974999999999845e+00 26.040577    0.14819068
2.264717999999999787e+00 26.05025233  0.15336817
2.269461000000000173e+00 26.03480683  0.1538547 
2.274204000000000114e+00 26.02023042  0.14813003
2.278947000000000056e+00 26.02210567  0.15527062
2.283689999999999998e+00 25.98696783  0.14111706
2.288431999999999800e+00 25.96677025  0.14444191
2.293175000000000185e+00 25.96128183  0.14127741
2.297918000000000127e+00 25.97520417  0.1278603 
2.302661000000000069e+00 25.95105025  0.14312892
2.307404000000000011e+00 25.95296883  0.14322571
2.312146999999999952e+00 25.98334558  0.15123235
2.316889999999999894e+00 25.93177575  0.14217008
2.321632000000000140e+00 25.94796833  0.13904173
2.326375000000000082e+00 25.91966583  0.14004874
2.331118000000000023e+00 25.94413417  0.14531379
2.335860999999999965e+00 25.92983042  0.14496514
2.340603999999999907e+00 25.90235283  0.1425735 
2.345346999999999849e+00 25.8674035  0.145716 
2.350089999999999790e+00 25.90954975  0.14686126
2.354833000000000176e+00 25.8781795  0.1549324
2.359574999999999978e+00 25.87733025  0.12738279
2.364317999999999920e+00 25.84623392  0.14565671
2.369060999999999861e+00 25.83536117  0.14122145
2.373803999999999803e+00 25.84427942  0.14864309
2.378547000000000189e+00 25.82990425  0.14356482
2.383290000000000131e+00 25.789799    0.14483615
2.388033000000000072e+00 25.83183392  0.13118613
2.392774999999999874e+00 25.8158955   0.13372762
2.397517999999999816e+00 25.80018892  0.13528237
2.402261000000000202e+00 25.81783242  0.13758439
2.407004000000000143e+00 25.80689967  0.13134774
2.411747000000000085e+00 25.81176892  0.14378461
2.416490000000000027e+00 25.79700408  0.14077593
2.421232999999999969e+00 25.79578883  0.13495698
2.425975999999999910e+00 25.75850033  0.13849414
2.430718000000000156e+00 25.7555615   0.13396634
2.435461000000000098e+00 25.77090058  0.13848605
2.440204000000000040e+00 25.74986     0.13456259
2.444946999999999981e+00 25.73708967  0.14859722
2.449689999999999923e+00 25.73800767  0.13955608
2.454432999999999865e+00 25.76916392  0.14697262
2.459175999999999807e+00 25.77338642  0.14471299
2.463918000000000053e+00 25.74408733  0.14275847
2.468660999999999994e+00 25.732545    0.13272052
2.473403999999999936e+00 25.71860392  0.14039491
2.478146999999999878e+00 25.70440458  0.13230635
2.482889999999999819e+00 25.69934392  0.13355146
2.487633000000000205e+00 25.69870375  0.13671309
2.492376000000000147e+00 25.66740225  0.14530041
2.497117999999999949e+00 25.67803875  0.13831602
2.501860999999999891e+00 25.67730867  0.12669259
2.506603999999999832e+00 25.68281167  0.13427671
2.511347000000000218e+00 25.69192583  0.13778962
2.516090000000000160e+00 25.67130225  0.12886022
2.520833000000000101e+00 25.66467933  0.12230384
2.525576000000000043e+00 25.62198108  0.13023468
2.530318999999999985e+00 25.639686    0.13592953
2.535060999999999787e+00 25.61734825  0.13817122
2.539804000000000173e+00 25.65475875  0.14411835
2.544547000000000114e+00 25.61358908  0.15107095
2.549290000000000056e+00 25.62596483  0.14278398
2.554032999999999998e+00 25.65018833  0.12961115
2.558775999999999939e+00 25.60309067  0.12896533
2.563518999999999881e+00 25.62018483  0.14182595
2.568261000000000127e+00 25.6293255   0.13184659
2.573004000000000069e+00 25.61388308  0.13629141
2.577747000000000011e+00 25.56064033  0.13811419
2.582489999999999952e+00 25.55977575  0.14680004
2.587232999999999894e+00 25.57122617  0.12025169
2.591975999999999836e+00 25.57657308  0.14111601
2.596719000000000221e+00 25.5650325   0.13905136
2.601462000000000163e+00 25.56636775  0.14027485
2.606203999999999965e+00 25.5837975   0.12752327
2.610946999999999907e+00 25.5507585   0.13069959
2.615689999999999849e+00 25.54967275  0.13204783
2.620432999999999790e+00 25.55886058  0.12385895
2.625176000000000176e+00 25.56984625  0.12934353
2.629919000000000118e+00 25.54930983  0.12739039
2.634662000000000059e+00 25.5694795   0.12999195
2.639403999999999861e+00 25.56463367  0.13115981
2.644146999999999803e+00 25.56420542  0.13171139
2.648890000000000189e+00 25.55742275  0.1303569 
2.653633000000000131e+00 25.5138835   0.13852438
2.658376000000000072e+00 25.56206025  0.13928382
2.663119000000000014e+00 25.531954    0.13129744
2.667861999999999956e+00 25.52381175  0.11582885
2.672604999999999897e+00 25.52890117  0.13570378
2.677347000000000143e+00 25.49611733  0.12656732
2.682090000000000085e+00 25.49526417  0.1338059 
2.686833000000000027e+00 25.51708017  0.13148004
2.691575999999999969e+00 25.53364908  0.12620927
2.696318999999999910e+00 25.53855117  0.12761127
2.701061999999999852e+00 25.5521335   0.12684672
2.705804999999999794e+00 25.54411158  0.1288445 
2.710547000000000040e+00 25.52290692  0.12916676
2.715289999999999981e+00 25.49901042  0.11894986
2.720032999999999923e+00 25.50645975  0.11926542
2.724775999999999865e+00 25.48704225  0.12137065
2.729518999999999807e+00 25.49042167  0.12376982
2.734262000000000192e+00 25.4888685   0.12024742
2.739005000000000134e+00 25.50159775  0.12430659
2.743746999999999936e+00 25.46161858  0.12332745
2.748489999999999878e+00 25.47962167  0.123068  
2.753232999999999819e+00 25.48168525  0.13188428
2.757976000000000205e+00 25.48165833  0.12683394
2.762719000000000147e+00 25.45798067  0.12638859
2.767462000000000089e+00 25.45356942  0.1254654 
2.772205000000000030e+00 25.46850917  0.1227903 
2.776947999999999972e+00 25.46044017  0.13323413
2.781690000000000218e+00 25.46036758  0.13441768
