@s0 legend "1"
1.377801999999999971e+00 2.54337931e+01 9.82162122e-03
1.382544999999999913e+00 2.54404320e+01 8.58575327e-03
1.387288000000000077e+00 2.54486201e+01 8.09281433e-03
1.392031000000000018e+00 2.54333155e+01 9.07670165e-03
1.396773999999999960e+00 2.54429775e+01 8.07125523e-03
1.401516999999999902e+00 2.54325213e+01 7.97703564e-03
1.406260000000000066e+00 2.54250034e+01 8.42694905e-03
1.411002000000000089e+00 2.54260075e+01 8.75457633e-03
1.415745000000000031e+00 2.54154057e+01 8.41515909e-03
1.420487999999999973e+00 2.53968835e+01 9.45679641e-03
1.425230999999999915e+00 2.54063511e+01 8.63524322e-03
1.429974000000000078e+00 2.54094859e+01 8.33371021e-03
1.434717000000000020e+00 2.54158010e+01 8.15383042e-03
1.439459999999999962e+00 2.54102666e+01 8.55413352e-03
1.444201999999999986e+00 2.54013085e+01 7.96228504e-03
1.448944999999999927e+00 2.54136548e+01 8.66582836e-03
1.453688000000000091e+00 2.53996069e+01 8.96674230e-03
1.458431000000000033e+00 2.5393104e+01 8.7500213e-03
1.463173999999999975e+00 2.53840499e+01 8.63363215e-03
1.467916999999999916e+00 2.53824983e+01 8.74779038e-03
1.472660000000000080e+00 2.53855711e+01 9.68694576e-03
1.477402000000000104e+00 2.53963049e+01 8.07178117e-03
1.482145000000000046e+00 2.53999056e+01 8.51277418e-03
1.486887999999999987e+00 2.53955228e+01 8.83589216e-03
1.491630999999999929e+00 2.53918305e+01 9.03610154e-03
1.496374000000000093e+00 2.53975489e+01 8.49796117e-03
1.501117000000000035e+00 2.5478588e+01 8.6830291e-03
1.505859999999999976e+00 2.55325070e+01 9.04707879e-03
1.510602999999999918e+00 2.54611146e+01 1.02892375e-02
1.515344999999999942e+00 2.54431741e+01 8.85874962e-03
1.520088000000000106e+00 2.54389842e+01 8.52943754e-03
1.524831000000000047e+00 2.54228155e+01 8.69189814e-03
1.529573999999999989e+00 2.54152496e+01 9.12986084e-03
1.534316999999999931e+00 2.56191137e+01 9.24085677e-03
1.539060000000000095e+00 2.55532653e+01 1.07447901e-02
1.543803000000000036e+00 2.54795230e+01 8.20367666e-03
1.548545000000000060e+00 2.5449182e+01 8.7414928e-03
1.553288000000000002e+00 2.54249888e+01 8.47803310e-03
1.558030999999999944e+00 2.54126270e+01 8.55185057e-03
1.562774000000000107e+00 2.54014795e+01 9.76823655e-03
1.567517000000000049e+00 2.53815868e+01 8.10575535e-03
1.572259999999999991e+00 2.53836002e+01 8.97931504e-03
1.577002999999999933e+00 2.53786715e+01 9.05060689e-03
1.581746000000000096e+00 2.53588886e+01 8.77331146e-03
1.586487999999999898e+00 2.53482143e+01 9.09839429e-03
1.591231000000000062e+00 2.53442072e+01 9.09515616e-03
1.595974000000000004e+00 2.53403463e+01 8.69571998e-03
1.600716999999999945e+00 2.53359315e+01 8.69182034e-03
1.605460000000000109e+00 2.53536829e+01 8.37526334e-03
1.610203000000000051e+00 2.53492823e+01 9.09898424e-03
1.614945999999999993e+00 2.53358278e+01 9.19464171e-03
1.619688000000000017e+00 2.53453718e+01 8.52397152e-03
1.624430999999999958e+00 2.53322566e+01 7.83135062e-03
1.629173999999999900e+00 2.53480746e+01 8.22209803e-03
1.633917000000000064e+00 2.53295591e+01 9.38001478e-03
1.638660000000000005e+00 2.53238026e+01 8.12459604e-03
1.643402999999999947e+00 2.53408755e+01 8.74992806e-03
1.648146000000000111e+00 2.53449799e+01 8.61685810e-03
1.652889000000000053e+00 2.53239227e+01 9.58575904e-03
1.657631000000000077e+00 2.53107413e+01 8.19119408e-03
1.662374000000000018e+00 2.53149540e+01 9.15798329e-03
1.667116999999999960e+00 2.53051616e+01 9.10502985e-03
1.671859999999999902e+00 2.53081563e+01 8.12590101e-03
1.676603000000000065e+00 2.53008454e+01 8.42940413e-03
1.681346000000000007e+00 2.53082405e+01 8.10948164e-03
1.686088999999999949e+00 2.52886937e+01 8.55553105e-03
1.690830999999999973e+00 2.52863433e+01 6.95888502e-03
1.695573999999999915e+00 2.52811982e+01 7.79701744e-03
1.700317000000000078e+00 2.52990799e+01 8.70175820e-03
1.705060000000000020e+00 2.52908701e+01 7.97307297e-03
1.709802999999999962e+00 2.52754947e+01 6.68632259e-03
1.714545999999999903e+00 2.52707817e+01 8.32552961e-03
1.719289000000000067e+00 2.52682063e+01 8.06754910e-03
1.724031000000000091e+00 2.52676641e+01 8.95781387e-03
1.728774000000000033e+00 2.52601888e+01 8.40321300e-03
1.733516999999999975e+00 2.52499389e+01 7.79792993e-03
1.738259999999999916e+00 2.52612413e+01 7.87086192e-03
1.743003000000000080e+00 2.52621596e+01 7.41937469e-03
1.747746000000000022e+00 2.52627803e+01 8.38948294e-03
1.752488999999999963e+00 2.52401861e+01 8.04564110e-03
1.757231999999999905e+00 2.52445426e+01 9.01721592e-03
1.761973999999999929e+00 2.52594296e+01 8.47985461e-03
1.766717000000000093e+00 2.52532420e+01 7.73213262e-03
1.771460000000000035e+00 2.52457563e+01 7.78752983e-03
1.776202999999999976e+00 2.52393577e+01 8.04561054e-03
1.780945999999999918e+00 2.52215238e+01 7.92922676e-03
1.785689000000000082e+00 2.52213749e+01 7.11583278e-03
1.790432000000000023e+00 2.52380096e+01 8.20918701e-03
1.795174000000000047e+00 2.52313147e+01 7.66845688e-03
1.799916999999999989e+00 2.52291794e+01 8.29614294e-03
1.804659999999999931e+00 2.52190933e+01 8.03680464e-03
1.809403000000000095e+00 2.52120102e+01 8.01897916e-03
1.814146000000000036e+00 2.52207401e+01 8.23388879e-03
1.818888999999999978e+00 2.52065362e+01 7.07117199e-03
1.823631999999999920e+00 2.52169237e+01 8.46451231e-03
1.828375000000000083e+00 2.52086086e+01 8.30834556e-03
1.833117000000000107e+00 2.51965517e+01 7.53205330e-03
1.837860000000000049e+00 2.51975215e+01 7.34269902e-03
1.842602999999999991e+00 2.51962433e+01 7.45396194e-03
1.847345999999999933e+00 2.51841228e+01 8.27996516e-03
1.852089000000000096e+00 2.51850783e+01 8.22111873e-03
1.856832000000000038e+00 2.51828285e+01 8.01634142e-03
1.861574999999999980e+00 2.51837409e+01 7.97193708e-03
1.866317000000000004e+00 2.51712855e+01 7.97797603e-03
1.871059999999999945e+00 2.51656725e+01 8.14832845e-03
1.875803000000000109e+00 2.51682697e+01 8.22362532e-03
1.880546000000000051e+00 2.5166341e+01 7.9032116e-03
1.885288999999999993e+00 2.51688309e+01 7.97918514e-03
1.890031999999999934e+00 2.51674155e+01 7.56457335e-03
1.894775000000000098e+00 2.51473139e+01 7.75856095e-03
1.899516999999999900e+00 2.51516563e+01 8.70481066e-03
1.904260000000000064e+00 2.51517464e+01 7.23706570e-03
1.909003000000000005e+00 2.51436905e+01 8.41988981e-03
1.913745999999999947e+00 2.51451433e+01 8.30476653e-03
1.918489000000000111e+00 2.51346753e+01 7.08673698e-03
1.923232000000000053e+00 2.51451445e+01 7.50611869e-03
1.927974999999999994e+00 2.51300006e+01 8.11639625e-03
1.932717999999999936e+00 2.51293409e+01 7.96176587e-03
1.937459999999999960e+00 2.51038300e+01 7.45171871e-03
1.942202999999999902e+00 2.51071753e+01 7.78561901e-03
1.946946000000000065e+00 2.50965669e+01 8.52234992e-03
1.951689000000000007e+00 2.51101611e+01 8.27452010e-03
1.956431999999999949e+00 2.50873976e+01 7.89473416e-03
1.961174999999999891e+00 2.50850008e+01 6.74567049e-03
1.965918000000000054e+00 2.50759639e+01 8.44295667e-03
1.970660000000000078e+00 2.50773598e+01 7.31190675e-03
1.975403000000000020e+00 2.50758182e+01 7.59431064e-03
1.980145999999999962e+00 2.50730572e+01 6.92633185e-03
1.984888999999999903e+00 2.50543124e+01 7.44940886e-03
1.989632000000000067e+00 2.50720317e+01 7.82964559e-03
1.994375000000000009e+00 2.50976239e+01 7.99999381e-03
1.999117999999999951e+00 2.5089721e+01 7.7207315e-03
2.003861000000000114e+00 2.50808391e+01 7.97534281e-03
2.008602999999999916e+00 2.51378236e+01 8.27271890e-03
2.013345999999999858e+00 2.52563124e+01 7.40468146e-03
2.018088999999999800e+00 2.51484409e+01 7.96140640e-03
2.022832000000000185e+00 2.51030799e+01 8.77605999e-03
2.027575000000000127e+00 2.50918432e+01 7.84706004e-03
2.032318000000000069e+00 2.50509904e+01 8.44597194e-03
2.037061000000000011e+00 2.50203811e+01 8.10705073e-03
2.041802999999999813e+00 2.50111066e+01 8.30957088e-03
2.046546000000000198e+00 2.49857549e+01 8.26432403e-03
2.051289000000000140e+00 2.49699803e+01 8.35350674e-03
2.056032000000000082e+00 2.49766980e+01 8.83321781e-03
2.060775000000000023e+00 2.49572151e+01 9.05042370e-03
2.065517999999999965e+00 2.49638050e+01 9.57332004e-03
2.070260999999999907e+00 2.49485697e+01 9.22769412e-03
2.075003000000000153e+00 2.49381869e+01 7.23486734e-03
2.079746000000000095e+00 2.51361506e+01 8.47450757e-03
2.084489000000000036e+00 2.51381537e+01 7.45835350e-03
2.089231999999999978e+00 2.51000561e+01 9.18616578e-03
2.093974999999999920e+00 2.50939461e+01 8.07808048e-03
2.098717999999999861e+00 2.50721036e+01 7.03115617e-03
2.103460999999999803e+00 2.50612551e+01 8.17227003e-03
2.108204000000000189e+00 2.50333083e+01 7.20401514e-03
2.112945999999999991e+00 2.50163892e+01 7.63118958e-03
2.117688999999999933e+00 2.50182595e+01 8.22885324e-03
2.122431999999999874e+00 2.50016864e+01 7.81636903e-03
2.127174999999999816e+00 2.50183394e+01 7.76317924e-03
2.131918000000000202e+00 2.50016887e+01 7.86503750e-03
2.136661000000000143e+00 2.49953037e+01 7.28974963e-03
2.141404000000000085e+00 2.49971164e+01 8.34557160e-03
2.146145999999999887e+00 2.49799596e+01 7.92850144e-03
2.150888999999999829e+00 2.49952242e+01 7.63008194e-03
2.155632000000000215e+00 2.49817193e+01 8.05295402e-03
2.160375000000000156e+00 2.49915179e+01 7.62426707e-03
2.165118000000000098e+00 2.49679954e+01 7.30814691e-03
2.169861000000000040e+00 2.49770803e+01 7.89620817e-03
2.174603999999999981e+00 2.49653293e+01 7.35371431e-03
2.179346999999999923e+00 2.49682726e+01 7.61150242e-03
2.184089000000000169e+00 2.49544037e+01 7.31116279e-03
2.188832000000000111e+00 2.49553194e+01 7.20950223e-03
2.193575000000000053e+00 2.49594552e+01 8.29770753e-03
2.198317999999999994e+00 2.49658664e+01 7.67878312e-03
2.203060999999999936e+00 2.49402100e+01 7.94078201e-03
2.207803999999999878e+00 2.49441505e+01 7.57541108e-03
2.212546999999999819e+00 2.49231013e+01 7.70928726e-03
2.217289000000000065e+00 2.49296511e+01 6.85852135e-03
2.222032000000000007e+00 2.49424937e+01 7.07229441e-03
2.226774999999999949e+00 2.49478167e+01 7.38963249e-03
2.231517999999999891e+00 2.49426823e+01 7.98676850e-03
2.236260999999999832e+00 2.49217348e+01 6.95140622e-03
