@s0 legend "1"
2.108204 2.36849024e+01 1.00163897e-02
2.112946 2.36184481e+01 1.91819678e-02
2.117689 2.36232528e+01 1.69647233e-02
2.122432 2.36185959e+01 1.65523136e-02
2.127175 2.35855828e+01 1.71550632e-02
2.131918 2.36017816e+01 1.16274877e-02
2.136661 2.36006931e+01 1.58963509e-02
2.141404 2.35862479e+01 2.05204802e-02
2.146146 2.36058068e+01 1.32140117e-02
2.150889 2.36002506e+01 1.80995333e-02
2.155632 2.36030378e+01 1.59249299e-02
2.160375 2.35528596e+01 1.50622924e-02
2.165118 2.35707393e+01 1.77614275e-02
2.169861 2.35855402e+01 1.92032053e-02
2.174604 2.3564839e+01 9.6114749e-03
2.179347 2.35713709e+01 1.03309160e-02
2.184089 2.35796581e+01 1.54177933e-02
2.188832 23.55648221  0.02486676
2.193575 2.35835235e+01 2.19617028e-02
2.198318 2.35754264e+01 1.52753461e-02
2.203061 2.35725019e+01 1.74004980e-02
2.207804 2.35539929e+01 2.27220091e-02
2.212547 2.35628599e+01 1.51278934e-02
2.217289 2.35613281e+01 1.75272886e-02
2.222032 2.35605964e+01 1.88998822e-02
2.226775 2.35557820e+01 1.96155977e-02
2.231518 2.35448073e+01 1.66274688e-02
2.236261 2.35147999e+01 1.93348981e-02
2.241004 2.35500161e+01 2.04710474e-02
2.245747 2.35632811e+01 1.38446477e-02
2.25049 2.35392828e+01 1.65546006e-02
2.255232 2.35617869e+01 1.30826050e-02
2.259975 2.35382610e+01 1.71442554e-02
2.264718 2.35334486e+01 1.36636295e-02
2.269461 2.35072670e+01 1.86192952e-02
2.274204 2.35045962e+01 2.12313137e-02
2.278947 2.35058106e+01 2.27248975e-02
2.28369 2.35304775e+01 2.12572999e-02
2.288432 2.35088512e+01 2.07960472e-02
2.293175 2.34881358e+01 1.77749207e-02
2.297918 2.34947296e+01 1.76153180e-02
2.302661 2.35102119e+01 1.96322925e-02
2.307404 2.35284922e+01 1.29205274e-02
2.312147 2.35181317e+01 1.37436342e-02
2.31689 2.35020592e+01 1.66216787e-02
2.321632 2.35116808e+01 1.46219665e-02
2.326375 2.35229283e+01 1.57686227e-02
2.331118 2.34780115e+01 1.68076864e-02
2.335861 2.34601686e+01 2.03718996e-02
2.340604 2.34638712e+01 1.76361587e-02
2.345347 2.34729516e+01 1.60319905e-02
2.35009 2.34893623e+01 1.25779746e-02
2.354833 2.34865116e+01 1.55958976e-02
2.359575 2.35143629e+01 2.26444461e-02
2.364318 2.34942050e+01 1.68042947e-02
2.369061 23.48500121  0.02632439
2.373804 2.34561808e+01 1.72112925e-02
2.378547 2.34547729e+01 2.27519099e-02
2.38329 2.34753696e+01 1.36784251e-02
2.388033 2.34620647e+01 1.94087862e-02
2.392775 2.34607037e+01 1.85252769e-02
2.397518 2.34550536e+01 1.32891375e-02
2.402261 2.34723891e+01 2.11275440e-02
2.407004 2.34603681e+01 1.26757003e-02
2.411747 2.34548397e+01 2.27264970e-02
2.41649 2.34624735e+01 1.93546192e-02
2.421233 2.34643720e+01 1.54001784e-02
2.425976 2.34503418e+01 1.38350811e-02
2.430718 2.34317715e+01 1.15700914e-02
2.435461 2.34654456e+01 1.66196037e-02
2.440204 2.34421256e+01 1.42157507e-02
2.444947 2.34670641e+01 1.59123527e-02
2.44969 2.34592707e+01 1.10653495e-02
2.454433 2.34712582e+01 1.58343255e-02
2.459176 2.34473064e+01 1.68294628e-02
2.463918 2.34481615e+01 1.61955751e-02
2.468661 2.34589864e+01 2.19146316e-02
2.473404 2.34418791e+01 1.75519215e-02
2.478147 2.34497356e+01 1.47507367e-02
2.48289 2.34478833e+01 1.25214396e-02
2.487633 2.34425602e+01 1.26508895e-02
2.492376 2.34513376e+01 1.81444049e-02
2.497118 2.34610488e+01 1.78920429e-02
2.501861 2.34359839e+01 2.05394511e-02
2.506604 2.34092176e+01 2.01530504e-02
2.511347 2.34094155e+01 1.52904735e-02
2.51609 2.34096025e+01 1.87592985e-02
