@s0 legend "1"
1.183345 32.54109258  0.46239336
1.188088 32.42673658  0.46767837
1.192831 32.38303933  0.46949486
1.197573 32.35509467  0.476117  
1.202316 32.28695108  0.45791709
1.207059 32.34301342  0.45277956
1.211802 32.29487083  0.46188103
1.216545 32.14809292  0.45600063
1.221288 32.06971108  0.44136945
1.226031 31.98034708  0.43445547
1.230774 31.94580667  0.43784496
1.235516 31.82098408  0.42833982
1.240259 31.78453542  0.43679363
1.245002 31.7111335   0.43610161
1.249745 31.68407333  0.42260421
1.254488 31.61123392  0.41640256
1.259231 31.45329267  0.42376375
1.263974 31.416658    0.41110239
1.268716 31.32467892  0.43672994
1.273459 31.45333008  0.40581201
1.278202 31.61537875  0.40413264
1.282945 31.47055308  0.40359817
1.287688 31.34052783  0.41080094
1.292431 31.237423    0.39872118
1.297174 31.20579642  0.40005756
1.301916 31.16295917  0.39175795
1.306659 31.07667625  0.38130845
1.311402 31.03095825  0.39614067
1.316145 30.98502375  0.38815295
1.320888 30.92419325  0.38703056
1.325631 30.871876    0.39487327
1.330374 30.79803367  0.38431543
1.335117 30.73907708  0.38379336
1.339859 30.72904167  0.38602377
1.344602 30.63583467  0.37832216
1.349345 30.57419575  0.36975738
1.354088 30.5525315   0.36461918
1.358831 30.4745695   0.36384883
1.363574 30.451902    0.35263043
1.368317 30.38441983  0.35719764
1.373059 30.32512692  0.36308793
1.377802 30.32408567  0.34714643
1.382545 30.282374    0.35113846
1.387288 30.2121235  0.3593614
1.392031 30.17056817  0.34180679
1.396774 30.071036    0.34211507
1.401517 30.08219517  0.33391288
1.40626 30.06756075  0.33552762
1.411002 30.0286625  0.3327947
1.415745 29.9234085   0.34293722
1.420488 29.90886392  0.33586593
1.425231 29.87950492  0.33883976
1.429974 29.8648685   0.33898563
1.434717 29.8086635   0.33379504
1.43946 29.74799133  0.32165331
1.444202 29.69848683  0.32721885
1.448945 29.69075442  0.32455947
1.453688 29.64245217  0.33480245
1.458431 29.59011542  0.321741  
1.463174 29.53501675  0.30887639
1.467917 29.48426975  0.30514351
1.47266 29.48765242  0.30830165
1.477402 29.43174192  0.32090285
1.482145 29.36690025  0.32266464
1.486888 29.34341792  0.30729187
1.491631 29.33710625  0.30399564
1.496374 29.30214858  0.30504727
1.501117 29.32548642  0.30627393
1.50586 29.36511625  0.29759488
1.510603 29.27723475  0.30804816
1.515345 29.2490305  0.3010471
1.520088 29.19648808  0.29662231
1.524831 29.08542075  0.30208565
1.529574 29.12267958  0.29701631
1.534317 29.30674525  0.29234829
1.53906 29.18525592  0.28683938
1.543803 29.1044825   0.28798903
1.548545 28.9981825   0.28749856
1.553288 28.97620283  0.28469137
1.558031 28.9589145   0.28848658
1.562774 28.87742225  0.28882412
1.567517 28.81762892  0.2924817 
1.57226 28.7806485   0.28190207
1.577003 28.76823917  0.26196274
1.581746 28.73299792  0.27075066
1.586488 28.6976395  0.2671304
1.591231 28.67255975  0.26922676
1.595974 28.62883483  0.26221473
1.600717 28.60268692  0.26908765
1.60546 28.60607717  0.2686585 
1.610203 28.59991267  0.27099354
1.614946 28.52691725  0.25245109
1.619688 28.46079808  0.25426162
1.624431 28.42978092  0.26434902
1.629174 28.45194367  0.27191522
1.633917 28.36739425  0.2609871 
1.63866 28.3603545   0.25625214
1.643403 28.34414458  0.2599943 
1.648146 28.31680442  0.24239794
1.652889 28.29323325  0.25166928
1.657631 28.25460517  0.24868012
1.662374 28.18550892  0.24223334
1.667117 28.16774625  0.23587812
1.67186 28.14816208  0.24132331
1.676603 28.150108    0.25391341
1.681346 28.1231      0.25399901
1.686089 28.06853617  0.2438937 
1.690831 28.02262233  0.24846461
1.695574 28.05440108  0.25121123
1.700317 28.02522492  0.2375502 
1.70506 27.99890725  0.24532876
1.709803 28.00207675  0.24190177
1.714546 27.94839742  0.22829907
1.719289 27.91971783  0.23070586
1.724031 27.879134    0.22713118
1.728774 27.83449875  0.22753716
1.733517 27.81211592  0.21780609
1.73826 27.78678842  0.22541905
1.743003 27.77641608  0.22819759
1.747746 27.77388442  0.22506961
1.752489 27.70056617  0.23392754
1.757232 27.66309492  0.21930113
1.761974 27.71974825  0.22882489
1.766717 27.680611    0.23064517
1.77146 27.63423283  0.22487024
1.776203 27.62704742  0.2216202 
1.780946 27.597917    0.20223464
1.785689 27.60788608  0.21823091
1.790432 27.54926258  0.21514333
1.795174 27.5044245   0.20747723
1.799917 27.51152483  0.20851198
1.80466 27.4715105   0.21204241
1.809403 27.47639825  0.19977362
1.814146 27.47394708  0.2089026 
1.818889 27.40053142  0.20169743
1.823632 27.39286492  0.20696156
1.828375 27.40684858  0.20987669
1.833117 27.33985383  0.20992082
1.83786 27.34358583  0.20644505
1.842603 27.34471933  0.20997762
1.847346 27.30561475  0.21018688
1.852089 27.25493025  0.20247062
1.856832 27.24671767  0.21004282
1.861575 27.21953033  0.21511545
1.866317 27.23379783  0.20967618
1.87106 27.16305475  0.20440433
1.875803 27.15647992  0.1933939 
1.880546 27.158755    0.21205629
1.885289 27.13122625  0.19720865
1.890032 27.08629925  0.20065688
1.894775 27.09245067  0.19907663
1.899517 27.08265733  0.20048336
1.90426 27.050135    0.18682889
1.909003 27.04009033  0.1916414 
1.913746 27.04098108  0.19086342
1.918489 27.00166025  0.18079339
1.923232 26.96102733  0.18539208
1.927975 26.96453758  0.19460956
1.932718 26.94495717  0.18524965
1.93746 26.93318258  0.18767743
1.942203 26.882365    0.19358243
1.946946 26.86522508  0.17555548
1.951689 26.85912358  0.16761931
1.956432 26.84948525  0.18003279
1.961175 26.8035915   0.18032672
1.965918 26.81699667  0.19214571
1.97066 26.80396567  0.19149713
1.975403 26.78616108  0.18867876
1.980146 26.74763283  0.17045863
1.984889 26.72296192  0.16973712
1.989632 26.74138533  0.17504067
1.994375 26.74230408  0.17275121
1.999118 26.71013483  0.17317462
2.003861 26.69435175  0.17573797
2.008603 26.72553958  0.16594397
2.013346 26.86221767  0.18027307
2.018089 26.74995967  0.18289871
2.022832 26.68722017  0.18512103
2.027575 26.66924183  0.17846326
2.032318 26.6286625   0.17562844
2.037061 26.53726917  0.16137072
2.041803 26.52661008  0.17000138
2.046546 26.51385883  0.17548031
2.051289 26.50573408  0.16850626
2.056032 26.46006625  0.1699908 
2.060775 26.43883958  0.16919163
2.065518 26.45286892  0.17506542
2.070261 26.41439433  0.17569989
2.075003 26.38650025  0.16830724
2.079746 26.56253125  0.16189862
2.084489 26.60110558  0.1774876 
2.089232 26.563978    0.16700982
2.093975 26.50172342  0.16442027
2.098718 26.51168358  0.16007968
2.103461 26.49921258  0.16319953
2.108204 26.46836067  0.17199505
2.112946 26.43824058  0.1608237 
2.117689 26.42713017  0.17039467
2.122432 26.39534925  0.16529186
2.127175 26.37741692  0.15704319
2.131918 26.34383692  0.15779916
2.136661 26.32809683  0.15263727
2.141404 26.33026217  0.16517127
2.146146 26.34133058  0.16689647
2.150889 26.34839217  0.16985268
2.155632 26.28602508  0.15584933
2.160375 26.28637617  0.16340723
2.165118 26.27879983  0.16879901
2.169861 26.25011433  0.15656202
2.174604 26.21385425  0.1604442 
2.179347 26.22744817  0.1463162 
2.184089 26.23770242  0.15930132
2.188832 26.21899525  0.15878131
2.193575 26.19427583  0.15028246
2.198318 26.20003733  0.14882022
2.203061 26.200593    0.14510002
2.207804 26.14856025  0.14858241
2.212547 26.14842825  0.1509881 
2.217289 26.11135542  0.1517547 
2.222032 26.13770942  0.16051243
2.226775 26.11773442  0.15571658
2.231518 26.125775    0.15298838
2.236261 26.09447283  0.15528779
2.241004 26.11665775  0.13902696
2.245747 26.12171525  0.15420477
2.25049 26.07859367  0.14160932
2.255232 26.08481458  0.14153039
2.259975 26.040577    0.14819068
2.264718 26.05025233  0.15336817
2.269461 26.03480683  0.1538547 
2.274204 26.02023042  0.14813003
2.278947 26.02210567  0.15527062
2.28369 25.98696783  0.14111706
2.288432 25.96677025  0.14444191
2.293175 25.96128183  0.14127741
2.297918 25.97520417  0.1278603 
2.302661 25.95105025  0.14312892
2.307404 25.95296883  0.14322571
2.312147 25.98334558  0.15123235
2.31689 25.93177575  0.14217008
2.321632 25.94796833  0.13904173
2.326375 25.91966583  0.14004874
2.331118 25.94413417  0.14531379
2.335861 25.92983042  0.14496514
2.340604 25.90235283  0.1425735 
2.345347 25.8674035  0.145716 
2.35009 25.90954975  0.14686126
2.354833 25.8781795  0.1549324
2.359575 25.87733025  0.12738279
2.364318 25.84623392  0.14565671
2.369061 25.83536117  0.14122145
2.373804 25.84427942  0.14864309
2.378547 25.82990425  0.14356482
2.38329 25.789799    0.14483615
2.388033 25.83183392  0.13118613
2.392775 25.8158955   0.13372762
2.397518 25.80018892  0.13528237
2.402261 25.81783242  0.13758439
2.407004 25.80689967  0.13134774
2.411747 25.81176892  0.14378461
2.41649 25.79700408  0.14077593
2.421233 25.79578883  0.13495698
2.425976 25.75850033  0.13849414
2.430718 25.7555615   0.13396634
2.435461 25.77090058  0.13848605
2.440204 25.74986     0.13456259
2.444947 25.73708967  0.14859722
2.44969 25.73800767  0.13955608
2.454433 25.76916392  0.14697262
2.459176 25.77338642  0.14471299
2.463918 25.74408733  0.14275847
2.468661 25.732545    0.13272052
2.473404 25.71860392  0.14039491
2.478147 25.70440458  0.13230635
2.48289 25.69934392  0.13355146
2.487633 25.69870375  0.13671309
2.492376 25.66740225  0.14530041
2.497118 25.67803875  0.13831602
2.501861 25.67730867  0.12669259
2.506604 25.68281167  0.13427671
2.511347 25.69192583  0.13778962
2.51609 25.67130225  0.12886022
2.520833 25.66467933  0.12230384
2.525576 25.62198108  0.13023468
2.530319 25.639686    0.13592953
2.535061 25.61734825  0.13817122
2.539804 25.65475875  0.14411835
2.544547 25.61358908  0.15107095
2.54929 25.62596483  0.14278398
2.554033 25.65018833  0.12961115
2.558776 25.60309067  0.12896533
2.563519 25.62018483  0.14182595
2.568261 25.6293255   0.13184659
2.573004 25.61388308  0.13629141
2.577747 25.56064033  0.13811419
2.58249 25.55977575  0.14680004
2.587233 25.57122617  0.12025169
2.591976 25.57657308  0.14111601
2.596719 25.5650325   0.13905136
2.601462 25.56636775  0.14027485
2.606204 25.5837975   0.12752327
2.610947 25.5507585   0.13069959
2.61569 25.54967275  0.13204783
2.620433 25.55886058  0.12385895
2.625176 25.56984625  0.12934353
2.629919 25.54930983  0.12739039
2.634662 25.5694795   0.12999195
2.639404 25.56463367  0.13115981
2.644147 25.56420542  0.13171139
2.64889 25.55742275  0.1303569 
2.653633 25.5138835   0.13852438
2.658376 25.56206025  0.13928382
2.663119 25.531954    0.13129744
2.667862 25.52381175  0.11582885
2.672605 25.52890117  0.13570378
2.677347 25.49611733  0.12656732
2.68209 25.49526417  0.1338059 
2.686833 25.51708017  0.13148004
2.691576 25.53364908  0.12620927
2.696319 25.53855117  0.12761127
2.701062 25.5521335   0.12684672
2.705805 25.54411158  0.1288445 
2.710547 25.52290692  0.12916676
2.71529 25.49901042  0.11894986
2.720033 25.50645975  0.11926542
2.724776 25.48704225  0.12137065
2.729519 25.49042167  0.12376982
2.734262 25.4888685   0.12024742
2.739005 25.50159775  0.12430659
2.743747 25.46161858  0.12332745
2.74849 25.47962167  0.123068  
2.753233 25.48168525  0.13188428
2.757976 25.48165833  0.12683394
2.762719 25.45798067  0.12638859
2.767462 25.45356942  0.1254654 
2.772205 25.46850917  0.1227903 
2.776948 25.46044017  0.13323413
2.78169 25.46036758  0.13441768
2.786433 25.45829925  0.13576408
2.791176 25.43781817  0.12370846
2.795919 25.43076525  0.12898127
2.800662 25.46091017  0.12432323
2.805405 25.419946    0.12846484
2.810148 25.45022408  0.12315379
2.81489 25.53632875  0.13092161
2.819633 25.58195908  0.13507975
2.824376 25.49436658  0.13206036
2.829119 25.44036133  0.12948007
2.833862 25.43889683  0.12315751
2.838605 25.39144575  0.1180033 
2.843348 25.43796667  0.12523039
2.848091 25.38871925  0.12735349
2.852833 25.40015158  0.13279525
2.857576 25.40042892  0.13553418
2.862319 25.37124067  0.13312413
2.867062 25.39650308  0.12778731
2.871805 25.34672817  0.12424148
2.876548 25.38391383  0.13392722
2.881291 25.380317   0.1251982
2.886033 25.55404217  0.12229245
2.890776 25.50687333  0.12979289
2.895519 25.459239    0.13605356
2.900262 25.4579255   0.13049918
2.905005 25.44357283  0.12860973
2.909748 25.36534742  0.13076777
2.914491 25.38532     0.12896767
2.919233 25.42135533  0.12824391
2.923976 25.46647483  0.13171739
2.928719 25.41568767  0.13060393
2.933462 25.39584367  0.12772074
2.938205 25.39685583  0.12461897
2.942948 25.39925792  0.13002534
2.947691 25.39385783  0.1202341 
2.952434 25.3876885   0.12292605
2.957176 25.42657017  0.11930967
2.961919 25.41819275  0.12765787
2.966662 25.38718467  0.11761411
2.971405 25.36950092  0.12462732
2.976148 25.38771867  0.12190595
2.980891 25.38259092  0.12771488
2.985634 25.39966133  0.12701473
2.990376 25.37408992  0.12585332
2.995119 25.38118508  0.12839572
2.999862 25.32571658  0.12711243
3.004605 25.34402483  0.12710004
3.009348 25.35900325  0.12225134
3.014091 25.3366315  0.127029 
3.018834 25.36839933  0.12194128
3.023577 25.36811867  0.13244746
3.028319 25.35005992  0.12445099
3.033062 25.34338633  0.12436857
3.037805 25.3856745   0.12090463
3.042548 25.35411175  0.11799272
3.047291 25.36156067  0.12941665
3.052034 25.36574567  0.12264346
3.056777 25.36595783  0.12642744
3.061519 25.32830233  0.12938591
3.066262 25.33062867  0.11862577
3.071005 25.32916017  0.11512174
3.075748 25.35925908  0.11843225
3.080491 25.37182458  0.12612597
3.085234 25.3694685   0.12450348
3.089977 25.358271    0.11854144
3.09472 25.33585192  0.11866889
3.099462 25.32048217  0.12543666
3.104205 25.3209145  0.1222963
3.108948 25.30138983  0.11992259
3.113691 25.30067708  0.12328272
3.118434 25.33340867  0.12198008
3.123177 25.31911742  0.12955404
3.12792 25.32221617  0.11561541
3.132662 25.32098258  0.11935903
3.137405 25.32387167  0.12669503
3.142148 25.27075367  0.12752217
3.146891 25.30250625  0.1192284 
3.151634 25.31104858  0.12311954
3.156377 25.31399308  0.11508293
3.16112 25.34161908  0.11962829
3.165862 25.33079142  0.12216594
3.170605 25.33275558  0.127646  
3.175348 25.29822617  0.12297659
3.180091 25.28645108  0.1233075 
3.184834 25.31168325  0.12874296
3.189577 25.33189133  0.11936764
3.19432 25.29973992  0.11774852
3.199063 25.30616925  0.11396686
3.203805 25.30276908  0.11203016
3.208548 25.31329233  0.11900013
3.213291 25.28295608  0.12590609
3.218034 25.29291417  0.12646808
3.222777 25.2694415   0.12663152
3.22752 25.2939215   0.13063495
3.232263 25.27528917  0.11824998
3.237005 25.294322    0.12206745
3.241748 25.2946715   0.12405639
3.246491 25.26736267  0.13399373
3.251234 25.29757767  0.11422386
3.255977 25.32718375  0.12224231
3.26072 25.30405617  0.11857187
3.265463 25.27101667  0.12167141
3.270206 25.25081367  0.13189563
3.274948 25.312212    0.12311836
3.279691 25.28252975  0.11678472
3.284434 25.27340258  0.12549202
3.289177 25.27339158  0.12302034
3.29392 25.25710342  0.12357342
3.298663 25.27456767  0.11919997
3.303406 25.258715    0.11894012
3.308148 25.2610835  0.120037 
3.312891 25.28437075  0.12545515
3.317634 25.29638283  0.1247498 
3.322377 25.30155025  0.12917565
3.32712 25.2916465   0.11767464
3.331863 25.302272    0.11970832
3.336606 25.2831875   0.12244182
3.341348 25.2962445   0.11760619
3.346091 25.27611517  0.11998569
3.350834 25.27044825  0.11991378
3.355577 25.27144592  0.12622529
3.36032 25.2929895   0.12866424
3.365063 25.29299975  0.12080648
3.369806 25.26371008  0.13027959
3.374549 25.339984    0.11499977
3.379291 25.41108233  0.11344298
3.384034 25.31425958  0.11887128
3.388777 25.3020635   0.11734285
3.39352 25.24725217  0.1298902 
3.398263 25.25096683  0.12369406
3.403006 25.20046042  0.11857613
3.407749 25.22046767  0.12086794
3.412491 25.24769333  0.12061792
3.417234 25.2340335   0.12276344
3.421977 25.23212158  0.12117003
3.42672 25.21316167  0.11914709
3.431463 25.24674575  0.10685463
3.436206 25.196454    0.12609011
3.440949 25.23152583  0.11899038
3.445692 25.24764367  0.12524815
3.450434 25.21484258  0.11661594
3.455177 25.25214408  0.10956327
3.45992 25.22021817  0.1147697 
3.464663 25.20792808  0.12660411
3.469406 25.23441075  0.12118859
3.474149 25.2516365   0.11604584
3.478892 25.2209335   0.12213743
3.483634 25.24959133  0.12238493
3.488377 25.24160783  0.11684966
3.49312 25.21634658  0.1230422 
3.497863 25.19296108  0.11654841
3.502606 25.21762833  0.11764167
3.507349 25.224327    0.12228715
3.512092 25.20941942  0.11762333
3.516834 25.24536492  0.12297637
3.521577 25.23537292  0.12131719
3.52632 25.22834908  0.12278199
3.531063 25.21752058  0.1120866 
3.535806 25.25212075  0.1161011 
3.540549 25.24751875  0.11344344
3.545292 25.23755508  0.11460237
3.550035 25.22511033  0.12131285
3.554777 25.22945792  0.12781113
3.55952 25.21041225  0.11635075
3.564263 25.23335483  0.12159027
3.569006 25.22297708  0.12146696
3.573749 25.21973633  0.1192188 
3.578492 25.2091285   0.12080707
3.583235 25.19770925  0.10697947
3.587977 25.20105033  0.13032146
3.59272 25.19733933  0.12744227
3.597463 25.20616142  0.11935491
3.602206 25.16400775  0.10887901
3.606949 25.19267392  0.1178496 
3.611692 25.20413983  0.11124473
3.616435 25.27395442  0.1083749 
3.621178 25.41574892  0.11072225
3.62592 25.33297808  0.11769581
3.630663 25.25803567  0.11495709
3.635406 25.23279492  0.12080046
3.640149 25.20492417  0.11396384
3.644892 25.23058025  0.11277134
3.649635 25.16985892  0.10806414
3.654378 25.19625042  0.11414067
3.65912 25.17793908  0.12015606
3.663863 25.18526708  0.11975804
3.668606 25.17080567  0.10729788
3.673349 25.177509    0.10684142
3.678092 25.16705358  0.10415383
3.682835 25.15367367  0.11575944
3.687578 25.14995875  0.12492955
3.692321 25.11349933  0.11978211
3.697063 25.15924883  0.11900986
3.701806 25.14277467  0.12107457
3.706549 25.16367483  0.11798414
3.711292 25.155102    0.11382865
3.716035 25.177323    0.11695644
3.720778 25.20257858  0.11063931
3.725521 25.17702917  0.11700228
3.730263 25.152157    0.11089033
3.735006 25.15475108  0.09420879
3.739749 25.14850542  0.10391848
3.744492 25.17006908  0.12361101
3.749235 25.16292508  0.11984676
3.753978 25.1606905  0.1215832
3.758721 25.181707   0.1199711
3.763463 25.13958858  0.11498564
3.768206 25.16158308  0.10670098
3.772949 25.15506     0.11399422
3.777692 25.20091375  0.10645925
3.782435 25.16827683  0.11167069
3.787178 25.17594533  0.10635567
3.791921 25.14357533  0.11788672
3.796664 25.14232058  0.10737015
3.801406 25.12979508  0.10315871
3.806149 25.18769142  0.11669554
3.810892 25.19733275  0.12152731
3.815635 25.179333    0.13201095
3.820378 25.16783375  0.11395509
3.825121 25.13231258  0.09866968
3.829864 25.15542258  0.11639468
3.834606 25.16026175  0.11005855
3.839349 25.14758067  0.10440776
3.844092 25.16884592  0.11948544
3.848835 25.18948783  0.1162617 
3.853578 25.16140517  0.118974  
3.858321 25.14578883  0.10780879
3.863064 25.14412125  0.10690758
3.867807 25.16494108  0.12296318
